Textbox8,tbToday,Textbox2
Reference Designators,Report Generated: 3/9/2012,Total Instruments (761)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,SubsiteName,SitePrefix,SiteSuffix,Textbox11,NodeSiteSequence,PortNumber,InstrumentClass,InstrumentSeries,InstrumentSequence,PortMinDepth,PortMaxDepth
CP05MOAS-AV002-01-FLORT0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,01,FLORT,0,999,,
CP05MOAS-AV002-02-DOSTA0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,02,DOSTA,0,999,,
CP05MOAS-AV002-03-CTDAV0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,03,CTDAV,0,999,,
CP05MOAS-AV002-04-NUTR40999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,04,NUTR4,0,999,,
CP05MOAS-AV002-05-ADCPA0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,05,ADCPA,0,999,,
CP05MOAS-AV002-06-PARAD0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,06,PARAD,0,999,,
CP05MOAS-AV003-01-FLORT0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,01,FLORT,0,999,,
CP05MOAS-AV003-02-DOSTA0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,02,DOSTA,0,999,,
CP05MOAS-AV003-03-CTDAV0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,03,CTDAV,0,999,,
CP05MOAS-AV003-04-NUTR40999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,04,NUTR4,0,999,,
CP05MOAS-AV003-05-ADCPA0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,05,ADCPA,0,999,,
CP05MOAS-AV003-06-PARAD0999,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,06,PARAD,0,999,,
CP05MOAS-GL001-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,01,ADCPA,0,999,1000,1000
CP05MOAS-GL001-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,02,FLORT,0,999,1000,1000
CP05MOAS-GL001-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,03,CTDGV,0,999,1000,1000
CP05MOAS-GL001-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,04,DOSTA,0,999,1000,1000
CP05MOAS-GL001-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,05,PARAD,0,999,1000,1000
CP05MOAS-GL002-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,01,ADCPA,0,999,1000,1000
CP05MOAS-GL002-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,02,FLORT,0,999,1000,1000
CP05MOAS-GL002-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,03,CTDGV,0,999,1000,1000
CP05MOAS-GL002-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,04,DOSTA,0,999,1000,1000
CP05MOAS-GL002-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,05,PARAD,0,999,1000,1000
CP05MOAS-GL003-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,01,ADCPA,0,999,1000,1000
CP05MOAS-GL003-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,02,FLORT,0,999,1000,1000
CP05MOAS-GL003-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,03,CTDGV,0,999,1000,1000
CP05MOAS-GL003-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,04,DOSTA,0,999,1000,1000
CP05MOAS-GL003-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,05,PARAD,0,999,1000,1000
CP05MOAS-GL004-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,01,ADCPA,0,999,1000,1000
CP05MOAS-GL004-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,02,FLORT,0,999,1000,1000
CP05MOAS-GL004-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,03,CTDGV,0,999,1000,1000
CP05MOAS-GL004-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,04,DOSTA,0,999,1000,1000
CP05MOAS-GL004-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,05,PARAD,0,999,1000,1000
CP05MOAS-GL005-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,01,ADCPA,0,999,1000,1000
CP05MOAS-GL005-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,02,FLORT,0,999,1000,1000
CP05MOAS-GL005-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,03,CTDGV,0,999,1000,1000
CP05MOAS-GL005-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,04,DOSTA,0,999,1000,1000
CP05MOAS-GL005-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,05,PARAD,0,999,1000,1000
CP05MOAS-GL006-01-ADCPA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,01,ADCPA,0,999,1000,1000
CP05MOAS-GL006-02-FLORT0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,02,FLORT,0,999,1000,1000
CP05MOAS-GL006-03-CTDGV0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,03,CTDGV,0,999,1000,1000
CP05MOAS-GL006-04-DOSTA0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,04,DOSTA,0,999,1000,1000
CP05MOAS-GL006-05-PARAD0999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,05,PARAD,0,999,1000,1000
GA01SUMO-RI002-02-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,02,CTDMO,0,999,15,15
GA01SUMO-RI002-03-ADCPS0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,03,ADCPS,0,999,15,15
GA01SUMO-RI002-04-FLORD0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORD,0,999,15,15
GA01SUMO-RI002-05-VELPT0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,0,999,15,15
GA01SUMO-RI003-01-PHSEN0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,0,999,20,20
GA01SUMO-RI003-02-PHSEN0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,0,999,100,100
GA01SUMO-RI003-03-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,0,999,20,20
GA01SUMO-RI003-04-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,04,CTDMO,0,999,40,40
GA01SUMO-RI003-05-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,0,999,60,60
GA01SUMO-RI003-06-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,0,999,90,90
GA01SUMO-RI003-07-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,07,CTDMO,0,999,130,130
GA01SUMO-RI003-08-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,0,999,180,180
GA01SUMO-RI003-09-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,0,999,250,250
GA01SUMO-RI003-10-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,0,999,350,350
GA01SUMO-RI003-11-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,0,999,500,500
GA01SUMO-RI003-12-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,0,999,750,750
GA01SUMO-RI003-13-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,0,999,1000,1000
GA01SUMO-RI003-14-CTDMO0999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,0,999,1500,1500
GA01SUMO-SB001-01-METBK0999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,0,999,,
GA01SUMO-SB001-02-METBK0999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,0,999,,
GA01SUMO-SB001-03-PCO2A0999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,0,999,,
GA01SUMO-SB001-04-FDCHP0999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,04,FDCHP,0,999,,
GA01SUMO-SB001-05-WAVSS0999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,0,999,,
GA02HYPM-MP003-01-ZPLSG0999,Argentine Basin Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,0,999,150,150
GA02HYPM-SP001-01-FLORD0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,01,FLORD,0,999,150,150
GA02HYPM-SP001-02-PCO2W0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,02,PCO2W,0,999,150,150
GA02HYPM-SP001-03-DOSTA0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,03,DOSTA,0,999,150,150
GA02HYPM-SP001-04-CTDPF0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,04,CTDPF,0,999,150,150
GA02HYPM-SP001-05-OPTAA0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,05,OPTAA,0,999,150,150
GA02HYPM-SP001-06-NUTNR0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,06,NUTNR,0,999,150,150
GA02HYPM-SP001-07-SPKIR0999,Argentine Basin Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,07,SPKIR,0,999,150,150
GA02HYPM-WF002-01-FLORD0999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,0,999,4200,4200
GA02HYPM-WF002-03-DOSTA0999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,0,999,4200,4200
GA02HYPM-WF002-04-CTDPF0999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,0,999,4200,4200
GA02HYPM-WF002-05-VEL3D0999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,0,999,4200,4200
GA03FLMA-RI001-01-FLORD0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GA03FLMA-RI001-02-PHSEN0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GA03FLMA-RI001-03-DOSTA0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GA03FLMA-RI001-04-ADCPS0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GA03FLMA-RI001-06-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GA03FLMA-RI001-07-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GA03FLMA-RI001-08-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GA03FLMA-RI001-09-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GA03FLMA-RI001-10-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GA03FLMA-RI001-11-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GA03FLMA-RI001-12-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GA03FLMA-RI001-13-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GA03FLMA-RI001-14-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GA03FLMA-RI001-15-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GA03FLMA-RI001-16-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GA03FLMA-RI001-17-CTDMO0999,Argentine Basin Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GA03FLMB-RI001-01-FLORD0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GA03FLMB-RI001-02-PHSEN0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GA03FLMB-RI001-03-DOSTA0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GA03FLMB-RI001-04-ADCPS0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GA03FLMB-RI001-06-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GA03FLMB-RI001-07-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GA03FLMB-RI001-08-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GA03FLMB-RI001-09-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GA03FLMB-RI001-10-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GA03FLMB-RI001-11-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GA03FLMB-RI001-12-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GA03FLMB-RI001-13-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GA03FLMB-RI001-14-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GA03FLMB-RI001-15-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GA03FLMB-RI001-16-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GA03FLMB-RI001-17-CTDMO0999,Argentine Basin Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GA05MOAS-GL001-01-FLORD0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,0,999,,
GA05MOAS-GL001-02-DOSTA0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,0,999,,
GA05MOAS-GL001-04-CTDGV0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,04,CTDGV,0,999,,
GA05MOAS-GL002-01-FLORD0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,0,999,,
GA05MOAS-GL002-02-DOSTA0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,0,999,,
GA05MOAS-GL002-04-CTDGV0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,04,CTDGV,0,999,,
GA05MOAS-GL003-01-FLORD0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,0,999,,
GA05MOAS-GL003-02-DOSTA0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,0,999,,
GA05MOAS-GL003-04-CTDGV0999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,04,CTDGV,0,999,,
GI01SUMO-RI002-02-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,02,CTDMO,0,999,15,15
GI01SUMO-RI002-03-ADCPS0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,03,ADCPS,0,999,15,15
GI01SUMO-RI002-04-FLORD0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORD,0,999,15,15
GI01SUMO-RI002-05-VELPT0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,0,999,15,15
GI01SUMO-RI003-01-PHSEN0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,0,999,20,20
GI01SUMO-RI003-02-PHSEN0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,0,999,100,100
GI01SUMO-RI003-03-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,0,999,20,20
GI01SUMO-RI003-04-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,04,CTDMO,0,999,40,40
GI01SUMO-RI003-05-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,0,999,60,60
GI01SUMO-RI003-06-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,0,999,90,90
GI01SUMO-RI003-07-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,07,CTDMO,0,999,130,130
GI01SUMO-RI003-08-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,0,999,180,180
GI01SUMO-RI003-09-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,0,999,250,250
GI01SUMO-RI003-10-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,0,999,350,350
GI01SUMO-RI003-11-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,0,999,500,500
GI01SUMO-RI003-12-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,0,999,750,750
GI01SUMO-RI003-13-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,0,999,1000,1000
GI01SUMO-RI003-14-CTDMO0999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,0,999,1500,1500
GI01SUMO-SB001-01-METBK0999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,0,999,,
GI01SUMO-SB001-02-METBK0999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,0,999,,
GI01SUMO-SB001-03-PCO2A0999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,0,999,,
GI01SUMO-SB001-04-FDCHP0999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,04,FDCHP,0,999,,
GI01SUMO-SB001-05-WAVSS0999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,0,999,,
GI02HYPM-MP003-01-ZPLSG0999,Irminger Sea Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,0,999,150,150
GI02HYPM-SP001-01-FLORD0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,01,FLORD,0,999,150,150
GI02HYPM-SP001-02-PCO2W0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,02,PCO2W,0,999,150,150
GI02HYPM-SP001-03-DOSTA0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,03,DOSTA,0,999,150,150
GI02HYPM-SP001-04-CTDPF0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,04,CTDPF,0,999,150,150
GI02HYPM-SP001-05-OPTAA0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,05,OPTAA,0,999,150,150
GI02HYPM-SP001-06-NUTNR0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,06,NUTNR,0,999,150,150
GI02HYPM-SP001-07-SPKIR0999,Irminger Sea Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,07,SPKIR,0,999,150,150
GI02HYPM-WF002-01-FLORD0999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,0,999,4200,4200
GI02HYPM-WF002-03-DOSTA0999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,0,999,4200,4200
GI02HYPM-WF002-04-CTDPF0999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,0,999,4200,4200
GI02HYPM-WF002-05-VEL3D0999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,0,999,4200,4200
GI03FLMA-RI001-01-FLORD0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GI03FLMA-RI001-02-PHSEN0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GI03FLMA-RI001-03-DOSTA0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GI03FLMA-RI001-04-ADCPS0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GI03FLMA-RI001-06-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GI03FLMA-RI001-07-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GI03FLMA-RI001-08-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GI03FLMA-RI001-09-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GI03FLMA-RI001-10-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GI03FLMA-RI001-11-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GI03FLMA-RI001-12-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GI03FLMA-RI001-13-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GI03FLMA-RI001-14-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GI03FLMA-RI001-15-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GI03FLMA-RI001-16-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GI03FLMA-RI001-17-CTDMO0999,Irminger Sea Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GI03FLMB-RI001-01-FLORD0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GI03FLMB-RI001-02-PHSEN0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GI03FLMB-RI001-03-DOSTA0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GI03FLMB-RI001-04-ADCPS0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GI03FLMB-RI001-06-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GI03FLMB-RI001-07-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GI03FLMB-RI001-08-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GI03FLMB-RI001-09-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GI03FLMB-RI001-10-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GI03FLMB-RI001-11-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GI03FLMB-RI001-12-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GI03FLMB-RI001-13-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GI03FLMB-RI001-14-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GI03FLMB-RI001-15-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GI03FLMB-RI001-16-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GI03FLMB-RI001-17-CTDMO0999,Irminger Sea Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GI05MOAS-GL001-01-FLORD0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,0,999,,
GI05MOAS-GL001-02-DOSTA0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,0,999,,
GI05MOAS-GL001-04-CTDGV0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,04,CTDGV,0,999,,
