Textbox8,tbToday
Data Product Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Data_Product_Identifier,Data_Product_Name,Data_Product_Level,Attribute,AttributeValue
LONGIRR,Downwelling Longwave Irradiance,1,Global Range Test (GLBLRNG) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Gradient Test (GRADTST) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Local Range Test (LOCLRNG) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Notes,
LONGIRR,Downwelling Longwave Irradiance,1,Processing Flow Diagram DCN(s),DCN 1342-00360
LONGIRR,Downwelling Longwave Irradiance,1,Regime(s),"Air-Sea Interface, Surface Water"
LONGIRR,Downwelling Longwave Irradiance,1,Spike Test (SPKETST) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Stuck Value Test (STUCKVL) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Trend Test (TRNDTST) QC,Applicable
LONGIRR,Downwelling Longwave Irradiance,1,Units,W/m2
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Combine QC Flags (CMBNFLG) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3094
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,DOORS L2 Science Requirement Text,In Situ Mass-Resolved Dissolved Gas Chemistry
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,DPS DCN(s),DCN 1341-00240
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Global Range Test (GLBLRNG) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Gradient Test (GRADTST) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Local Range Test (LOCLRNG) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Notes,
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Processing Flow Diagram DCN(s),DCN 1342-00240
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Regime(s),Seafloor/Crust
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Spike Test (SPKETST) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Stuck Value Test (STUCKVL) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Trend Test (TRNDTST) QC,not applicable
MASSPEC,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time ,0,Units,TBD
MOISTUR,Turbulent Humidity Fluctuation,0,Combine QC Flags (CMBNFLG) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3899
MOISTUR,Turbulent Humidity Fluctuation,0,DOORS L2 Science Requirement Text,
MOISTUR,Turbulent Humidity Fluctuation,0,DPS DCN(s),DCN 1341-00300
MOISTUR,Turbulent Humidity Fluctuation,0,Global Range Test (GLBLRNG) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Gradient Test (GRADTST) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Local Range Test (LOCLRNG) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Notes,
MOISTUR,Turbulent Humidity Fluctuation,0,Processing Flow Diagram DCN(s),DCN 1342-00280
MOISTUR,Turbulent Humidity Fluctuation,0,Regime(s),Air-Sea Interface
MOISTUR,Turbulent Humidity Fluctuation,0,Spike Test (SPKETST) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Stuck Value Test (STUCKVL) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Trend Test (TRNDTST) QC,
MOISTUR,Turbulent Humidity Fluctuation,0,Units,TBD
MOMMFLX,Momentum Flux (Wind Stress) ,2,Combine QC Flags (CMBNFLG) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,DOORS L2 Science Requirement #(s),
MOMMFLX,Momentum Flux (Wind Stress) ,2,DOORS L2 Science Requirement Text,
MOMMFLX,Momentum Flux (Wind Stress) ,2,DPS DCN(s),
MOMMFLX,Momentum Flux (Wind Stress) ,2,Global Range Test (GLBLRNG) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Gradient Test (GRADTST) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Local Range Test (LOCLRNG) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Notes,
MOMMFLX,Momentum Flux (Wind Stress) ,2,Processing Flow Diagram DCN(s),
MOMMFLX,Momentum Flux (Wind Stress) ,2,Regime(s),
MOMMFLX,Momentum Flux (Wind Stress) ,2,Spike Test (SPKETST) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Stuck Value Test (STUCKVL) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Trend Test (TRNDTST) QC,Applicable
MOMMFLX,Momentum Flux (Wind Stress) ,2,Units,N/m2
MOTFLUX,Platform Direction and Tilt (3 axes),0,Combine QC Flags (CMBNFLG) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3025
MOTFLUX,Platform Direction and Tilt (3 axes),0,DOORS L2 Science Requirement Text,
MOTFLUX,Platform Direction and Tilt (3 axes),0,DPS DCN(s),DCN 1341-00301
MOTFLUX,Platform Direction and Tilt (3 axes),0,Global Range Test (GLBLRNG) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Gradient Test (GRADTST) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Local Range Test (LOCLRNG) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Notes,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Processing Flow Diagram DCN(s),DCN 1342-00280
MOTFLUX,Platform Direction and Tilt (3 axes),0,Regime(s),Air-Sea Interface
MOTFLUX,Platform Direction and Tilt (3 axes),0,Spike Test (SPKETST) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Stuck Value Test (STUCKVL) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Trend Test (TRNDTST) QC,
MOTFLUX,Platform Direction and Tilt (3 axes),0,Units,TBD
NETLIRR ,Net Longwave Irradiance ,2,Combine QC Flags (CMBNFLG) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,DOORS L2 Science Requirement #(s),
NETLIRR ,Net Longwave Irradiance ,2,DOORS L2 Science Requirement Text,
NETLIRR ,Net Longwave Irradiance ,2,DPS DCN(s),
NETLIRR ,Net Longwave Irradiance ,2,Global Range Test (GLBLRNG) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Gradient Test (GRADTST) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Local Range Test (LOCLRNG) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Notes,
NETLIRR ,Net Longwave Irradiance ,2,Processing Flow Diagram DCN(s),
NETLIRR ,Net Longwave Irradiance ,2,Regime(s),
NETLIRR ,Net Longwave Irradiance ,2,Spike Test (SPKETST) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Stuck Value Test (STUCKVL) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Trend Test (TRNDTST) QC,Applicable
NETLIRR ,Net Longwave Irradiance ,2,Units,W/m2
NETSIRR ,Net Shortwave Irradiance ,2,Combine QC Flags (CMBNFLG) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,DOORS L2 Science Requirement #(s),
NETSIRR ,Net Shortwave Irradiance ,2,DOORS L2 Science Requirement Text,
NETSIRR ,Net Shortwave Irradiance ,2,DPS DCN(s),
NETSIRR ,Net Shortwave Irradiance ,2,Global Range Test (GLBLRNG) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Gradient Test (GRADTST) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Local Range Test (LOCLRNG) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Notes,
NETSIRR ,Net Shortwave Irradiance ,2,Processing Flow Diagram DCN(s),
NETSIRR ,Net Shortwave Irradiance ,2,Regime(s),
NETSIRR ,Net Shortwave Irradiance ,2,Spike Test (SPKETST) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Stuck Value Test (STUCKVL) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Trend Test (TRNDTST) QC,Applicable
NETSIRR ,Net Shortwave Irradiance ,2,Units,W/m2
NITROPT,Nitrate Concentration,1,Combine QC Flags (CMBNFLG) QC,Applicable
NITROPT,Nitrate Concentration,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3050
NITROPT,Nitrate Concentration,1,DOORS L2 Science Requirement Text,Nitrate
NITROPT,Nitrate Concentration,1,DPS DCN(s),DCN 1341-00620
NITROPT,Nitrate Concentration,1,Global Range Test (GLBLRNG) QC,Applicable
NITROPT,Nitrate Concentration,1,Gradient Test (GRADTST) QC,Applicable
NITROPT,Nitrate Concentration,1,Local Range Test (LOCLRNG) QC,Applicable
NITROPT,Nitrate Concentration,1,Notes,
NITROPT,Nitrate Concentration,1,Processing Flow Diagram DCN(s),DCN 1342-00620
NITROPT,Nitrate Concentration,1,Regime(s),Water Column
NITROPT,Nitrate Concentration,1,Spike Test (SPKETST) QC,Applicable
NITROPT,Nitrate Concentration,1,Stuck Value Test (STUCKVL) QC,Applicable
NITROPT,Nitrate Concentration,1,Trend Test (TRNDTST) QC,Applicable
NITROPT,Nitrate Concentration,1,Units,µM
OPTABSN,Optical Absorption Coefficient,2,Combine QC Flags (CMBNFLG) QC,not applicable
OPTABSN,Optical Absorption Coefficient,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3926
OPTABSN,Optical Absorption Coefficient,2,DOORS L2 Science Requirement Text,Optical Absorption
OPTABSN,Optical Absorption Coefficient,2,DPS DCN(s),[DCN 1341-00700|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/464dee40-a810-4fbc-bcd1-4874e787bbca/1341-00700_Data_Product_SPEC_OPTABSN_OOI.pdf]
OPTABSN,Optical Absorption Coefficient,2,Global Range Test (GLBLRNG) QC,applicable
OPTABSN,Optical Absorption Coefficient,2,Gradient Test (GRADTST) QC,not applicable
OPTABSN,Optical Absorption Coefficient,2,Local Range Test (LOCLRNG) QC,applicable
OPTABSN,Optical Absorption Coefficient,2,Notes,
OPTABSN,Optical Absorption Coefficient,2,Processing Flow Diagram DCN(s),[DCN 1342-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/131c6f4a-e3fb-4f70-99b2-4a13c69b66eb/1342-00690_Data_Processing_Flow_OPTAA_OOI.pdf]
OPTABSN,Optical Absorption Coefficient,2,Regime(s),Water Column
OPTABSN,Optical Absorption Coefficient,2,Spike Test (SPKETST) QC,applicable
OPTABSN,Optical Absorption Coefficient,2,Stuck Value Test (STUCKVL) QC,applicable
OPTABSN,Optical Absorption Coefficient,2,Trend Test (TRNDTST) QC,applicable
OPTABSN,Optical Absorption Coefficient,2,Units,1/m
OPTAREF,Reference Absorption,0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTAREF,Reference Absorption,0,DOORS L2 Science Requirement #(s),
OPTAREF,Reference Absorption,0,DOORS L2 Science Requirement Text,
OPTAREF,Reference Absorption,0,DPS DCN(s),1341-00700
OPTAREF,Reference Absorption,0,Global Range Test (GLBLRNG) QC,not applicable
OPTAREF,Reference Absorption,0,Gradient Test (GRADTST) QC,not applicable
OPTAREF,Reference Absorption,0,Local Range Test (LOCLRNG) QC,not applicable
OPTAREF,Reference Absorption,0,Notes,
OPTAREF,Reference Absorption,0,Processing Flow Diagram DCN(s),1342-00690
OPTAREF,Reference Absorption,0,Regime(s),Water Column
OPTAREF,Reference Absorption,0,Spike Test (SPKETST) QC,not applicable
OPTAREF,Reference Absorption,0,Stuck Value Test (STUCKVL) QC,not applicable
OPTAREF,Reference Absorption,0,Trend Test (TRNDTST) QC,not applicable
OPTAREF,Reference Absorption,0,Units,
OPTASIG,Signal Absorption,0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTASIG,Signal Absorption,0,DOORS L2 Science Requirement #(s),
OPTASIG,Signal Absorption,0,DOORS L2 Science Requirement Text,
OPTASIG,Signal Absorption,0,DPS DCN(s),1341-00700
OPTASIG,Signal Absorption,0,Global Range Test (GLBLRNG) QC,not applicable
OPTASIG,Signal Absorption,0,Gradient Test (GRADTST) QC,not applicable
OPTASIG,Signal Absorption,0,Local Range Test (LOCLRNG) QC,not applicable
OPTASIG,Signal Absorption,0,Notes,
OPTASIG,Signal Absorption,0,Processing Flow Diagram DCN(s),1342-00690 
OPTASIG,Signal Absorption,0,Regime(s),Water Column
OPTASIG,Signal Absorption,0,Spike Test (SPKETST) QC,not applicable
OPTASIG,Signal Absorption,0,Stuck Value Test (STUCKVL) QC,not applicable
OPTASIG,Signal Absorption,0,Trend Test (TRNDTST) QC,not applicable
OPTASIG,Signal Absorption,0,Units,
OPTATTN,Optical Beam Attenuation Coefficient,2,Combine QC Flags (CMBNFLG) QC,not applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3928
OPTATTN,Optical Beam Attenuation Coefficient,2,DOORS L2 Science Requirement Text,Optical Attenuation
OPTATTN,Optical Beam Attenuation Coefficient,2,DPS DCN(s),[DCN 1341-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/28089882-716e-4fa8-b4b6-c703f5630882/1341-00690_Data_Product_SPEC_OPTATTN_OOI.pdf]
OPTATTN,Optical Beam Attenuation Coefficient,2,Global Range Test (GLBLRNG) QC,applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Gradient Test (GRADTST) QC,not applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Local Range Test (LOCLRNG) QC,applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Notes,
OPTATTN,Optical Beam Attenuation Coefficient,2,Processing Flow Diagram DCN(s),[DCN 1342-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/131c6f4a-e3fb-4f70-99b2-4a13c69b66eb/1342-00690_Data_Processing_Flow_OPTAA_OOI.pdf]
OPTATTN,Optical Beam Attenuation Coefficient,2,Regime(s),Water Column
OPTATTN,Optical Beam Attenuation Coefficient,2,Spike Test (SPKETST) QC,applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Stuck Value Test (STUCKVL) QC,applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Trend Test (TRNDTST) QC,applicable
OPTATTN,Optical Beam Attenuation Coefficient,2,Units,1/m
OPTCREF,Reference Beam Attenuation,0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,DOORS L2 Science Requirement #(s),"L2-SR-RQ-3926, L2-SR-RQ-3928"
OPTCREF,Reference Beam Attenuation,0,DOORS L2 Science Requirement Text,"Optical Absorption, Optical Attenuation"
OPTCREF,Reference Beam Attenuation,0,DPS DCN(s),"[DCN 1341-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/28089882-716e-4fa8-b4b6-c703f5630882/1341-00690_Data_Product_SPEC_OPTATTN_OOI.pdf], [DCN 1341-00700|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/464dee40-a810-4fbc-bcd1-4874e787bbca/1341-00700_Data_Product_SPEC_OPTABSN_OOI.pdf]"
OPTCREF,Reference Beam Attenuation,0,Global Range Test (GLBLRNG) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Gradient Test (GRADTST) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Local Range Test (LOCLRNG) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Notes,
OPTCREF,Reference Beam Attenuation,0,Processing Flow Diagram DCN(s),[DCN 1342-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/131c6f4a-e3fb-4f70-99b2-4a13c69b66eb/1342-00690_Data_Processing_Flow_OPTAA_OOI.pdf]
OPTCREF,Reference Beam Attenuation,0,Regime(s),Water Column
OPTCREF,Reference Beam Attenuation,0,Spike Test (SPKETST) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Stuck Value Test (STUCKVL) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Trend Test (TRNDTST) QC,not applicable
OPTCREF,Reference Beam Attenuation,0,Units,unitless
OPTCSIG,Signal Beam Attenuation,0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,DOORS L2 Science Requirement #(s),"L2-SR-RQ-3926, L2-SR-RQ-3928"
OPTCSIG,Signal Beam Attenuation,0,DOORS L2 Science Requirement Text,"Optical Absorption, Optical Attenuation"
OPTCSIG,Signal Beam Attenuation,0,DPS DCN(s),"[DCN 1341-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/28089882-716e-4fa8-b4b6-c703f5630882/1341-00690_Data_Product_SPEC_OPTATTN_OOI.pdf], [DCN 1341-00700|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/464dee40-a810-4fbc-bcd1-4874e787bbca/1341-00700_Data_Product_SPEC_OPTABSN_OOI.pdf]"
OPTCSIG,Signal Beam Attenuation,0,Global Range Test (GLBLRNG) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Gradient Test (GRADTST) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Local Range Test (LOCLRNG) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Notes,
OPTCSIG,Signal Beam Attenuation,0,Processing Flow Diagram DCN(s),[DCN 1342-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/131c6f4a-e3fb-4f70-99b2-4a13c69b66eb/1342-00690_Data_Processing_Flow_OPTAA_OOI.pdf]
OPTCSIG,Signal Beam Attenuation,0,Regime(s),Water Column
OPTCSIG,Signal Beam Attenuation,0,Spike Test (SPKETST) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Stuck Value Test (STUCKVL) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Trend Test (TRNDTST) QC,not applicable
OPTCSIG,Signal Beam Attenuation,0,Units,unitless
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3670
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,DOORS L2 Science Requirement Text,Photosynthically Available Radiation (PAR)
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,DPS DCN(s),"[DCN 1341-00720|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/b6fe37ee-41e2-420a-aca3-41437edb78d4/1341-00720_Data_Product_SPEC_OPTPARW_Satl_OOI.pdf] (Satl), [DCN 1341-00721|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/88fe21cf-a9ea-40ff-9cd7-8813057cae73/1341-00721_Data_Product_SPEC_OPTPARW_Bios_OOI.pdf] (Bios)"
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Global Range Test (GLBLRNG) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Gradient Test (GRADTST) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Local Range Test (LOCLRNG) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Notes,
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Processing Flow Diagram DCN(s),[DCN 1342-00720|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/134f177d-9604-476e-9039-f2e3dfb63331/1342-00720_Data_Processing_Flow_PARAD_OOI.pdf]
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Regime(s),Water Column
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Spike Test (SPKETST) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Stuck Value Test (STUCKVL) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Trend Test (TRNDTST) QC,not applicable
OPTPARW,Photosynthetically Active Radiation (400-700 nm),0,Units,"counts (Satl), volts (Bios)"
OPTTEMP,Temperature from OPTAA,0,Combine QC Flags (CMBNFLG) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,DOORS L2 Science Requirement #(s),"L2-SR-RQ-3926, L2-SR-RQ-3928"
OPTTEMP,Temperature from OPTAA,0,DOORS L2 Science Requirement Text,"Optical Absorption, Optical Attenuation"
OPTTEMP,Temperature from OPTAA,0,DPS DCN(s),"[DCN 1341-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/28089882-716e-4fa8-b4b6-c703f5630882/1341-00690_Data_Product_SPEC_OPTATTN_OOI.pdf], [DCN 1341-00700|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/464dee40-a810-4fbc-bcd1-4874e787bbca/1341-00700_Data_Product_SPEC_OPTABSN_OOI.pdf]"
OPTTEMP,Temperature from OPTAA,0,Global Range Test (GLBLRNG) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Gradient Test (GRADTST) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Local Range Test (LOCLRNG) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Notes,
OPTTEMP,Temperature from OPTAA,0,Processing Flow Diagram DCN(s),[DCN 1342-00690|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/131c6f4a-e3fb-4f70-99b2-4a13c69b66eb/1342-00690_Data_Processing_Flow_OPTAA_OOI.pdf]
OPTTEMP,Temperature from OPTAA,0,Regime(s),Water Column
OPTTEMP,Temperature from OPTAA,0,Spike Test (SPKETST) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Stuck Value Test (STUCKVL) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Trend Test (TRNDTST) QC,not applicable
OPTTEMP,Temperature from OPTAA,0,Units,degrees C
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Combine QC Flags (CMBNFLG) QC,not applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3023
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,DOORS L2 Science Requirement Text,pCO2 Air-Sea
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,DPS DCN(s),[DCN 1341-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/295440da-24e6-4279-90f5-03055a5b5a31/1341-00260_Data_Product_SPEC_PCO2SSW_PCO2ATM_OOI.pdf]
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Global Range Test (GLBLRNG) QC,applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Gradient Test (GRADTST) QC,not applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Local Range Test (LOCLRNG) QC,not applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Notes,
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Processing Flow Diagram DCN(s),[DCN 1342-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/057a2c02-c909-43c8-b0ef-102b4ad4f67e/1342-00260_PCO2A_Data_Processing_Flow_OOI.pdf]
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Regime(s),Air-Sea Interface
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Spike Test (SPKETST) QC,applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Stuck Value Test (STUCKVL) QC,applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Trend Test (TRNDTST) QC,not applicable
PCO2ATM,Partial Pressure of CO2 in Atmosphere,1,Units,µatm
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Combine QC Flags (CMBNFLG) QC,not applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3023
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,DOORS L2 Science Requirement Text,pCO2 Air-Sea
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,DPS DCN(s),[DCN 1341-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/295440da-24e6-4279-90f5-03055a5b5a31/1341-00260_Data_Product_SPEC_PCO2SSW_PCO2ATM_OOI.pdf]
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Global Range Test (GLBLRNG) QC,applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Gradient Test (GRADTST) QC,not applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Local Range Test (LOCLRNG) QC,not applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Notes,
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Processing Flow Diagram DCN(s),[DCN 1342-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/057a2c02-c909-43c8-b0ef-102b4ad4f67e/1342-00260_PCO2A_Data_Processing_Flow_OOI.pdf]
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Regime(s),Air-Sea Interface
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Spike Test (SPKETST) QC,applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Stuck Value Test (STUCKVL) QC,applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Trend Test (TRNDTST) QC,not applicable
PCO2SSW,Partial Pressure of CO2 in Surface Sea Water,1,Units,µatm
PCO2WAT,Partial Pressure of CO2 in Water,1,Combine QC Flags (CMBNFLG) QC,not applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3049
PCO2WAT,Partial Pressure of CO2 in Water,1,DOORS L2 Science Requirement Text,pCO2 Seawater
PCO2WAT,Partial Pressure of CO2 in Water,1,DPS DCN(s),[DCN 1341-00490|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/80a7f169-8d1d-47d1-96b8-1eef13f333a8/1341-00490_Data_Product_Spec_PCO2WAT_OOI.pdf]
PCO2WAT,Partial Pressure of CO2 in Water,1,Global Range Test (GLBLRNG) QC,applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Gradient Test (GRADTST) QC,not applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Local Range Test (LOCLRNG) QC,applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Notes,
PCO2WAT,Partial Pressure of CO2 in Water,1,Processing Flow Diagram DCN(s),[DCN 1342-00490|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/37041aff-4f16-4023-8b04-d3810ca2905f/1342-00490_PCO2W_Data_Processing_Flow_OOI.pdf]
PCO2WAT,Partial Pressure of CO2 in Water,1,Regime(s),Water Column
PCO2WAT,Partial Pressure of CO2 in Water,1,Spike Test (SPKETST) QC,applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Stuck Value Test (STUCKVL) QC,applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Trend Test (TRNDTST) QC,not applicable
PCO2WAT,Partial Pressure of CO2 in Water,1,Units,µatm
