Textbox8,tbToday
Data Product Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Data_Product_Identifier,Data_Product_Name,Data_Product_Level,Attribute,AttributeValue
TEMPSFL,Temperature Array in Spatial Grid,0,Stuck Value Test (STUCKVL) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,Trend Test (TRNDTST) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,Units,TBD
TEMPSRF,Sea Surface Temperature,1,Combine QC Flags (CMBNFLG) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,DOORS L2 Science Requirement #(s),"L2-SR-RQ-3416, L2-SR-RQ-3708"
TEMPSRF,Sea Surface Temperature,1,DOORS L2 Science Requirement Text,The OOI shall provide fixed measurements of Sea Surface Temperature.
TEMPSRF,Sea Surface Temperature,1,DPS DCN(s),DCN 1341-00360
TEMPSRF,Sea Surface Temperature,1,Global Range Test (GLBLRNG) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Gradient Test (GRADTST) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Local Range Test (LOCLRNG) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Notes,
TEMPSRF,Sea Surface Temperature,1,Processing Flow Diagram DCN(s),DCN 1342-00360
TEMPSRF,Sea Surface Temperature,1,Regime(s),"Air-Sea Interface, Surface Water"
TEMPSRF,Sea Surface Temperature,1,Spike Test (SPKETST) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Stuck Value Test (STUCKVL) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Trend Test (TRNDTST) QC,Applicable
TEMPSRF,Sea Surface Temperature,1,Units,degree C
TEMPVNT,Vent Fluid Temperature from RASFL,0,Combine QC Flags (CMBNFLG) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3408
TEMPVNT,Vent Fluid Temperature from RASFL,0,DOORS L2 Science Requirement Text,Interactive Sampling for Vent Fluid Chemistry
TEMPVNT,Vent Fluid Temperature from RASFL,0,DPS DCN(s),DCN 1341-00140
TEMPVNT,Vent Fluid Temperature from RASFL,0,Global Range Test (GLBLRNG) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Gradient Test (GRADTST) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Local Range Test (LOCLRNG) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Notes,
TEMPVNT,Vent Fluid Temperature from RASFL,0,Processing Flow Diagram DCN(s),DCN 1342-00140
TEMPVNT,Vent Fluid Temperature from RASFL,0,Regime(s),Seafloor/Crust
TEMPVNT,Vent Fluid Temperature from RASFL,0,Spike Test (SPKETST) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Stuck Value Test (STUCKVL) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Trend Test (TRNDTST) QC,not applicable
TEMPVNT,Vent Fluid Temperature from RASFL,0,Units,TBD
TEMPWAT,Temperature,0,Combine QC Flags (CMBNFLG) QC,not applicable
TEMPWAT,Temperature,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3044
TEMPWAT,Temperature,0,DOORS L2 Science Requirement Text,Water Temperature
TEMPWAT,Temperature,0,DPS DCN(s),[DCN 1341-00010|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/009f4f2f-55ea-46af-b980-e8f612a5831d/1341-00010_Data_Product_SPEC_TEMPWAT_OOI.pdf]
TEMPWAT,Temperature,0,Global Range Test (GLBLRNG) QC,not applicable
TEMPWAT,Temperature,0,Gradient Test (GRADTST) QC,not applicable
TEMPWAT,Temperature,0,Local Range Test (LOCLRNG) QC,not applicable
TEMPWAT,Temperature,0,Notes,
TEMPWAT,Temperature,0,Processing Flow Diagram DCN(s),[DCN 1342-00010|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/a2d4b90f-145f-44f6-bf03-6e720d87893c/1342-00010_Data_Processing_Flow_CTD_OOI.pdf]
TEMPWAT,Temperature,0,Regime(s),Water Column
TEMPWAT,Temperature,0,Spike Test (SPKETST) QC,not applicable
TEMPWAT,Temperature,0,Stuck Value Test (STUCKVL) QC,not applicable
TEMPWAT,Temperature,0,Trend Test (TRNDTST) QC,not applicable
TEMPWAT,Temperature,0,Units,unitless
THSPHHC,Hydrogen Concentration,0,Combine QC Flags (CMBNFLG) QC,not applicable
THSPHHC,Hydrogen Concentration,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3092
THSPHHC,Hydrogen Concentration,0,DOORS L2 Science Requirement Text,Vent Fluid pH-temperature-H2 chemistry
THSPHHC,Hydrogen Concentration,0,DPS DCN(s),DCN 1341-00210
THSPHHC,Hydrogen Concentration,0,Global Range Test (GLBLRNG) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Gradient Test (GRADTST) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Local Range Test (LOCLRNG) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Notes,
THSPHHC,Hydrogen Concentration,0,Processing Flow Diagram DCN(s),DCN 1342-00120
THSPHHC,Hydrogen Concentration,0,Regime(s),Seafloor/Crust
THSPHHC,Hydrogen Concentration,0,Spike Test (SPKETST) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Stuck Value Test (STUCKVL) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Trend Test (TRNDTST) QC,not applicable
THSPHHC,Hydrogen Concentration,0,Units,V
THSPHHS,Hydrogen Sulfide Concentration,0,Combine QC Flags (CMBNFLG) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3092
THSPHHS,Hydrogen Sulfide Concentration,0,DOORS L2 Science Requirement Text,Vent Fluid pH-temperature-H2 chemistry
THSPHHS,Hydrogen Sulfide Concentration,0,DPS DCN(s),DCN 1341-00200
THSPHHS,Hydrogen Sulfide Concentration,0,Global Range Test (GLBLRNG) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Gradient Test (GRADTST) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Local Range Test (LOCLRNG) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Notes,
THSPHHS,Hydrogen Sulfide Concentration,0,Processing Flow Diagram DCN(s),DCN 1342-00120
THSPHHS,Hydrogen Sulfide Concentration,0,Regime(s),Seafloor/Crust
THSPHHS,Hydrogen Sulfide Concentration,0,Spike Test (SPKETST) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Stuck Value Test (STUCKVL) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Trend Test (TRNDTST) QC,not applicable
THSPHHS,Hydrogen Sulfide Concentration,0,Units,V
THSPHPH,pH,0,Combine QC Flags (CMBNFLG) QC,not applicable
THSPHPH,pH,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3092
THSPHPH,pH,0,DOORS L2 Science Requirement Text,Vent Fluid pH-temperature-H2 chemistry
THSPHPH,pH,0,DPS DCN(s),DCN 1341-00190
THSPHPH,pH,0,Global Range Test (GLBLRNG) QC,not applicable
THSPHPH,pH,0,Gradient Test (GRADTST) QC,not applicable
THSPHPH,pH,0,Local Range Test (LOCLRNG) QC,not applicable
THSPHPH,pH,0,Notes,
THSPHPH,pH,0,Processing Flow Diagram DCN(s),DCN 1342-00120
THSPHPH,pH,0,Regime(s),Seafloor/Crust
THSPHPH,pH,0,Spike Test (SPKETST) QC,not applicable
THSPHPH,pH,0,Stuck Value Test (STUCKVL) QC,not applicable
THSPHPH,pH,0,Trend Test (TRNDTST) QC,not applicable
THSPHPH,pH,0,Units,V
THSPHTE,Vent Fluid Temperature from THSPH,0,Combine QC Flags (CMBNFLG) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3092
THSPHTE,Vent Fluid Temperature from THSPH,0,DOORS L2 Science Requirement Text,Vent Fluid pH-temperature-H2 chemistry
THSPHTE,Vent Fluid Temperature from THSPH,0,DPS DCN(s),DCN 1341-00120
THSPHTE,Vent Fluid Temperature from THSPH,0,Global Range Test (GLBLRNG) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Gradient Test (GRADTST) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Local Range Test (LOCLRNG) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Notes,
THSPHTE,Vent Fluid Temperature from THSPH,0,Processing Flow Diagram DCN(s),DCN 1342-00120
THSPHTE,Vent Fluid Temperature from THSPH,0,Regime(s),Seafloor/Crust
THSPHTE,Vent Fluid Temperature from THSPH,0,Spike Test (SPKETST) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Stuck Value Test (STUCKVL) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Trend Test (TRNDTST) QC,not applicable
THSPHTE,Vent Fluid Temperature from THSPH,0,Units,V
TMPATUR,Turbulent Air Temperature,0,Combine QC Flags (CMBNFLG) QC,
TMPATUR,Turbulent Air Temperature,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3894
TMPATUR,Turbulent Air Temperature,0,DOORS L2 Science Requirement Text,
TMPATUR,Turbulent Air Temperature,0,DPS DCN(s),DCN 1341-00290
TMPATUR,Turbulent Air Temperature,0,Global Range Test (GLBLRNG) QC,
TMPATUR,Turbulent Air Temperature,0,Gradient Test (GRADTST) QC,
TMPATUR,Turbulent Air Temperature,0,Local Range Test (LOCLRNG) QC,
TMPATUR,Turbulent Air Temperature,0,Notes,
TMPATUR,Turbulent Air Temperature,0,Processing Flow Diagram DCN(s),DCN 1342-00280
TMPATUR,Turbulent Air Temperature,0,Regime(s),Air-Sea Interface
TMPATUR,Turbulent Air Temperature,0,Spike Test (SPKETST) QC,
TMPATUR,Turbulent Air Temperature,0,Stuck Value Test (STUCKVL) QC,
TMPATUR,Turbulent Air Temperature,0,Trend Test (TRNDTST) QC,
TMPATUR,Turbulent Air Temperature,0,Units,TBD 
TRHPHCC,Vent Fluid Chloride Concentration,2,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHCC,Vent Fluid Chloride Concentration,2,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHCC,Vent Fluid Chloride Concentration,2,DPS DCN(s),[DCN 1341-00160|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/6879d629-e938-4546-8ed6-edd67583aa5f/1341-00160_Data_Product_Spec_TRHPHCC_OOI.pdf]
TRHPHCC,Vent Fluid Chloride Concentration,2,Global Range Test (GLBLRNG) QC,applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Gradient Test (GRADTST) QC,applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Local Range Test (LOCLRNG) QC,not applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Notes,
TRHPHCC,Vent Fluid Chloride Concentration,2,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHCC,Vent Fluid Chloride Concentration,2,Regime(s),Seafloor/Crust
TRHPHCC,Vent Fluid Chloride Concentration,2,Spike Test (SPKETST) QC,applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Stuck Value Test (STUCKVL) QC,applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Trend Test (TRNDTST) QC,applicable
TRHPHCC,Vent Fluid Chloride Concentration,2,Units,µM
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,DPS DCN(s),[DCN 1341-00170|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/5c359aaa-9a4d-4f55-88d3-17a9c4e7082f/1341-00170_Data_Product_Spec_TRHPHEH_OOI.pdf]
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Global Range Test (GLBLRNG) QC,applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Gradient Test (GRADTST) QC,applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Local Range Test (LOCLRNG) QC,not applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Notes,
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Regime(s),Seafloor/Crust
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Spike Test (SPKETST) QC,applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Stuck Value Test (STUCKVL) QC,applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Trend Test (TRNDTST) QC,applicable
TRHPHEH,Vent Fluid Oxidation-Reduction Potential (ORP),1,Units,mV
TRHPHR1,Resistivity R1,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHR1,Resistivity R1,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHR1,Resistivity R1,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHR1,Resistivity R1,0,DPS DCN(s),[DCN 1341-00160|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/6879d629-e938-4546-8ed6-edd67583aa5f/1341-00160_Data_Product_Spec_TRHPHCC_OOI.pdf]
TRHPHR1,Resistivity R1,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHR1,Resistivity R1,0,Gradient Test (GRADTST) QC,not applicable
TRHPHR1,Resistivity R1,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHR1,Resistivity R1,0,Notes,
TRHPHR1,Resistivity R1,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHR1,Resistivity R1,0,Regime(s),Seafloor/Crust
TRHPHR1,Resistivity R1,0,Spike Test (SPKETST) QC,not applicable
TRHPHR1,Resistivity R1,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHR1,Resistivity R1,0,Trend Test (TRNDTST) QC,not applicable
TRHPHR1,Resistivity R1,0,Units,"Ohm, raw voltage"
TRHPHR2,Resistivity R2,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHR2,Resistivity R2,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHR2,Resistivity R2,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHR2,Resistivity R2,0,DPS DCN(s),[DCN 1341-00160|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/6879d629-e938-4546-8ed6-edd67583aa5f/1341-00160_Data_Product_Spec_TRHPHCC_OOI.pdf]
TRHPHR2,Resistivity R2,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHR2,Resistivity R2,0,Gradient Test (GRADTST) QC,not applicable
TRHPHR2,Resistivity R2,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHR2,Resistivity R2,0,Notes,
TRHPHR2,Resistivity R2,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHR2,Resistivity R2,0,Regime(s),Seafloor/Crust
TRHPHR2,Resistivity R2,0,Spike Test (SPKETST) QC,not applicable
TRHPHR2,Resistivity R2,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHR2,Resistivity R2,0,Trend Test (TRNDTST) QC,not applicable
TRHPHR2,Resistivity R2,0,Units,"Ohm, raw voltage"
TRHPHR3,Resistivity R3,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHR3,Resistivity R3,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHR3,Resistivity R3,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHR3,Resistivity R3,0,DPS DCN(s),[DCN 1341-00160|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/6879d629-e938-4546-8ed6-edd67583aa5f/1341-00160_Data_Product_Spec_TRHPHCC_OOI.pdf]
TRHPHR3,Resistivity R3,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHR3,Resistivity R3,0,Gradient Test (GRADTST) QC,not applicable
TRHPHR3,Resistivity R3,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHR3,Resistivity R3,0,Notes,
TRHPHR3,Resistivity R3,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHR3,Resistivity R3,0,Regime(s),Seafloor/Crust
TRHPHR3,Resistivity R3,0,Spike Test (SPKETST) QC,not applicable
TRHPHR3,Resistivity R3,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHR3,Resistivity R3,0,Trend Test (TRNDTST) QC,not applicable
TRHPHR3,Resistivity R3,0,Units,"Ohm, raw voltage"
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHTE,Vent Fluid Temperature from TRHPH,1,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHTE,Vent Fluid Temperature from TRHPH,1,DPS DCN(s),[DCN 1341-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/23624e5a-09c7-4aaf-b681-04584c9f9e48/1341-00150_Data_Product_Spec_TRHPHTE_OOI.pdf]
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Global Range Test (GLBLRNG) QC,applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Gradient Test (GRADTST) QC,applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Local Range Test (LOCLRNG) QC,not applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Notes,
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Regime(s),Seafloor/Crust
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Spike Test (SPKETST) QC,applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Stuck Value Test (STUCKVL) QC,applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Trend Test (TRNDTST) QC,applicable
TRHPHTE,Vent Fluid Temperature from TRHPH,1,Units,C
TRHPHVC,Thermocouple Temperature,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHVC,Thermocouple Temperature,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHVC,Thermocouple Temperature,0,DPS DCN(s),[DCN 1341-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/23624e5a-09c7-4aaf-b681-04584c9f9e48/1341-00150_Data_Product_Spec_TRHPHTE_OOI.pdf]
TRHPHVC,Thermocouple Temperature,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Gradient Test (GRADTST) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Notes,
TRHPHVC,Thermocouple Temperature,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHVC,Thermocouple Temperature,0,Regime(s),Seafloor/Crust
TRHPHVC,Thermocouple Temperature,0,Spike Test (SPKETST) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Trend Test (TRNDTST) QC,not applicable
TRHPHVC,Thermocouple Temperature,0,Units,V
TRHPHVO,ORP Volts,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHVO,ORP Volts,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHVO,ORP Volts,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHVO,ORP Volts,0,DPS DCN(s),[DCN 1341-00170|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/5c359aaa-9a4d-4f55-88d3-17a9c4e7082f/1341-00170_Data_Product_Spec_TRHPHEH_OOI.pdf]
TRHPHVO,ORP Volts,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHVO,ORP Volts,0,Gradient Test (GRADTST) QC,not applicable
TRHPHVO,ORP Volts,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHVO,ORP Volts,0,Notes,
TRHPHVO,ORP Volts,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHVO,ORP Volts,0,Regime(s),Seafloor/Crust
TRHPHVO,ORP Volts,0,Spike Test (SPKETST) QC,not applicable
TRHPHVO,ORP Volts,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHVO,ORP Volts,0,Trend Test (TRNDTST) QC,not applicable
TRHPHVO,ORP Volts,0,Units,V
TRHPHVS,Thermistor Temperature,0,Combine QC Flags (CMBNFLG) QC,not applicable
TRHPHVS,Thermistor Temperature,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3090
TRHPHVS,Thermistor Temperature,0,DOORS L2 Science Requirement Text,Vent Fluid chloride concentrations
TRHPHVS,Thermistor Temperature,0,DPS DCN(s),[DCN 1341-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/23624e5a-09c7-4aaf-b681-04584c9f9e48/1341-00150_Data_Product_Spec_TRHPHTE_OOI.pdf]
TRHPHVS,Thermistor Temperature,0,Global Range Test (GLBLRNG) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Gradient Test (GRADTST) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Local Range Test (LOCLRNG) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Notes,
TRHPHVS,Thermistor Temperature,0,Processing Flow Diagram DCN(s),[DCN 1342-00150|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/54181509-329e-4ded-8081-7524d30aff49/1342-00150_Data_Processing_Flow_TRHPH_OOI.pdf]
TRHPHVS,Thermistor Temperature,0,Regime(s),Seafloor/Crust
TRHPHVS,Thermistor Temperature,0,Spike Test (SPKETST) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Stuck Value Test (STUCKVL) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Trend Test (TRNDTST) QC,not applicable
TRHPHVS,Thermistor Temperature,0,Units,V
VELPROF,Velocity Profile,0,Combine QC Flags (CMBNFLG) QC,not applicable
VELPROF,Velocity Profile,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3757
VELPROF,Velocity Profile,0,DOORS L2 Science Requirement Text,Water Velocity Profile
VELPROF,Velocity Profile,0,DPS DCN(s),[DCN 1341-00750|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/7ea90727-c1b4-4d73-b565-0ae4227da451/1341-00750_Data_Product_SPEC_VELPROF_ECHOINT_OOI.pdf]
VELPROF,Velocity Profile,0,Global Range Test (GLBLRNG) QC,not applicable
VELPROF,Velocity Profile,0,Gradient Test (GRADTST) QC,not applicable
VELPROF,Velocity Profile,0,Local Range Test (LOCLRNG) QC,not applicable
VELPROF,Velocity Profile,0,Notes,
VELPROF,Velocity Profile,0,Processing Flow Diagram DCN(s),[DCN 1342-00750|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/c1fb71ed-ec32-4035-9d7b-d8228b57f7b0/1342-00750_Data_Processing_Flow_ADCP_OOI.pdf]
VELPROF,Velocity Profile,0,Regime(s),Water Column
VELPROF,Velocity Profile,0,Spike Test (SPKETST) QC,not applicable
VELPROF,Velocity Profile,0,Stuck Value Test (STUCKVL) QC,not applicable
VELPROF,Velocity Profile,0,Trend Test (TRNDTST) QC,not applicable
VELPROF,Velocity Profile,0,Units,mm/s
VELPTMN,Mean Point Water Velocity,1,Combine QC Flags (CMBNFLG) QC,not applicable
VELPTMN,Mean Point Water Velocity,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3085
VELPTMN,Mean Point Water Velocity,1,DOORS L2 Science Requirement Text,Single Point Water Velocity
VELPTMN,Mean Point Water Velocity,1,DPS DCN(s),[DCN 1341-00790|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/e47c753f-e4a4-4ed2-8ffa-7c7222246ecb/1341-00790_Data_Product_SPEC_VELPTMN_OOI.pdf]
VELPTMN,Mean Point Water Velocity,1,Global Range Test (GLBLRNG) QC,applicable
VELPTMN,Mean Point Water Velocity,1,Gradient Test (GRADTST) QC,not applicable
VELPTMN,Mean Point Water Velocity,1,Local Range Test (LOCLRNG) QC,applicable
VELPTMN,Mean Point Water Velocity,1,Notes,
VELPTMN,Mean Point Water Velocity,1,Processing Flow Diagram DCN(s),[DCN 1342-00790|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/5dbba582-f589-45d5-b024-804336240d75/1342-00790_Data_Processing_Flow_VELPT_OOI.pdf]
VELPTMN,Mean Point Water Velocity,1,Regime(s),Water Column
VELPTMN,Mean Point Water Velocity,1,Spike Test (SPKETST) QC,applicable
VELPTMN,Mean Point Water Velocity,1,Stuck Value Test (STUCKVL) QC,applicable
VELPTMN,Mean Point Water Velocity,1,Trend Test (TRNDTST) QC,applicable
VELPTMN,Mean Point Water Velocity,1,Units,m/s
VELPTTU,Turbulent Point Water Velocity,0,Combine QC Flags (CMBNFLG) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3058
VELPTTU,Turbulent Point Water Velocity,0,DOORS L2 Science Requirement Text,Turbulent Point Water Velocity
