Textbox8,tbToday
Class Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Class_Name,Attribute,AttributeValue
THSPH,Temp H2 H2S pH,Ready for 2013?,No. Waiver 1304-00289
THSPH,Temp H2 H2S pH,RSN O&M Spares,
THSPH,Temp H2 H2S pH,RSN Part Number,
THSPH,Temp H2 H2S pH,Susceptible to Acoustic Interference,
THSPH,Temp H2 H2S pH,"Vendor CLIN, SubCLIN or Model #",
TMPSF,Temperature seafloor,2009 Baseline Price*,
TMPSF,Temperature seafloor,2009 Deployed Instrument Count,1
TMPSF,Temperature seafloor,Alternate Instrument Class Name,Diffuse Vent Fluid 3-D Temperature Array
TMPSF,Temperature seafloor,CE Spares,
TMPSF,Temperature seafloor,CGSN MREFC Spares,
TMPSF,Temperature seafloor,CGSN O&M Spares,
TMPSF,Temperature seafloor,CGSN P/N,
TMPSF,Temperature seafloor,ClassLongName,Temperature_seafloor
TMPSF,Temperature seafloor,Comments,
TMPSF,Temperature seafloor,CP Spares,
TMPSF,Temperature seafloor,Description,Measures temperatures of diffuse flow across the seafloor
TMPSF,Temperature seafloor,ECRs that changed the count,
TMPSF,Temperature seafloor,Global Spares,
TMPSF,Temperature seafloor,Instrument Configuration,
TMPSF,Temperature seafloor,Link to the Specification,
TMPSF,Temperature seafloor,Notes,
TMPSF,Temperature seafloor,PrimaryScienceDiscipline,P
TMPSF,Temperature seafloor,Produces Acoustic Interference,
TMPSF,Temperature seafloor,Ready for 2013?,
TMPSF,Temperature seafloor,RSN O&M Spares,
TMPSF,Temperature seafloor,RSN Part Number,
TMPSF,Temperature seafloor,Susceptible to Acoustic Interference,
TMPSF,Temperature seafloor,"Vendor CLIN, SubCLIN or Model #",
TRHPH,Temp resist,2009 Baseline Price*,
TRHPH,Temp resist,2009 Deployed Instrument Count,1
TRHPH,Temp resist,Alternate Instrument Class Name,Hydrothermal Vent Fluid Temperature and Resistivity
TRHPH,Temp resist,CE Spares,
TRHPH,Temp resist,CGSN MREFC Spares,
TRHPH,Temp resist,CGSN O&M Spares,
TRHPH,Temp resist,CGSN P/N,
TRHPH,Temp resist,ClassLongName,Temp_resist
TRHPH,Temp resist,Comments,
TRHPH,Temp resist,CP Spares,
TRHPH,Temp resist,Description,"Measures hydrothermal vent fluid temperature, resistivity, and eH"
TRHPH,Temp resist,ECRs that changed the count,
TRHPH,Temp resist,Global Spares,
TRHPH,Temp resist,Instrument Configuration,
TRHPH,Temp resist,Link to the Specification,
TRHPH,Temp resist,Notes,
TRHPH,Temp resist,PrimaryScienceDiscipline,G
TRHPH,Temp resist,Produces Acoustic Interference,
TRHPH,Temp resist,Ready for 2013?,
TRHPH,Temp resist,RSN O&M Spares,
TRHPH,Temp resist,RSN Part Number,
TRHPH,Temp resist,Susceptible to Acoustic Interference,
TRHPH,Temp resist,"Vendor CLIN, SubCLIN or Model #",
VADCP,Velocity profile 50m turb,2009 Baseline Price*,
VADCP,Velocity profile 50m turb,2009 Deployed Instrument Count,2
VADCP,Velocity profile 50m turb,Alternate Instrument Class Name,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)"
VADCP,Velocity profile 50m turb,CE Spares,
VADCP,Velocity profile 50m turb,CGSN MREFC Spares,
VADCP,Velocity profile 50m turb,CGSN O&M Spares,
VADCP,Velocity profile 50m turb,CGSN P/N,
VADCP,Velocity profile 50m turb,ClassLongName,Velocity_profile_50m_turb
VADCP,Velocity profile 50m turb,Comments,
VADCP,Velocity profile 50m turb,CP Spares,
VADCP,Velocity profile 50m turb,Description,"3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters"
VADCP,Velocity profile 50m turb,ECRs that changed the count,
VADCP,Velocity profile 50m turb,Global Spares,
VADCP,Velocity profile 50m turb,Instrument Configuration,
VADCP,Velocity profile 50m turb,Link to the Specification,
VADCP,Velocity profile 50m turb,Notes,
VADCP,Velocity profile 50m turb,PrimaryScienceDiscipline,P
VADCP,Velocity profile 50m turb,Produces Acoustic Interference,
VADCP,Velocity profile 50m turb,Ready for 2013?,
VADCP,Velocity profile 50m turb,RSN O&M Spares,
VADCP,Velocity profile 50m turb,RSN Part Number,
VADCP,Velocity profile 50m turb,Susceptible to Acoustic Interference,
VADCP,Velocity profile 50m turb,"Vendor CLIN, SubCLIN or Model #",
VEL3D,Velocity point 3D turb,2009 Baseline Price*,"$10,805.00"
VEL3D,Velocity point 3D turb,2009 Deployed Instrument Count,33
VEL3D,Velocity point 3D turb,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,Velocity point 3D turb,CE Spares,
VEL3D,Velocity point 3D turb,CGSN MREFC Spares,
VEL3D,Velocity point 3D turb,CGSN O&M Spares,
VEL3D,Velocity point 3D turb,CGSN P/N,
VEL3D,Velocity point 3D turb,ClassLongName,Velocity_point_3D_turb
VEL3D,Velocity point 3D turb,Comments,
VEL3D,Velocity point 3D turb,CP Spares,
VEL3D,Velocity point 3D turb,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,Velocity point 3D turb,ECRs that changed the count,ECR 1303-00796
VEL3D,Velocity point 3D turb,Global Spares,
VEL3D,Velocity point 3D turb,Instrument Configuration,
VEL3D,Velocity point 3D turb,Link to the Specification,
VEL3D,Velocity point 3D turb,Notes,
VEL3D,Velocity point 3D turb,PrimaryScienceDiscipline,P
VEL3D,Velocity point 3D turb,Produces Acoustic Interference,
VEL3D,Velocity point 3D turb,Ready for 2013?,
VEL3D,Velocity point 3D turb,RSN O&M Spares,
VEL3D,Velocity point 3D turb,RSN Part Number,
VEL3D,Velocity point 3D turb,Susceptible to Acoustic Interference,Yes
VEL3D,Velocity point 3D turb,"Vendor CLIN, SubCLIN or Model #",
VELPT,Velocity point,2009 Baseline Price*,"$14,700.00"
VELPT,Velocity point,2009 Deployed Instrument Count,29
VELPT,Velocity point,Alternate Instrument Class Name,Single Point Velocity Meter
VELPT,Velocity point,CE Spares,
VELPT,Velocity point,CGSN MREFC Spares,
VELPT,Velocity point,CGSN O&M Spares,
VELPT,Velocity point,CGSN P/N,
VELPT,Velocity point,ClassLongName,Velocity_point
VELPT,Velocity point,Comments,
VELPT,Velocity point,CP Spares,
VELPT,Velocity point,Description,Measures Mean U and V single point velocity
VELPT,Velocity point,ECRs that changed the count,
VELPT,Velocity point,Global Spares,
VELPT,Velocity point,Instrument Configuration,
VELPT,Velocity point,Link to the Specification,
VELPT,Velocity point,Notes,
VELPT,Velocity point,PrimaryScienceDiscipline,P
VELPT,Velocity point,Produces Acoustic Interference,
VELPT,Velocity point,Ready for 2013?,
VELPT,Velocity point,RSN O&M Spares,
VELPT,Velocity point,RSN Part Number,
VELPT,Velocity point,Susceptible to Acoustic Interference,Yes
VELPT,Velocity point,"Vendor CLIN, SubCLIN or Model #",
WAVSS,Wave spectra surface,2009 Baseline Price*,"$17,279.00"
WAVSS,Wave spectra surface,2009 Deployed Instrument Count,10
WAVSS,Wave spectra surface,Alternate Instrument Class Name,Surface Wave Spectra
WAVSS,Wave spectra surface,CE Spares,
WAVSS,Wave spectra surface,CGSN MREFC Spares,
WAVSS,Wave spectra surface,CGSN O&M Spares,
WAVSS,Wave spectra surface,CGSN P/N,
WAVSS,Wave spectra surface,ClassLongName,wave_spectra_surface
WAVSS,Wave spectra surface,Comments,
WAVSS,Wave spectra surface,CP Spares,
WAVSS,Wave spectra surface,Description,"Non-directional and directional wave characteristics, SurfaceWave Spectra"
WAVSS,Wave spectra surface,ECRs that changed the count,ECR 1303-00475
WAVSS,Wave spectra surface,Global Spares,
WAVSS,Wave spectra surface,Instrument Configuration,
WAVSS,Wave spectra surface,Link to the Specification,
WAVSS,Wave spectra surface,Notes,
WAVSS,Wave spectra surface,PrimaryScienceDiscipline,P
WAVSS,Wave spectra surface,Produces Acoustic Interference,
WAVSS,Wave spectra surface,Ready for 2013?,
WAVSS,Wave spectra surface,RSN O&M Spares,
WAVSS,Wave spectra surface,RSN Part Number,
WAVSS,Wave spectra surface,Susceptible to Acoustic Interference,
WAVSS,Wave spectra surface,"Vendor CLIN, SubCLIN or Model #",
ZPLSC,Plankton ZP sonar coastal,2009 Baseline Price*,"$46,000.00"
ZPLSC,Plankton ZP sonar coastal,2009 Deployed Instrument Count,8
ZPLSC,Plankton ZP sonar coastal,Alternate Instrument Class Name,Bio-acoustic Sonar (Coastal)
ZPLSC,Plankton ZP sonar coastal,CE Spares,
ZPLSC,Plankton ZP sonar coastal,CGSN MREFC Spares,
ZPLSC,Plankton ZP sonar coastal,CGSN O&M Spares,
ZPLSC,Plankton ZP sonar coastal,CGSN P/N,
ZPLSC,Plankton ZP sonar coastal,ClassLongName,plankton_ZP_sonar_coastal
ZPLSC,Plankton ZP sonar coastal,Comments,
ZPLSC,Plankton ZP sonar coastal,CP Spares,
ZPLSC,Plankton ZP sonar coastal,Description,Measures acoustic signal of plankton and zooplankton on coastal arrays
ZPLSC,Plankton ZP sonar coastal,ECRs that changed the count,
ZPLSC,Plankton ZP sonar coastal,Global Spares,
ZPLSC,Plankton ZP sonar coastal,Instrument Configuration,
ZPLSC,Plankton ZP sonar coastal,Link to the Specification,
ZPLSC,Plankton ZP sonar coastal,Notes,
ZPLSC,Plankton ZP sonar coastal,PrimaryScienceDiscipline,B
ZPLSC,Plankton ZP sonar coastal,Produces Acoustic Interference,
ZPLSC,Plankton ZP sonar coastal,Ready for 2013?,No.  Waiver 1303-00954.
ZPLSC,Plankton ZP sonar coastal,RSN O&M Spares,
ZPLSC,Plankton ZP sonar coastal,RSN Part Number,
ZPLSC,Plankton ZP sonar coastal,Susceptible to Acoustic Interference,Yes
ZPLSC,Plankton ZP sonar coastal,"Vendor CLIN, SubCLIN or Model #",
ZPLSG,Plankton ZP sonar global,2009 Baseline Price*,"$95,000.00"
ZPLSG,Plankton ZP sonar global,2009 Deployed Instrument Count,4
ZPLSG,Plankton ZP sonar global,Alternate Instrument Class Name,Bio-acoustic Sonar (Global)
ZPLSG,Plankton ZP sonar global,CE Spares,
ZPLSG,Plankton ZP sonar global,CGSN MREFC Spares,
ZPLSG,Plankton ZP sonar global,CGSN O&M Spares,
ZPLSG,Plankton ZP sonar global,CGSN P/N,
ZPLSG,Plankton ZP sonar global,ClassLongName,plankton_ZP_sonar_global
ZPLSG,Plankton ZP sonar global,Comments,
ZPLSG,Plankton ZP sonar global,CP Spares,
ZPLSG,Plankton ZP sonar global,Description,Measures acoustic signal of plankton and zooplankton on global arrays
ZPLSG,Plankton ZP sonar global,ECRs that changed the count,
ZPLSG,Plankton ZP sonar global,Global Spares,
ZPLSG,Plankton ZP sonar global,Instrument Configuration,
ZPLSG,Plankton ZP sonar global,Link to the Specification,
ZPLSG,Plankton ZP sonar global,Notes,
ZPLSG,Plankton ZP sonar global,PrimaryScienceDiscipline,B
ZPLSG,Plankton ZP sonar global,Produces Acoustic Interference,
ZPLSG,Plankton ZP sonar global,Ready for 2013?,No. Waiver 1303-00954.
ZPLSG,Plankton ZP sonar global,RSN O&M Spares,
ZPLSG,Plankton ZP sonar global,RSN Part Number,
ZPLSG,Plankton ZP sonar global,Susceptible to Acoustic Interference,Yes
ZPLSG,Plankton ZP sonar global,"Vendor CLIN, SubCLIN or Model #",

