Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Reference_Designator,Class,Attribute,AttributeValue
GA03FLMB-RI001-06-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-06-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-06-CTDMOG999,CTDMO,Relative Depth,30m below sea surface
GA03FLMB-RI001-07-CTDMOG999,CTDMO,depth_port_max,40
GA03FLMB-RI001-07-CTDMOG999,CTDMO,depth_port_min,40
GA03FLMB-RI001-07-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-07-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-07-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-07-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-07-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-07-CTDMOG999,CTDMO,Relative Depth,40m below sea surface
GA03FLMB-RI001-08-CTDMOG999,CTDMO,depth_port_max,60
GA03FLMB-RI001-08-CTDMOG999,CTDMO,depth_port_min,60
GA03FLMB-RI001-08-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-08-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-08-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-08-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-08-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-08-CTDMOG999,CTDMO,Relative Depth,60m below sea surface
GA03FLMB-RI001-09-CTDMOG999,CTDMO,depth_port_max,90
GA03FLMB-RI001-09-CTDMOG999,CTDMO,depth_port_min,90
GA03FLMB-RI001-09-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-09-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-09-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-09-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-09-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-09-CTDMOG999,CTDMO,Relative Depth,90m below sea surface
GA03FLMB-RI001-10-CTDMOG999,CTDMO,depth_port_max,130
GA03FLMB-RI001-10-CTDMOG999,CTDMO,depth_port_min,130
GA03FLMB-RI001-10-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-10-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-10-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-10-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-10-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-10-CTDMOG999,CTDMO,Relative Depth,130m below sea surface
GA03FLMB-RI001-11-CTDMOG999,CTDMO,depth_port_max,180
GA03FLMB-RI001-11-CTDMOG999,CTDMO,depth_port_min,180
GA03FLMB-RI001-11-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-11-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-11-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-11-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-11-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-11-CTDMOG999,CTDMO,Relative Depth,180m below sea surface
GA03FLMB-RI001-12-CTDMOG999,CTDMO,depth_port_max,250
GA03FLMB-RI001-12-CTDMOG999,CTDMO,depth_port_min,250
GA03FLMB-RI001-12-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-12-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-12-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-12-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-12-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-12-CTDMOG999,CTDMO,Relative Depth,250m below sea surface
GA03FLMB-RI001-13-CTDMOG999,CTDMO,depth_port_max,350
GA03FLMB-RI001-13-CTDMOG999,CTDMO,depth_port_min,350
GA03FLMB-RI001-13-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-13-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-13-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-13-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-13-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-13-CTDMOG999,CTDMO,Relative Depth,350m below sea surface
GA03FLMB-RI001-14-CTDMOG999,CTDMO,depth_port_max,500
GA03FLMB-RI001-14-CTDMOG999,CTDMO,depth_port_min,500
GA03FLMB-RI001-14-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-14-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-14-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-14-CTDMOG999,CTDMO,longitude,42.1303
GA03FLMB-RI001-14-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-14-CTDMOG999,CTDMO,Relative Depth,500m below sea surface
GA03FLMB-RI001-15-CTDMOH999,CTDMO,depth_port_max,750
GA03FLMB-RI001-15-CTDMOH999,CTDMO,depth_port_min,750
GA03FLMB-RI001-15-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-15-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-15-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-15-CTDMOH999,CTDMO,longitude,42.1303
GA03FLMB-RI001-15-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-15-CTDMOH999,CTDMO,Relative Depth,750m below sea surface
GA03FLMB-RI001-16-CTDMOH999,CTDMO,depth_port_max,1000
GA03FLMB-RI001-16-CTDMOH999,CTDMO,depth_port_min,1000
GA03FLMB-RI001-16-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-16-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-16-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-16-CTDMOH999,CTDMO,longitude,42.1303
GA03FLMB-RI001-16-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-16-CTDMOH999,CTDMO,Relative Depth,1000m below sea surface
GA03FLMB-RI001-17-CTDMOH999,CTDMO,depth_port_max,1500
GA03FLMB-RI001-17-CTDMOH999,CTDMO,depth_port_min,1500
GA03FLMB-RI001-17-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-17-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-17-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMB-RI001-17-CTDMOH999,CTDMO,longitude,42.1303
GA03FLMB-RI001-17-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-17-CTDMOH999,CTDMO,Relative Depth,1500m below sea surface
GA05MOAS-GL001-01-FLORDM999,FLORD,depth_port_max,1000
GA05MOAS-GL001-01-FLORDM999,FLORD,depth_port_min,0
GA05MOAS-GL001-01-FLORDM999,FLORD,depth_subsite,
GA05MOAS-GL001-01-FLORDM999,FLORD,First Deployment Date,2015-01
GA05MOAS-GL001-01-FLORDM999,FLORD,latitude,
GA05MOAS-GL001-01-FLORDM999,FLORD,longitude,
GA05MOAS-GL001-01-FLORDM999,FLORD,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL001-01-FLORDM999,FLORD,Relative Depth,Sea surface to 1000m
GA05MOAS-GL001-02-DOSTAM999,DOSTA,depth_port_max,1000
GA05MOAS-GL001-02-DOSTAM999,DOSTA,depth_port_min,0
GA05MOAS-GL001-02-DOSTAM999,DOSTA,depth_subsite,
GA05MOAS-GL001-02-DOSTAM999,DOSTA,First Deployment Date,2015-01
GA05MOAS-GL001-02-DOSTAM999,DOSTA,latitude,
GA05MOAS-GL001-02-DOSTAM999,DOSTA,longitude,
GA05MOAS-GL001-02-DOSTAM999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL001-02-DOSTAM999,DOSTA,Relative Depth,Sea surface to 1000m
GA05MOAS-GL001-04-CTDGVM999,CTDGV,depth_port_max,1000
GA05MOAS-GL001-04-CTDGVM999,CTDGV,depth_port_min,0
GA05MOAS-GL001-04-CTDGVM999,CTDGV,depth_subsite,
GA05MOAS-GL001-04-CTDGVM999,CTDGV,First Deployment Date,2015-01
GA05MOAS-GL001-04-CTDGVM999,CTDGV,latitude,
GA05MOAS-GL001-04-CTDGVM999,CTDGV,longitude,
GA05MOAS-GL001-04-CTDGVM999,CTDGV,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL001-04-CTDGVM999,CTDGV,Relative Depth,Sea surface to 1000m
GA05MOAS-GL002-01-FLORDM999,FLORD,depth_port_max,1000
GA05MOAS-GL002-01-FLORDM999,FLORD,depth_port_min,0
GA05MOAS-GL002-01-FLORDM999,FLORD,depth_subsite,
GA05MOAS-GL002-01-FLORDM999,FLORD,First Deployment Date,2015-01
GA05MOAS-GL002-01-FLORDM999,FLORD,latitude,
GA05MOAS-GL002-01-FLORDM999,FLORD,longitude,
GA05MOAS-GL002-01-FLORDM999,FLORD,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL002-01-FLORDM999,FLORD,Relative Depth,Sea surface to 1000m
GA05MOAS-GL002-02-DOSTAM999,DOSTA,depth_port_max,1000
GA05MOAS-GL002-02-DOSTAM999,DOSTA,depth_port_min,0
GA05MOAS-GL002-02-DOSTAM999,DOSTA,depth_subsite,
GA05MOAS-GL002-02-DOSTAM999,DOSTA,First Deployment Date,2015-01
GA05MOAS-GL002-02-DOSTAM999,DOSTA,latitude,
GA05MOAS-GL002-02-DOSTAM999,DOSTA,longitude,
GA05MOAS-GL002-02-DOSTAM999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL002-02-DOSTAM999,DOSTA,Relative Depth,Sea surface to 1000m
GA05MOAS-GL002-04-CTDGVM999,CTDGV,depth_port_max,1000
GA05MOAS-GL002-04-CTDGVM999,CTDGV,depth_port_min,0
GA05MOAS-GL002-04-CTDGVM999,CTDGV,depth_subsite,
GA05MOAS-GL002-04-CTDGVM999,CTDGV,First Deployment Date,2015-01
GA05MOAS-GL002-04-CTDGVM999,CTDGV,latitude,
GA05MOAS-GL002-04-CTDGVM999,CTDGV,longitude,
GA05MOAS-GL002-04-CTDGVM999,CTDGV,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL002-04-CTDGVM999,CTDGV,Relative Depth,Sea surface to 1000m
GA05MOAS-GL003-01-FLORDM999,FLORD,depth_port_max,1000
GA05MOAS-GL003-01-FLORDM999,FLORD,depth_port_min,0
GA05MOAS-GL003-01-FLORDM999,FLORD,depth_subsite,
GA05MOAS-GL003-01-FLORDM999,FLORD,First Deployment Date,2015-01
GA05MOAS-GL003-01-FLORDM999,FLORD,latitude,
GA05MOAS-GL003-01-FLORDM999,FLORD,longitude,
GA05MOAS-GL003-01-FLORDM999,FLORD,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL003-01-FLORDM999,FLORD,Relative Depth,Sea surface to 1000m
GA05MOAS-GL003-02-DOSTAM999,DOSTA,depth_port_max,1000
GA05MOAS-GL003-02-DOSTAM999,DOSTA,depth_port_min,0
GA05MOAS-GL003-02-DOSTAM999,DOSTA,depth_subsite,
GA05MOAS-GL003-02-DOSTAM999,DOSTA,First Deployment Date,2015-01
GA05MOAS-GL003-02-DOSTAM999,DOSTA,latitude,
GA05MOAS-GL003-02-DOSTAM999,DOSTA,longitude,
GA05MOAS-GL003-02-DOSTAM999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL003-02-DOSTAM999,DOSTA,Relative Depth,Sea surface to 1000m
GA05MOAS-GL003-04-CTDGVM999,CTDGV,depth_port_max,1000
GA05MOAS-GL003-04-CTDGVM999,CTDGV,depth_port_min,0
GA05MOAS-GL003-04-CTDGVM999,CTDGV,depth_subsite,
GA05MOAS-GL003-04-CTDGVM999,CTDGV,First Deployment Date,2015-01
GA05MOAS-GL003-04-CTDGVM999,CTDGV,latitude,
GA05MOAS-GL003-04-CTDGVM999,CTDGV,longitude,
GA05MOAS-GL003-04-CTDGVM999,CTDGV,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA05MOAS-GL003-04-CTDGVM999,CTDGV,Relative Depth,Sea surface to 1000m
GI01SUMO-RI002-02-CTDBPF999,CTDBP,depth_port_max,15
GI01SUMO-RI002-02-CTDBPF999,CTDBP,depth_port_min,15
GI01SUMO-RI002-02-CTDBPF999,CTDBP,depth_subsite,2800
GI01SUMO-RI002-02-CTDBPF999,CTDBP,First Deployment Date,2014-09
GI01SUMO-RI002-02-CTDBPF999,CTDBP,latitude,60.6136
GI01SUMO-RI002-02-CTDBPF999,CTDBP,longitude,38.2581
GI01SUMO-RI002-02-CTDBPF999,CTDBP,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI002-02-CTDBPF999,CTDBP,Relative Depth,15m below sea surface
GI01SUMO-RI002-03-ADCPSN999,ADCPS,depth_port_max,500
GI01SUMO-RI002-03-ADCPSN999,ADCPS,depth_port_min,500
GI01SUMO-RI002-03-ADCPSN999,ADCPS,depth_subsite,2800
GI01SUMO-RI002-03-ADCPSN999,ADCPS,First Deployment Date,2014-09
GI01SUMO-RI002-03-ADCPSN999,ADCPS,latitude,60.6136
GI01SUMO-RI002-03-ADCPSN999,ADCPS,longitude,38.2581
GI01SUMO-RI002-03-ADCPSN999,ADCPS,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI002-03-ADCPSN999,ADCPS,Relative Depth,"Mounted at 500m, uplooking"
GI01SUMO-RI002-04-FLORTD999,FLORT,depth_port_max,15
GI01SUMO-RI002-04-FLORTD999,FLORT,depth_port_min,15
GI01SUMO-RI002-04-FLORTD999,FLORT,depth_subsite,2800
GI01SUMO-RI002-04-FLORTD999,FLORT,First Deployment Date,2014-09
GI01SUMO-RI002-04-FLORTD999,FLORT,latitude,60.6136
GI01SUMO-RI002-04-FLORTD999,FLORT,longitude,38.2581
GI01SUMO-RI002-04-FLORTD999,FLORT,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI002-04-FLORTD999,FLORT,Relative Depth,15m below sea surface
GI01SUMO-RI002-05-VELPTA999,VELPT,depth_port_max,15
GI01SUMO-RI002-05-VELPTA999,VELPT,depth_port_min,15
GI01SUMO-RI002-05-VELPTA999,VELPT,depth_subsite,2800
GI01SUMO-RI002-05-VELPTA999,VELPT,First Deployment Date,2014-09
GI01SUMO-RI002-05-VELPTA999,VELPT,latitude,60.6136
GI01SUMO-RI002-05-VELPTA999,VELPT,longitude,38.2581
GI01SUMO-RI002-05-VELPTA999,VELPT,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI002-05-VELPTA999,VELPT,Relative Depth,15m below sea surface
GI01SUMO-RI003-01-PHSENE999,PHSEN,depth_port_max,20
GI01SUMO-RI003-01-PHSENE999,PHSEN,depth_port_min,20
GI01SUMO-RI003-01-PHSENE999,PHSEN,depth_subsite,2800
GI01SUMO-RI003-01-PHSENE999,PHSEN,First Deployment Date,2014-09
GI01SUMO-RI003-01-PHSENE999,PHSEN,latitude,60.6136
GI01SUMO-RI003-01-PHSENE999,PHSEN,longitude,38.2581
GI01SUMO-RI003-01-PHSENE999,PHSEN,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-01-PHSENE999,PHSEN,Relative Depth,20m below sea surface
GI01SUMO-RI003-02-PHSENE999,PHSEN,depth_port_max,100
GI01SUMO-RI003-02-PHSENE999,PHSEN,depth_port_min,100
GI01SUMO-RI003-02-PHSENE999,PHSEN,depth_subsite,2800
GI01SUMO-RI003-02-PHSENE999,PHSEN,First Deployment Date,2014-09
GI01SUMO-RI003-02-PHSENE999,PHSEN,latitude,60.6136
GI01SUMO-RI003-02-PHSENE999,PHSEN,longitude,38.2581
GI01SUMO-RI003-02-PHSENE999,PHSEN,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-02-PHSENE999,PHSEN,Relative Depth,100m below sea surface
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,depth_port_max,20
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,depth_port_min,20
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-03-CTDMOQ999,CTDMO,Relative Depth,20m below sea surface
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,depth_port_max,60
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,depth_port_min,60
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-05-CTDMOQ999,CTDMO,Relative Depth,60m below sea surface
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_port_max,90
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_port_min,90
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-06-CTDMOQ999,CTDMO,Relative Depth,100m below sea surface
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_port_max,180
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_port_min,180
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-08-CTDMOQ999,CTDMO,Relative Depth,180m below sea surface
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_port_max,250
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_port_min,250
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-09-CTDMOQ999,CTDMO,Relative Depth,250m below sea surface
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_port_max,350
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_port_min,350
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-10-CTDMOQ999,CTDMO,Relative Depth,350m below sea surface
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_port_max,500
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_port_min,500
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,latitude,60.6136
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,longitude,38.2581
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-11-CTDMOQ999,CTDMO,Relative Depth,500m below sea surface
GI01SUMO-RI003-12-CTDMOR999,CTDMO,depth_port_max,750
GI01SUMO-RI003-12-CTDMOR999,CTDMO,depth_port_min,750
GI01SUMO-RI003-12-CTDMOR999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-12-CTDMOR999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-12-CTDMOR999,CTDMO,latitude,60.6136
GI01SUMO-RI003-12-CTDMOR999,CTDMO,longitude,38.2581
GI01SUMO-RI003-12-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-12-CTDMOR999,CTDMO,Relative Depth,750m below sea surface
GI01SUMO-RI003-13-CTDMOR999,CTDMO,depth_port_max,1000
GI01SUMO-RI003-13-CTDMOR999,CTDMO,depth_port_min,1000
GI01SUMO-RI003-13-CTDMOR999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-13-CTDMOR999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-13-CTDMOR999,CTDMO,latitude,60.6136
GI01SUMO-RI003-13-CTDMOR999,CTDMO,longitude,38.2581
GI01SUMO-RI003-13-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-13-CTDMOR999,CTDMO,Relative Depth,1000m below sea surface
GI01SUMO-RI003-14-CTDMOR999,CTDMO,depth_port_max,1500
GI01SUMO-RI003-14-CTDMOR999,CTDMO,depth_port_min,1500
GI01SUMO-RI003-14-CTDMOR999,CTDMO,depth_subsite,2800
GI01SUMO-RI003-14-CTDMOR999,CTDMO,First Deployment Date,2014-09
GI01SUMO-RI003-14-CTDMOR999,CTDMO,latitude,60.6136
GI01SUMO-RI003-14-CTDMOR999,CTDMO,longitude,38.2581
GI01SUMO-RI003-14-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-RI003-14-CTDMOR999,CTDMO,Relative Depth,1500m below sea surface
GI01SUMO-SB001-01-METBKA999,METBK,depth_port_max,-3
GI01SUMO-SB001-01-METBKA999,METBK,depth_port_min,-3
GI01SUMO-SB001-01-METBKA999,METBK,depth_subsite,2800
GI01SUMO-SB001-01-METBKA999,METBK,First Deployment Date,2014-09
GI01SUMO-SB001-01-METBKA999,METBK,latitude,60.6136
GI01SUMO-SB001-01-METBKA999,METBK,longitude,38.2581
GI01SUMO-SB001-01-METBKA999,METBK,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-SB001-01-METBKA999,METBK,Relative Depth,~3m above sea surface
GI01SUMO-SB001-02-METBKA999,METBK,depth_port_max,-3
GI01SUMO-SB001-02-METBKA999,METBK,depth_port_min,-3
GI01SUMO-SB001-02-METBKA999,METBK,depth_subsite,2800
GI01SUMO-SB001-02-METBKA999,METBK,First Deployment Date,2014-09
GI01SUMO-SB001-02-METBKA999,METBK,latitude,60.6136
GI01SUMO-SB001-02-METBKA999,METBK,longitude,38.2581
GI01SUMO-SB001-02-METBKA999,METBK,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-SB001-02-METBKA999,METBK,Relative Depth,~3m above sea surface
GI01SUMO-SB001-03-PCO2AA999,PCO2A,depth_port_max,0
GI01SUMO-SB001-03-PCO2AA999,PCO2A,depth_port_min,0
GI01SUMO-SB001-03-PCO2AA999,PCO2A,depth_subsite,2800
GI01SUMO-SB001-03-PCO2AA999,PCO2A,First Deployment Date,2014-09
GI01SUMO-SB001-03-PCO2AA999,PCO2A,latitude,60.6136
GI01SUMO-SB001-03-PCO2AA999,PCO2A,longitude,38.2581
GI01SUMO-SB001-03-PCO2AA999,PCO2A,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-SB001-03-PCO2AA999,PCO2A,Relative Depth,Sea Surface
GI01SUMO-SB001-04-FDCHPA999,FDCHP,depth_port_max,-3
GI01SUMO-SB001-04-FDCHPA999,FDCHP,depth_port_min,-3
GI01SUMO-SB001-04-FDCHPA999,FDCHP,depth_subsite,2800
GI01SUMO-SB001-04-FDCHPA999,FDCHP,First Deployment Date,2014-09
GI01SUMO-SB001-04-FDCHPA999,FDCHP,latitude,60.6136
GI01SUMO-SB001-04-FDCHPA999,FDCHP,longitude,38.2581
GI01SUMO-SB001-04-FDCHPA999,FDCHP,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-SB001-04-FDCHPA999,FDCHP,Relative Depth,~3m above sea surface
GI01SUMO-SB001-05-WAVSSA999,WAVSS,depth_port_max,0
GI01SUMO-SB001-05-WAVSSA999,WAVSS,depth_port_min,0
GI01SUMO-SB001-05-WAVSSA999,WAVSS,depth_subsite,2800
GI01SUMO-SB001-05-WAVSSA999,WAVSS,First Deployment Date,2014-09
GI01SUMO-SB001-05-WAVSSA999,WAVSS,latitude,60.6136
GI01SUMO-SB001-05-WAVSSA999,WAVSS,longitude,38.2581
GI01SUMO-SB001-05-WAVSSA999,WAVSS,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GI01SUMO-SB001-05-WAVSSA999,WAVSS,Relative Depth,Sea Surface
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_port_max,150
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_port_min,150
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_subsite,2800
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,First Deployment Date,2014-09
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,latitude,60.5732
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,longitude,38.2581
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GI02HYPM-MP003-01-ZPLSGA999,ZPLSG,Relative Depth,"Mounted at 150m, uplooking"
GI02HYPM-WF002-01-FLORDL999,FLORD,depth_port_max,2400
