Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Reference_Designator,Class,Attribute,AttributeValue
GA01SUMO-RI003-05-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-05-CTDMOQ999,CTDMO,Relative Depth,60m below sea surface
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_port_max,90
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_port_min,90
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,latitude,-42.991
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,longitude,42.5104
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-06-CTDMOQ999,CTDMO,Relative Depth,100m below sea surface
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_port_max,180
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_port_min,180
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,latitude,-42.991
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,longitude,42.5104
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-08-CTDMOQ999,CTDMO,Relative Depth,180m below sea surface
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_port_max,250
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_port_min,250
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,latitude,-42.991
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,longitude,42.5104
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-09-CTDMOQ999,CTDMO,Relative Depth,250m below sea surface
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_port_max,350
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_port_min,350
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,latitude,-42.991
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,longitude,42.5104
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-10-CTDMOQ999,CTDMO,Relative Depth,350m below sea surface
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_port_max,500
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_port_min,500
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,latitude,-42.991
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,longitude,42.5104
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-11-CTDMOQ999,CTDMO,Relative Depth,500m below sea surface
GA01SUMO-RI003-12-CTDMOR999,CTDMO,depth_port_max,750
GA01SUMO-RI003-12-CTDMOR999,CTDMO,depth_port_min,750
GA01SUMO-RI003-12-CTDMOR999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-12-CTDMOR999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-12-CTDMOR999,CTDMO,latitude,-42.991
GA01SUMO-RI003-12-CTDMOR999,CTDMO,longitude,42.5104
GA01SUMO-RI003-12-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-12-CTDMOR999,CTDMO,Relative Depth,750m below sea surface
GA01SUMO-RI003-13-CTDMOR999,CTDMO,depth_port_max,1000
GA01SUMO-RI003-13-CTDMOR999,CTDMO,depth_port_min,1000
GA01SUMO-RI003-13-CTDMOR999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-13-CTDMOR999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-13-CTDMOR999,CTDMO,latitude,-42.991
GA01SUMO-RI003-13-CTDMOR999,CTDMO,longitude,42.5104
GA01SUMO-RI003-13-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-13-CTDMOR999,CTDMO,Relative Depth,1000m below sea surface
GA01SUMO-RI003-14-CTDMOR999,CTDMO,depth_port_max,1500
GA01SUMO-RI003-14-CTDMOR999,CTDMO,depth_port_min,1500
GA01SUMO-RI003-14-CTDMOR999,CTDMO,depth_subsite,5200
GA01SUMO-RI003-14-CTDMOR999,CTDMO,First Deployment Date,2015-01
GA01SUMO-RI003-14-CTDMOR999,CTDMO,latitude,-42.991
GA01SUMO-RI003-14-CTDMOR999,CTDMO,longitude,42.5104
GA01SUMO-RI003-14-CTDMOR999,CTDMO,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-RI003-14-CTDMOR999,CTDMO,Relative Depth,1500m below sea surface
GA01SUMO-SB001-01-METBKA999,METBK,depth_port_max,-3
GA01SUMO-SB001-01-METBKA999,METBK,depth_port_min,-3
GA01SUMO-SB001-01-METBKA999,METBK,depth_subsite,5200
GA01SUMO-SB001-01-METBKA999,METBK,First Deployment Date,2015-01
GA01SUMO-SB001-01-METBKA999,METBK,latitude,-42.991
GA01SUMO-SB001-01-METBKA999,METBK,longitude,42.5104
GA01SUMO-SB001-01-METBKA999,METBK,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-SB001-01-METBKA999,METBK,Relative Depth,~3m above sea surface
GA01SUMO-SB001-02-METBKA999,METBK,depth_port_max,-3
GA01SUMO-SB001-02-METBKA999,METBK,depth_port_min,-3
GA01SUMO-SB001-02-METBKA999,METBK,depth_subsite,5200
GA01SUMO-SB001-02-METBKA999,METBK,First Deployment Date,2015-01
GA01SUMO-SB001-02-METBKA999,METBK,latitude,-42.991
GA01SUMO-SB001-02-METBKA999,METBK,longitude,42.5104
GA01SUMO-SB001-02-METBKA999,METBK,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-SB001-02-METBKA999,METBK,Relative Depth,~3m above sea surface
GA01SUMO-SB001-03-PCO2AA999,PCO2A,depth_port_max,0
GA01SUMO-SB001-03-PCO2AA999,PCO2A,depth_port_min,0
GA01SUMO-SB001-03-PCO2AA999,PCO2A,depth_subsite,5200
GA01SUMO-SB001-03-PCO2AA999,PCO2A,First Deployment Date,2015-01
GA01SUMO-SB001-03-PCO2AA999,PCO2A,latitude,-42.991
GA01SUMO-SB001-03-PCO2AA999,PCO2A,longitude,42.5104
GA01SUMO-SB001-03-PCO2AA999,PCO2A,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-SB001-03-PCO2AA999,PCO2A,Relative Depth,Sea Surface
GA01SUMO-SB001-05-WAVSSA999,WAVSS,depth_port_max,0
GA01SUMO-SB001-05-WAVSSA999,WAVSS,depth_port_min,0
GA01SUMO-SB001-05-WAVSSA999,WAVSS,depth_subsite,5200
GA01SUMO-SB001-05-WAVSSA999,WAVSS,First Deployment Date,2015-01
GA01SUMO-SB001-05-WAVSSA999,WAVSS,latitude,-42.991
GA01SUMO-SB001-05-WAVSSA999,WAVSS,longitude,42.5104
GA01SUMO-SB001-05-WAVSSA999,WAVSS,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GA01SUMO-SB001-05-WAVSSA999,WAVSS,Relative Depth,Sea Surface
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_port_max,150
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_port_min,150
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,depth_subsite,5200
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,First Deployment Date,2015-01
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,latitude,-42.9222
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,longitude,42.5104
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-MP003-01-ZPLSGA999,ZPLSG,Relative Depth,"Mounted at 150m, uplooking"
GA02HYPM-WF002-01-FLORDL999,FLORD,depth_port_max,4400
GA02HYPM-WF002-01-FLORDL999,FLORD,depth_port_min,240
GA02HYPM-WF002-01-FLORDL999,FLORD,depth_subsite,5200
GA02HYPM-WF002-01-FLORDL999,FLORD,First Deployment Date,2015-01
GA02HYPM-WF002-01-FLORDL999,FLORD,latitude,-42.9222
GA02HYPM-WF002-01-FLORDL999,FLORD,longitude,42.5104
GA02HYPM-WF002-01-FLORDL999,FLORD,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF002-01-FLORDL999,FLORD,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF002-03-DOSTAL999,DOSTA,depth_port_max,4400
GA02HYPM-WF002-03-DOSTAL999,DOSTA,depth_port_min,240
GA02HYPM-WF002-03-DOSTAL999,DOSTA,depth_subsite,5200
GA02HYPM-WF002-03-DOSTAL999,DOSTA,First Deployment Date,2015-01
GA02HYPM-WF002-03-DOSTAL999,DOSTA,latitude,-42.9222
GA02HYPM-WF002-03-DOSTAL999,DOSTA,longitude,42.5104
GA02HYPM-WF002-03-DOSTAL999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF002-03-DOSTAL999,DOSTA,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF002-04-CTDPFL999,CTDPF,depth_port_max,4400
GA02HYPM-WF002-04-CTDPFL999,CTDPF,depth_port_min,240
GA02HYPM-WF002-04-CTDPFL999,CTDPF,depth_subsite,5200
GA02HYPM-WF002-04-CTDPFL999,CTDPF,First Deployment Date,2015-01
GA02HYPM-WF002-04-CTDPFL999,CTDPF,latitude,-42.9222
GA02HYPM-WF002-04-CTDPFL999,CTDPF,longitude,42.5104
GA02HYPM-WF002-04-CTDPFL999,CTDPF,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF002-04-CTDPFL999,CTDPF,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF002-05-VEL3DL999,VEL3D,depth_port_max,4400
GA02HYPM-WF002-05-VEL3DL999,VEL3D,depth_port_min,240
GA02HYPM-WF002-05-VEL3DL999,VEL3D,depth_subsite,5200
GA02HYPM-WF002-05-VEL3DL999,VEL3D,First Deployment Date,2015-01
GA02HYPM-WF002-05-VEL3DL999,VEL3D,latitude,-42.9222
GA02HYPM-WF002-05-VEL3DL999,VEL3D,longitude,42.5104
GA02HYPM-WF002-05-VEL3DL999,VEL3D,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF002-05-VEL3DL999,VEL3D,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF004-01-FLORDL999,FLORD,depth_port_max,4400
GA02HYPM-WF004-01-FLORDL999,FLORD,depth_port_min,240
GA02HYPM-WF004-01-FLORDL999,FLORD,depth_subsite,5200
GA02HYPM-WF004-01-FLORDL999,FLORD,First Deployment Date,2015-01
GA02HYPM-WF004-01-FLORDL999,FLORD,latitude,-42.9222
GA02HYPM-WF004-01-FLORDL999,FLORD,longitude,42.5104
GA02HYPM-WF004-01-FLORDL999,FLORD,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF004-01-FLORDL999,FLORD,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF004-03-DOSTAL999,DOSTA,depth_port_max,4400
GA02HYPM-WF004-03-DOSTAL999,DOSTA,depth_port_min,240
GA02HYPM-WF004-03-DOSTAL999,DOSTA,depth_subsite,5200
GA02HYPM-WF004-03-DOSTAL999,DOSTA,First Deployment Date,2015-01
GA02HYPM-WF004-03-DOSTAL999,DOSTA,latitude,-42.9222
GA02HYPM-WF004-03-DOSTAL999,DOSTA,longitude,42.5104
GA02HYPM-WF004-03-DOSTAL999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF004-03-DOSTAL999,DOSTA,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF004-04-CTDPFL999,CTDPF,depth_port_max,4400
GA02HYPM-WF004-04-CTDPFL999,CTDPF,depth_port_min,240
GA02HYPM-WF004-04-CTDPFL999,CTDPF,depth_subsite,5200
GA02HYPM-WF004-04-CTDPFL999,CTDPF,First Deployment Date,2015-01
GA02HYPM-WF004-04-CTDPFL999,CTDPF,latitude,-42.9222
GA02HYPM-WF004-04-CTDPFL999,CTDPF,longitude,42.5104
GA02HYPM-WF004-04-CTDPFL999,CTDPF,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF004-04-CTDPFL999,CTDPF,Relative Depth,~240m below sea surface to 2400m
GA02HYPM-WF004-05-VEL3DL999,VEL3D,depth_port_max,4400
GA02HYPM-WF004-05-VEL3DL999,VEL3D,depth_port_min,240
GA02HYPM-WF004-05-VEL3DL999,VEL3D,depth_subsite,5200
GA02HYPM-WF004-05-VEL3DL999,VEL3D,First Deployment Date,2015-01
GA02HYPM-WF004-05-VEL3DL999,VEL3D,latitude,-42.9222
GA02HYPM-WF004-05-VEL3DL999,VEL3D,longitude,42.5104
GA02HYPM-WF004-05-VEL3DL999,VEL3D,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA02HYPM-WF004-05-VEL3DL999,VEL3D,Relative Depth,~240m below sea surface to 2400m
GA03FLMA-RI001-01-FLORTD999,FLORT,depth_port_max,40
GA03FLMA-RI001-01-FLORTD999,FLORT,depth_port_min,40
GA03FLMA-RI001-01-FLORTD999,FLORT,depth_subsite,5200
GA03FLMA-RI001-01-FLORTD999,FLORT,First Deployment Date,2015-01
GA03FLMA-RI001-01-FLORTD999,FLORT,latitude,-42.5073
GA03FLMA-RI001-01-FLORTD999,FLORT,longitude,42.8905
GA03FLMA-RI001-01-FLORTD999,FLORT,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-01-FLORTD999,FLORT,Relative Depth,40m below sea surface
GA03FLMA-RI001-02-PHSENF999,PHSEN,depth_port_max,40
GA03FLMA-RI001-02-PHSENF999,PHSEN,depth_port_min,40
GA03FLMA-RI001-02-PHSENF999,PHSEN,depth_subsite,5200
GA03FLMA-RI001-02-PHSENF999,PHSEN,First Deployment Date,2015-01
GA03FLMA-RI001-02-PHSENF999,PHSEN,latitude,-42.5073
GA03FLMA-RI001-02-PHSENF999,PHSEN,longitude,42.8905
GA03FLMA-RI001-02-PHSENF999,PHSEN,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-02-PHSENF999,PHSEN,Relative Depth,40m below sea surface
GA03FLMA-RI001-03-DOSTAD999,DOSTA,depth_port_max,40
GA03FLMA-RI001-03-DOSTAD999,DOSTA,depth_port_min,40
GA03FLMA-RI001-03-DOSTAD999,DOSTA,depth_subsite,5200
GA03FLMA-RI001-03-DOSTAD999,DOSTA,First Deployment Date,2015-01
GA03FLMA-RI001-03-DOSTAD999,DOSTA,latitude,-42.5073
GA03FLMA-RI001-03-DOSTAD999,DOSTA,longitude,42.8905
GA03FLMA-RI001-03-DOSTAD999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-03-DOSTAD999,DOSTA,Relative Depth,40m below sea surface
GA03FLMA-RI001-04-ADCPSL999,ADCPS,depth_port_max,500
GA03FLMA-RI001-04-ADCPSL999,ADCPS,depth_port_min,500
GA03FLMA-RI001-04-ADCPSL999,ADCPS,depth_subsite,5200
GA03FLMA-RI001-04-ADCPSL999,ADCPS,First Deployment Date,2015-01
GA03FLMA-RI001-04-ADCPSL999,ADCPS,latitude,-42.5073
GA03FLMA-RI001-04-ADCPSL999,ADCPS,longitude,42.8905
GA03FLMA-RI001-04-ADCPSL999,ADCPS,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-04-ADCPSL999,ADCPS,Relative Depth,"Mounted at 500m, uplooking"
GA03FLMA-RI001-06-CTDMOG999,CTDMO,depth_port_max,30
GA03FLMA-RI001-06-CTDMOG999,CTDMO,depth_port_min,30
GA03FLMA-RI001-06-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-06-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-06-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-06-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-06-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-06-CTDMOG999,CTDMO,Relative Depth,30m below sea surface
GA03FLMA-RI001-07-CTDMOG999,CTDMO,depth_port_max,40
GA03FLMA-RI001-07-CTDMOG999,CTDMO,depth_port_min,40
GA03FLMA-RI001-07-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-07-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-07-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-07-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-07-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-07-CTDMOG999,CTDMO,Relative Depth,40m below sea surface
GA03FLMA-RI001-08-CTDMOG999,CTDMO,depth_port_max,60
GA03FLMA-RI001-08-CTDMOG999,CTDMO,depth_port_min,60
GA03FLMA-RI001-08-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-08-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-08-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-08-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-08-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-08-CTDMOG999,CTDMO,Relative Depth,60m below sea surface
GA03FLMA-RI001-09-CTDMOG999,CTDMO,depth_port_max,90
GA03FLMA-RI001-09-CTDMOG999,CTDMO,depth_port_min,90
GA03FLMA-RI001-09-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-09-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-09-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-09-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-09-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-09-CTDMOG999,CTDMO,Relative Depth,90m below sea surface
GA03FLMA-RI001-10-CTDMOG999,CTDMO,depth_port_max,130
GA03FLMA-RI001-10-CTDMOG999,CTDMO,depth_port_min,130
GA03FLMA-RI001-10-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-10-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-10-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-10-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-10-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-10-CTDMOG999,CTDMO,Relative Depth,130m below sea surface
GA03FLMA-RI001-11-CTDMOG999,CTDMO,depth_port_max,180
GA03FLMA-RI001-11-CTDMOG999,CTDMO,depth_port_min,180
GA03FLMA-RI001-11-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-11-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-11-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-11-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-11-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-11-CTDMOG999,CTDMO,Relative Depth,180m below sea surface
GA03FLMA-RI001-12-CTDMOG999,CTDMO,depth_port_max,250
GA03FLMA-RI001-12-CTDMOG999,CTDMO,depth_port_min,250
GA03FLMA-RI001-12-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-12-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-12-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-12-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-12-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-12-CTDMOG999,CTDMO,Relative Depth,250m below sea surface
GA03FLMA-RI001-13-CTDMOG999,CTDMO,depth_port_max,350
GA03FLMA-RI001-13-CTDMOG999,CTDMO,depth_port_min,350
GA03FLMA-RI001-13-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-13-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-13-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-13-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-13-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-13-CTDMOG999,CTDMO,Relative Depth,350m below sea surface
GA03FLMA-RI001-14-CTDMOG999,CTDMO,depth_port_max,500
GA03FLMA-RI001-14-CTDMOG999,CTDMO,depth_port_min,500
GA03FLMA-RI001-14-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-14-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-14-CTDMOG999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-14-CTDMOG999,CTDMO,longitude,42.8905
GA03FLMA-RI001-14-CTDMOG999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-14-CTDMOG999,CTDMO,Relative Depth,500m below sea surface
GA03FLMA-RI001-15-CTDMOH999,CTDMO,depth_port_max,750
GA03FLMA-RI001-15-CTDMOH999,CTDMO,depth_port_min,750
GA03FLMA-RI001-15-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-15-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-15-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-15-CTDMOH999,CTDMO,longitude,42.8905
GA03FLMA-RI001-15-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-15-CTDMOH999,CTDMO,Relative Depth,750m below sea surface
GA03FLMA-RI001-16-CTDMOH999,CTDMO,depth_port_max,1000
GA03FLMA-RI001-16-CTDMOH999,CTDMO,depth_port_min,1000
GA03FLMA-RI001-16-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-16-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-16-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-16-CTDMOH999,CTDMO,longitude,42.8905
GA03FLMA-RI001-16-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-16-CTDMOH999,CTDMO,Relative Depth,1000m below sea surface
GA03FLMA-RI001-17-CTDMOH999,CTDMO,depth_port_max,1500
GA03FLMA-RI001-17-CTDMOH999,CTDMO,depth_port_min,1500
GA03FLMA-RI001-17-CTDMOH999,CTDMO,depth_subsite,5200
GA03FLMA-RI001-17-CTDMOH999,CTDMO,First Deployment Date,2015-01
GA03FLMA-RI001-17-CTDMOH999,CTDMO,latitude,-42.5073
GA03FLMA-RI001-17-CTDMOH999,CTDMO,longitude,42.8905
GA03FLMA-RI001-17-CTDMOH999,CTDMO,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMA-RI001-17-CTDMOH999,CTDMO,Relative Depth,1500m below sea surface
GA03FLMB-RI001-01-FLORTD999,FLORT,depth_port_max,40
GA03FLMB-RI001-01-FLORTD999,FLORT,depth_port_min,40
GA03FLMB-RI001-01-FLORTD999,FLORT,depth_subsite,5200
GA03FLMB-RI001-01-FLORTD999,FLORT,First Deployment Date,2015-01
GA03FLMB-RI001-01-FLORTD999,FLORT,latitude,-42.5073
GA03FLMB-RI001-01-FLORTD999,FLORT,longitude,42.1303
GA03FLMB-RI001-01-FLORTD999,FLORT,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-01-FLORTD999,FLORT,Relative Depth,40m below sea surface
GA03FLMB-RI001-02-PHSENF999,PHSEN,depth_port_max,40
GA03FLMB-RI001-02-PHSENF999,PHSEN,depth_port_min,40
GA03FLMB-RI001-02-PHSENF999,PHSEN,depth_subsite,5200
GA03FLMB-RI001-02-PHSENF999,PHSEN,First Deployment Date,2015-01
GA03FLMB-RI001-02-PHSENF999,PHSEN,latitude,-42.5073
GA03FLMB-RI001-02-PHSENF999,PHSEN,longitude,42.1303
GA03FLMB-RI001-02-PHSENF999,PHSEN,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-02-PHSENF999,PHSEN,Relative Depth,40m below sea surface
GA03FLMB-RI001-03-DOSTAD999,DOSTA,depth_port_max,40
GA03FLMB-RI001-03-DOSTAD999,DOSTA,depth_port_min,40
GA03FLMB-RI001-03-DOSTAD999,DOSTA,depth_subsite,5200
GA03FLMB-RI001-03-DOSTAD999,DOSTA,First Deployment Date,2015-01
GA03FLMB-RI001-03-DOSTAD999,DOSTA,latitude,-42.5073
GA03FLMB-RI001-03-DOSTAD999,DOSTA,longitude,42.1303
GA03FLMB-RI001-03-DOSTAD999,DOSTA,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-03-DOSTAD999,DOSTA,Relative Depth,40m below sea surface
GA03FLMB-RI001-04-ADCPSL999,ADCPS,depth_port_max,500
GA03FLMB-RI001-04-ADCPSL999,ADCPS,depth_port_min,500
GA03FLMB-RI001-04-ADCPSL999,ADCPS,depth_subsite,5200
GA03FLMB-RI001-04-ADCPSL999,ADCPS,First Deployment Date,2015-01
GA03FLMB-RI001-04-ADCPSL999,ADCPS,latitude,-42.5073
GA03FLMB-RI001-04-ADCPSL999,ADCPS,longitude,42.1303
GA03FLMB-RI001-04-ADCPSL999,ADCPS,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GA03FLMB-RI001-04-ADCPSL999,ADCPS,Relative Depth,"Mounted at 500m, uplooking"
GA03FLMB-RI001-06-CTDMOG999,CTDMO,depth_port_max,30
GA03FLMB-RI001-06-CTDMOG999,CTDMO,depth_port_min,30
GA03FLMB-RI001-06-CTDMOG999,CTDMO,depth_subsite,5200
GA03FLMB-RI001-06-CTDMOG999,CTDMO,First Deployment Date,2015-01
GA03FLMB-RI001-06-CTDMOG999,CTDMO,latitude,-42.5073
