Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
GA03FLMA-RI001-14-CTDMOG999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,14,CTDMO,G,999,01,CTDMO Series G Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-06-CTDMOG999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,06,CTDMO,G,999,01,CTDMO Series G Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-07-CTDMOG999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,07,CTDMO,G,999,01,CTDMO Series G Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-08-CTDMOG999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,08,CTDMO,G,999,01,CTDMO Series G Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMA-RI001-15-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMA-RI001-16-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMA-RI001-17-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-15-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-16-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-17-CTDMOH999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMA-RI001-15-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMA-RI001-16-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMA-RI001-17-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMB-RI001-15-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMB-RI001-16-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMB-RI001-17-CTDMOH999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-15-CTDMOH999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-16-CTDMOH999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-17-CTDMOH999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-15-CTDMOH999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-16-CTDMOH999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-17-CTDMOH999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMA-RI001-15-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMA-RI001-16-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMA-RI001-17-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-15-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-16-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-17-CTDMOH999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,H,999,01,CTDMO Series H Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA01SUMO-RI003-03-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-05-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-06-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-08-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-09-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-10-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-09-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-10-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-11-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-10-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-11-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-03-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-05-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-06-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-08-CTDMOQ999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-11-CTDMOQ999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-03-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-05-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-06-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-08-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-09-CTDMOQ999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,Q,999,01,CTDMO Series Q Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-12-CTDMOR999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-13-CTDMOR999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-RI003-14-CTDMOR999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2015-01,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-12-CTDMOR999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-13-CTDMOR999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-RI003-14-CTDMOR999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-09,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-12-CTDMOR999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-13-CTDMOR999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-RI003-14-CTDMOR999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,R,999,01,CTDMO Series R Sub 01,Sea-Bird,SBE 37IM,SBE 37IM,2014-12,Shore CyberPoP - Global Mooring Server,,,
CE01ISSP-SP001-09-CTDPFJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,09,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-01-CTDPFJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,01,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-09-CTDPFJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,09,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-08-CTDPFJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,08,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-08-CTDPFJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,08,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-08-CTDPFJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,08,CTDPF,J,999,01,CTDPF Series J Sub 01,Sea-Bird,FastCAT 49 CTD,FastCAT 49 CTD,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-08-CTDPFA107,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,08,CTDPF,A,107,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-4A-CTDPFA103,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,4A,CTDPF,A,103,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-2A-CTDPFA102,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,2A,CTDPF,A,102,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-4A-CTDPFA303,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,4A,CTDPF,A,303,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-2A-CTDPFA302,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,2A,CTDPF,A,302,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-PC01B-4A-CTDPFA109,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,PC (Platform Interface Controller),01B,4A,CTDPF,A,109,01,CTDPF Series A Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-SF01B-08-DOFSTA107,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,08,DOFST,A,107,01,DOFST Series A Sub 01,Sea-Bird,SBE 43,SBE 43,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-2A-DOFSTA102,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,2A,DOFST,A,102,01,DOFST Series A Sub 01,Sea-Bird,SBE 43,SBE 43,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-2A-DOFSTA302,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,2A,DOFST,A,302,01,DOFST Series A Sub 01,Sea-Bird,SBE 43,SBE 43,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI002-01-DOSTAD999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE01ISSM-MF004-01-DOSTAD999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSM-RI002-01-DOSTAD999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-RI002-01-DOSTAD999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI002-01-DOSTAD999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-MF004-01-DOSTAD999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
RS03AXVM-DP03A-06-DOSTAD304,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,06,DOSTA,D,304,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-LJ03A-06-DOSTAD301,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,06,DOSTA,D,301,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-4A-DOSTAD303,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,4A,DOSTA,D,303,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-PC01B-4A-DOSTAD109,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,PC (Platform Interface Controller),01B,4A,DOSTA,D,109,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE02SHBP-LJ01D-06-DOSTAD106,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,06,DOSTA,D,106,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSBP-LJ01C-06-DOSTAD108,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,06,DOSTA,D,108,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-DP01B-06-DOSTAD105,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,DP (Deep Profiler),01B,06,DOSTA,D,105,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-DP01A-06-DOSTAD104,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,06,DOSTA,D,104,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-LJ01A-06-DOSTAD101,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,06,DOSTA,D,101,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-4A-DOSTAD103,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,4A,DOSTA,D,103,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
GI03FLMA-RI001-03-DOSTAD999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-03-DOSTAD999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-03-DOSTAD999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-03-DOSTAD999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMA-RI001-03-DOSTAD999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
