Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
CP04OSSM-SB001-02-METBKA999,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,02,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GA01SUMO-SB001-01-METBKA999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA01SUMO-SB001-02-METBKA999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2015-01,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-SB001-01-METBKA999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-SB001-02-METBKA999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-09,Shore CyberPoP - Global Mooring Server,,,
CE01ISSP-SP001-06-NUTNRJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,06,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-05-NUTNRJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,05,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-06-NUTNRJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,06,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-05-NUTNRJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,05,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-03-NUTNRJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,03,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-03-NUTNRJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,03,NUTNR,J,999,01,NUTNR Series J Sub 01,Satlantic,SUNA V2,SUNA V2,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-04-NUTNRA102,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,04,NUTNR,A,102,01,NUTNR Series A Sub 01,Satlantic,Deep SUNA,Deep SUNA,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-4A-NUTNRA101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,4A,NUTNR,A,101,01,NUTNR Series A Sub 01,Satlantic,Deep SUNA,Deep SUNA,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-4A-NUTNRA301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,4A,NUTNR,A,301,01,NUTNR Series A Sub 01,Satlantic,Deep SUNA,Deep SUNA,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI003-04-NUTNRB999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),003,04,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSM-RI003-03-NUTNRB999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),003,03,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-RI003-03-NUTNRB999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,03,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI003-04-NUTNRB999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,04,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSM-RI003-03-NUTNRB999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,03,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-RI003-03-NUTNRB999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,03,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-RI003-01-NUTNRB999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,01,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-RI003-01-NUTNRB999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,01,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI003-01-NUTNRB999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,01,NUTNR,B,999,01,NUTNR Series B Sub 01,Satlantic,ISUS,ISUS,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP05MOAS-AV001-04-NUTNRN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,04,NUTNR,N,999,01,NUTNR Series N Sub 01,Satlantic,Deep SUNA,Deep SUNA,2013-11,,,,
CP05MOAS-AV002-04-NUTNRN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,04,NUTNR,N,999,01,NUTNR Series N Sub 01,Satlantic,Deep SUNA,Deep SUNA,2013-11,,,,
RS03CCAL-MJ03F-06-OBSBBA301,Central Caldera,03,CCAL,MJ (MP Jbox),03F,06,OBSBB,A,301,01,OBSBB Series A Sub 01,Guralp,CMG-1T/5T,CMG-1T/5T,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM1-LJ01B-05-OBSBBA101,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,05,OBSBB,A,101,01,OBSBB Series A Sub 01,Guralp,CMG-1T/5T,CMG-1T/5T,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ECAL-MJ03E-09-OBSBBA302,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,09,OBSBB,A,302,01,OBSBB Series A Sub 01,Guralp,CMG-1T/5T,CMG-1T/5T,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SLBS-MJ01A-05-OBSBKA101,Slope Base,01,SLBS,MJ (MP Jbox),01A,05,OBSBK,A,101,01,OBSBK Series A Sub 01,Guralp,CMG-1T/5T,CMG-1T/5T,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXBS-MJ03A-05-OBSBKA301,Axial Base,03,AXBS,MJ (MP Jbox),03A,05,OBSBK,A,301,01,OBSBK Series A Sub 01,Guralp,CMG-1T/5T,CMG-1T/5T,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM1-LJ01B-07-OBSSPA102,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,07,OBSSP,A,102,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM1-LJ01B-08-OBSSPA101,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,08,OBSSP,A,101,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM1-LJ01B-06-OBSSPA103,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,06,OBSSP,A,103,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ASHS-MJ03B-06-OBSSPA301,Ashes,03,ASHS,MJ (MP Jbox),03B,06,OBSSP,A,301,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03INT2-MJ03D-05-OBSSPA305,International District 2,03,INT2,MJ (MP Jbox),03D,05,OBSSP,A,305,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ECAL-MJ03E-09-OBSSPA304,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,09,OBSSP,A,304,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ECAL-MJ03E-08-OBSSPA304,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,08,OBSSP,A,304,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ASHS-MJ03B-05-OBSSPA302,Ashes,03,ASHS,MJ (MP Jbox),03B,05,OBSSP,A,302,01,OBSSP Series A Sub 01,Guralp,Guralp (CMG-1 sec),Guralp (CMG-1 sec),2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSP-SP001-04-OPTAAJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,04,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-04-OPTAAJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,04,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-04-OPTAAJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,04,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-04-OPTAAJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,04,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-02-OPTAAJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,02,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-02-OPTAAJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,02,OPTAA,J,999,01,OPTAA Series J Sub 01,WET Labs,AC-S,AC-S,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSBP-LJ01C-08-OPTAAC104,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,08,OPTAA,C,104,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE09OSSM-MF004-02-OPTAAC999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,02,OPTAA,C,999,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
RS01SBVM-DP01A-05-OPTAAC102,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,05,OPTAA,C,102,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-LJ01A-07-OPTAAC103,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,07,OPTAA,C,103,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-DP03A-05-OPTAAC302,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,05,OPTAA,C,302,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-LJ03A-07-OPTAAC303,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,07,OPTAA,C,303,01,OPTAA Series C Sub 01,WET Labs,AC-S Deep,AC-S Deep,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM2-MJ01B-00-OSMOIA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,00,OSMOI,A,101,01,OSMOI Series A Sub 01,"TLR, Inc.",OsmoSampler,OsmoSampler,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03ASHS-MJ03B-00-OSMOIA301,Ashes,03,ASHS,MJ (MP Jbox),03B,00,OSMOI,A,301,01,OSMOI Series A Sub 01,"TLR, Inc.",OsmoSampler,OsmoSampler,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE09OSPM-WF001-05-PARADK999,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCI-WF001-05-PARADK999,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCO-WF001-05-PARADK999,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUI-WF001-05-PARADK999,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUO-WF001-05-PARADK999,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSPM-WF001-05-PARADK999,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,05,PARAD,K,999,01,PARAD Series K Sub 01,Biospherical Instruments,QSP-2200,QSP-2200,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-06-PARADA102,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,06,PARAD,A,102,01,PARAD Series A Sub 01,Satlantic,digital PAR,digital PAR,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-3C-PARADA101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,3C,PARAD,A,101,01,PARAD Series A Sub 01,Satlantic,digital PAR,digital PAR,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-3C-PARADA301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,3C,PARAD,A,301,01,PARAD Series A Sub 01,Satlantic,digital PAR,digital PAR,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE05MOAS-GL001-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),001,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL002-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),002,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL003-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),003,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL004-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),004,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL005-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),005,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL006-01-PARADM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,01,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CP05MOAS-GL001-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-GL002-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-GL003-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-GL004-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-GL005-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-GL006-05-PARADM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,05,PARAD,M,999,01,PARAD Series M Sub 01,Biospherical Instruments,QSP-2155,QSP-2155,2013-11,,,,
CP05MOAS-AV001-06-PARADN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,06,PARAD,N,999,01,PARAD Series N Sub 01,Biospherical Instruments,QSP-2150,QSP-2150,2013-11,,,,
CP05MOAS-AV002-06-PARADN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,06,PARAD,N,999,01,PARAD Series N Sub 01,Biospherical Instruments,QSP-2150,QSP-2150,2013-11,,,,
CE02SHSM-SB001-03-PCO2AA999,Endurance OR Shelf Surface Mooring,02,SHSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-SB001-03-PCO2AA999,Endurance OR Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-SB001-03-PCO2AA999,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-SB001-03-PCO2AA999,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-SB001-03-PCO2AA999,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-SB001-03-PCO2AA999,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-SB001-03-PCO2AA999,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GA01SUMO-SB001-03-PCO2AA999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2015-01,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-SB001-03-PCO2AA999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-09,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-SB001-03-PCO2AA999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,A,999,01,PCO2A Series A Sub 01,Pro-Oceanus,pCO2-pro,pCO2-pro,2014-12,Shore CyberPoP - Global Mooring Server,,,
CE04OSHY-SF01B-05-PCO2WA102,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,05,PCO2W,A,102,01,PCO2W Series A Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-4F-PCO2WA101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,4F,PCO2W,A,101,01,PCO2W Series A Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-4F-PCO2WA301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,4F,PCO2W,A,301,01,PCO2W Series A Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-PC01B-12-PCO2WA105,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,PC (Platform Interface Controller),01B,12,PCO2W,A,105,01,PCO2W Series A Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI002-05-PCO2WB999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),002,05,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE01ISSM-MF004-04-PCO2WB999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),004,04,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-RI002-05-PCO2WB999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,05,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-MF004-04-PCO2WB999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,04,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSM-MF004-04-PCO2WB999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,04,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-MF004-03-PCO2WB999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,03,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-MF005-01-PCO2WB999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,01,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-MF005-01-PCO2WB999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,01,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-MF005-01-PCO2WB999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,01,PCO2W,B,999,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSBP-LJ01C-09-PCO2WB104,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,09,PCO2W,B,104,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
