Textbox8,tbToday
Instrument Classes By Location With Data Product Info,Report Generated: 11/1/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LNode_PublicID,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,NodeTypeName,LNode_NodeSequence,SClass_Description,SClass_PublicID,Data_Product,DPS_DCN
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Velocity point 3D turb,VEL3D,VELPTTU,"DCN 1341-00781 (Nobska), DCN 1341-00780 (Nortek)"
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,CONDWAT,DCN 1341-00030
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,DENSITY,DCN 1341-00050
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,PRACSAL,DCN 1341-00040
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,PRESWAT,DCN 1341-00020
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,TEMPWAT,DCN 1341-00010
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,DOCONCF,DCN 1341-00521
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,VELPTTU,"DCN 1341-00781 (Nobska), DCN 1341-00780 (Nortek)"
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH434SI,DCN 1341-00508
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH578SI,DCN 1341-00509
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,PHWATER,DCN 1341-00510
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,Velocity point,VELPT,VELPTMN,DCN 1341-00790
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Velocity profile Long Range,ADCPS,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Velocity profile Long Range,ADCPS,VELPROF,DCN 1341-00750
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,CO2ABS1,DCN 1341-00487
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,CO2ABS2,DCN 1341-00488
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,CO2THRM,DCN 1341-00489
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,PCO2WAT,DCN 1341-00490
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Pressure SF,PRESF,SFLPRES,"DCN 1341-00230 (PRESF), DCN 1341-00231 (PREST)"
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,SONBSCA,DCN 1341-00800
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,PH434SI,DCN 1341-00508
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,PH578SI,DCN 1341-00509
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,PHWATER,DCN 1341-00510
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,spectral irradiance,SPKIR,OPTATTS,DCN 1341-00740
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,spectral irradiance,SPKIR,SPECTIR,DCN 1341-00730
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Velocity point,VELPT,VELPTMN,DCN 1341-00790
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,FLUXHOT,DCN 1341-00330
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,FLUXMOM,DCN 1341-00320
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,FLUXWET,DCN 1341-00340
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,MOISTUR,DCN 1341-00300
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,MOTFLUX,DCN 1341-00301
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,TMPATUR,DCN 1341-00290
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Flux direct cov LP,FDCLP,WINDTUR,DCN 1341-00310
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,BARPRES,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,CONDSRF,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,LONGIRR,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,WINDAVG,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,SPECHUM,DCN 1341-00370
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,TEMPAIR,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,TEMPSRF,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,PRECIPM,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,RELHUMI,"DCN 1341-00280 (FDCHP), DCN 1341-00360 (METBK)"
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,SHRTIRR,DCN 1341-00360
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,CO2FLUX,DCN 1341-00270
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,PCO2ATM,DCN 1341-00260
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,PCO2SSW,DCN 1341-00260
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,PRESAIR,DCN 1341-00260
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,XCO2ATM,DCN 1341-00260
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,XCO2SSW,DCN 1341-00260
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,CONDWAT,DCN 1341-00030
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,DENSITY,DCN 1341-00050
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,PRACSAL,DCN 1341-00040
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,PRESWAT,DCN 1341-00020
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,TEMPWAT,DCN 1341-00010
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,CONDWAT,DCN 1341-00030
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,DENSITY,DCN 1341-00050
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,PRACSAL,DCN 1341-00040
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,PRESWAT,DCN 1341-00020
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,TEMPWAT,DCN 1341-00010
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD AUV,CTDAV,CONDWAT,DCN 1341-00030
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD AUV,CTDAV,DENSITY,DCN 1341-00050
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD AUV,CTDAV,PRACSAL,DCN 1341-00040
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD AUV,CTDAV,PRESWAT,DCN 1341-00020
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD AUV,CTDAV,TEMPWAT,DCN 1341-00010
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,CONDWAT,DCN 1341-00030
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,DENSITY,DCN 1341-00050
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,PRACSAL,DCN 1341-00040
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,PRESWAT,DCN 1341-00020
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,TEMPWAT,DCN 1341-00010
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,CONDWAT,DCN 1341-00030
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,DENSITY,DCN 1341-00050
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,PRACSAL,DCN 1341-00040
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,PRESWAT,DCN 1341-00020
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,TEMPWAT,DCN 1341-00010
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,CONDWAT,DCN 1341-00030
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,DENSITY,DCN 1341-00050
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,PRACSAL,DCN 1341-00040
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,PRESWAT,DCN 1341-00020
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,TEMPWAT,DCN 1341-00010
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,CONDWAT,DCN 1341-00030
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,DENSITY,DCN 1341-00050
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,PRACSAL,DCN 1341-00040
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,PRESWAT,DCN 1341-00020
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,TEMPWAT,DCN 1341-00010
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
