Textbox8,tbToday
Series Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Series_Name,Attribute,AttributeValue
CTDPF,O,CTDPF Series O,Global Spares,
CTDPF,O,CTDPF Series O,Instrument Configuration,
CTDPF,O,CTDPF Series O,Link to the Specification,
CTDPF,O,CTDPF Series O,Notes,
CTDPF,O,CTDPF Series O,PrimaryScienceDiscipline,P
CTDPF,O,CTDPF Series O,Produces Acoustic Interference,
CTDPF,O,CTDPF Series O,Ready for 2013?,
CTDPF,O,CTDPF Series O,RSN O&M Spares,
CTDPF,O,CTDPF Series O,RSN Part Number,
CTDPF,O,CTDPF Series O,Susceptible to Acoustic Interference,
CTDPF,O,CTDPF Series O,"Vendor CLIN, SubCLIN or Model #",
CTDPF,R,CTDPF Series R,2009 Baseline Price*,
CTDPF,R,CTDPF Series R,2009 Deployed Instrument Count,30
CTDPF,R,CTDPF Series R,Alternate Instrument Class Name,CTD Profiler
CTDPF,R,CTDPF Series R,CE Spares,
CTDPF,R,CTDPF Series R,CGSN MREFC Spares,
CTDPF,R,CTDPF Series R,CGSN O&M Spares,
CTDPF,R,CTDPF Series R,CGSN P/N,
CTDPF,R,CTDPF Series R,ClassLongName,CTD_profiler
CTDPF,R,CTDPF Series R,Comments,
CTDPF,R,CTDPF Series R,CP Spares,
CTDPF,R,CTDPF Series R,Description,CTDs to be mounted on a profiler
CTDPF,R,CTDPF Series R,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
CTDPF,R,CTDPF Series R,Global Spares,
CTDPF,R,CTDPF Series R,Instrument Configuration,
CTDPF,R,CTDPF Series R,Link to the Specification,
CTDPF,R,CTDPF Series R,Notes,
CTDPF,R,CTDPF Series R,PrimaryScienceDiscipline,P
CTDPF,R,CTDPF Series R,Produces Acoustic Interference,
CTDPF,R,CTDPF Series R,Ready for 2013?,
CTDPF,R,CTDPF Series R,RSN O&M Spares,
CTDPF,R,CTDPF Series R,RSN Part Number,
CTDPF,R,CTDPF Series R,Susceptible to Acoustic Interference,
CTDPF,R,CTDPF Series R,"Vendor CLIN, SubCLIN or Model #",
DOFST,A,DOFST Series A,2009 Baseline Price*,
DOFST,A,DOFST Series A,2009 Deployed Instrument Count,21
DOFST,A,DOFST Series A,Alternate Instrument Class Name,Dissolved Oxygen Fast Response
DOFST,A,DOFST Series A,CE Spares,
DOFST,A,DOFST Series A,CGSN MREFC Spares,
DOFST,A,DOFST Series A,CGSN O&M Spares,
DOFST,A,DOFST Series A,CGSN P/N,
DOFST,A,DOFST Series A,ClassLongName,oxygen_dissolved_fastresp
DOFST,A,DOFST Series A,Comments,
DOFST,A,DOFST Series A,CP Spares,
DOFST,A,DOFST Series A,Description,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients
DOFST,A,DOFST Series A,ECRs that changed the count,
DOFST,A,DOFST Series A,Global Spares,
DOFST,A,DOFST Series A,Instrument Configuration,
DOFST,A,DOFST Series A,Link to the Specification,
DOFST,A,DOFST Series A,Notes,
DOFST,A,DOFST Series A,PrimaryScienceDiscipline,C
DOFST,A,DOFST Series A,Produces Acoustic Interference,
DOFST,A,DOFST Series A,Ready for 2013?,
DOFST,A,DOFST Series A,RSN O&M Spares,
DOFST,A,DOFST Series A,RSN Part Number,
DOFST,A,DOFST Series A,Susceptible to Acoustic Interference,
DOFST,A,DOFST Series A,"Vendor CLIN, SubCLIN or Model #",
DOFST,J,DOFST Series J,2009 Baseline Price*,
DOFST,J,DOFST Series J,2009 Deployed Instrument Count,21
DOFST,J,DOFST Series J,Alternate Instrument Class Name,Dissolved Oxygen Fast Response
DOFST,J,DOFST Series J,CE Spares,
DOFST,J,DOFST Series J,CGSN MREFC Spares,
DOFST,J,DOFST Series J,CGSN O&M Spares,
DOFST,J,DOFST Series J,CGSN P/N,
DOFST,J,DOFST Series J,ClassLongName,oxygen_dissolved_fastresp
DOFST,J,DOFST Series J,Comments,
DOFST,J,DOFST Series J,CP Spares,
DOFST,J,DOFST Series J,Description,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients
DOFST,J,DOFST Series J,ECRs that changed the count,
DOFST,J,DOFST Series J,Global Spares,
DOFST,J,DOFST Series J,Instrument Configuration,
DOFST,J,DOFST Series J,Link to the Specification,
DOFST,J,DOFST Series J,Notes,
DOFST,J,DOFST Series J,PrimaryScienceDiscipline,C
DOFST,J,DOFST Series J,Produces Acoustic Interference,
DOFST,J,DOFST Series J,Ready for 2013?,
DOFST,J,DOFST Series J,RSN O&M Spares,
DOFST,J,DOFST Series J,RSN Part Number,
DOFST,J,DOFST Series J,Susceptible to Acoustic Interference,
DOFST,J,DOFST Series J,"Vendor CLIN, SubCLIN or Model #",
DOFST,K,DOFST Series K,2009 Baseline Price*,
DOFST,K,DOFST Series K,2009 Deployed Instrument Count,21
DOFST,K,DOFST Series K,Alternate Instrument Class Name,Dissolved Oxygen Fast Response
DOFST,K,DOFST Series K,CE Spares,
DOFST,K,DOFST Series K,CGSN MREFC Spares,
DOFST,K,DOFST Series K,CGSN O&M Spares,
DOFST,K,DOFST Series K,CGSN P/N,
DOFST,K,DOFST Series K,ClassLongName,oxygen_dissolved_fastresp
DOFST,K,DOFST Series K,Comments,
DOFST,K,DOFST Series K,CP Spares,
DOFST,K,DOFST Series K,Description,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients
DOFST,K,DOFST Series K,ECRs that changed the count,
DOFST,K,DOFST Series K,Global Spares,
DOFST,K,DOFST Series K,Instrument Configuration,
DOFST,K,DOFST Series K,Link to the Specification,
DOFST,K,DOFST Series K,Notes,
DOFST,K,DOFST Series K,PrimaryScienceDiscipline,C
DOFST,K,DOFST Series K,Produces Acoustic Interference,
DOFST,K,DOFST Series K,Ready for 2013?,
DOFST,K,DOFST Series K,RSN O&M Spares,
DOFST,K,DOFST Series K,RSN Part Number,
DOFST,K,DOFST Series K,Susceptible to Acoustic Interference,
DOFST,K,DOFST Series K,"Vendor CLIN, SubCLIN or Model #",
DOSTA,A,DOSTA Series A,2009 Baseline Price*,"$6,000.00"
DOSTA,A,DOSTA Series A,2009 Deployed Instrument Count,61
DOSTA,A,DOSTA Series A,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,A,DOSTA Series A,CE Spares,
DOSTA,A,DOSTA Series A,CGSN MREFC Spares,
DOSTA,A,DOSTA Series A,CGSN O&M Spares,
DOSTA,A,DOSTA Series A,CGSN P/N,
DOSTA,A,DOSTA Series A,ClassLongName,oxygen_dissolved_stable
DOSTA,A,DOSTA Series A,Comments,
DOSTA,A,DOSTA Series A,CP Spares,
DOSTA,A,DOSTA Series A,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,A,DOSTA Series A,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,A,DOSTA Series A,Global Spares,
DOSTA,A,DOSTA Series A,Instrument Configuration,
DOSTA,A,DOSTA Series A,Link to the Specification,
DOSTA,A,DOSTA Series A,Notes,
DOSTA,A,DOSTA Series A,PrimaryScienceDiscipline,C
DOSTA,A,DOSTA Series A,Produces Acoustic Interference,
DOSTA,A,DOSTA Series A,Ready for 2013?,
DOSTA,A,DOSTA Series A,RSN O&M Spares,
DOSTA,A,DOSTA Series A,RSN Part Number,
DOSTA,A,DOSTA Series A,Susceptible to Acoustic Interference,
DOSTA,A,DOSTA Series A,"Vendor CLIN, SubCLIN or Model #",
DOSTA,B,DOSTA Series B,2009 Baseline Price*,"$6,000.00"
DOSTA,B,DOSTA Series B,2009 Deployed Instrument Count,61
DOSTA,B,DOSTA Series B,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,B,DOSTA Series B,CE Spares,
DOSTA,B,DOSTA Series B,CGSN MREFC Spares,
DOSTA,B,DOSTA Series B,CGSN O&M Spares,
DOSTA,B,DOSTA Series B,CGSN P/N,
DOSTA,B,DOSTA Series B,ClassLongName,oxygen_dissolved_stable
DOSTA,B,DOSTA Series B,Comments,
DOSTA,B,DOSTA Series B,CP Spares,
DOSTA,B,DOSTA Series B,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,B,DOSTA Series B,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,B,DOSTA Series B,Global Spares,
DOSTA,B,DOSTA Series B,Instrument Configuration,
DOSTA,B,DOSTA Series B,Link to the Specification,
DOSTA,B,DOSTA Series B,Notes,
DOSTA,B,DOSTA Series B,PrimaryScienceDiscipline,C
DOSTA,B,DOSTA Series B,Produces Acoustic Interference,
DOSTA,B,DOSTA Series B,Ready for 2013?,
DOSTA,B,DOSTA Series B,RSN O&M Spares,
DOSTA,B,DOSTA Series B,RSN Part Number,
DOSTA,B,DOSTA Series B,Susceptible to Acoustic Interference,
DOSTA,B,DOSTA Series B,"Vendor CLIN, SubCLIN or Model #",
DOSTA,C,DOSTA Series C,2009 Baseline Price*,"$6,000.00"
DOSTA,C,DOSTA Series C,2009 Deployed Instrument Count,61
DOSTA,C,DOSTA Series C,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,C,DOSTA Series C,CE Spares,
DOSTA,C,DOSTA Series C,CGSN MREFC Spares,
DOSTA,C,DOSTA Series C,CGSN O&M Spares,
DOSTA,C,DOSTA Series C,CGSN P/N,
DOSTA,C,DOSTA Series C,ClassLongName,oxygen_dissolved_stable
DOSTA,C,DOSTA Series C,Comments,
DOSTA,C,DOSTA Series C,CP Spares,
DOSTA,C,DOSTA Series C,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,C,DOSTA Series C,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,C,DOSTA Series C,Global Spares,
DOSTA,C,DOSTA Series C,Instrument Configuration,
DOSTA,C,DOSTA Series C,Link to the Specification,
DOSTA,C,DOSTA Series C,Notes,
DOSTA,C,DOSTA Series C,PrimaryScienceDiscipline,C
DOSTA,C,DOSTA Series C,Produces Acoustic Interference,
DOSTA,C,DOSTA Series C,Ready for 2013?,
DOSTA,C,DOSTA Series C,RSN O&M Spares,
DOSTA,C,DOSTA Series C,RSN Part Number,
DOSTA,C,DOSTA Series C,Susceptible to Acoustic Interference,
DOSTA,C,DOSTA Series C,"Vendor CLIN, SubCLIN or Model #",
DOSTA,D,DOSTA Series D,2009 Baseline Price*,"$6,000.00"
DOSTA,D,DOSTA Series D,2009 Deployed Instrument Count,61
DOSTA,D,DOSTA Series D,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,D,DOSTA Series D,CE Spares,
DOSTA,D,DOSTA Series D,CGSN MREFC Spares,
DOSTA,D,DOSTA Series D,CGSN O&M Spares,
DOSTA,D,DOSTA Series D,CGSN P/N,
DOSTA,D,DOSTA Series D,ClassLongName,oxygen_dissolved_stable
DOSTA,D,DOSTA Series D,Comments,
DOSTA,D,DOSTA Series D,CP Spares,
DOSTA,D,DOSTA Series D,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,D,DOSTA Series D,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,D,DOSTA Series D,Global Spares,
DOSTA,D,DOSTA Series D,Instrument Configuration,
DOSTA,D,DOSTA Series D,Link to the Specification,
DOSTA,D,DOSTA Series D,Notes,
DOSTA,D,DOSTA Series D,PrimaryScienceDiscipline,C
DOSTA,D,DOSTA Series D,Produces Acoustic Interference,
DOSTA,D,DOSTA Series D,Ready for 2013?,
DOSTA,D,DOSTA Series D,RSN O&M Spares,
DOSTA,D,DOSTA Series D,RSN Part Number,
DOSTA,D,DOSTA Series D,Susceptible to Acoustic Interference,
DOSTA,D,DOSTA Series D,"Vendor CLIN, SubCLIN or Model #",
DOSTA,J,DOSTA Series J,2009 Baseline Price*,"$6,000.00"
DOSTA,J,DOSTA Series J,2009 Deployed Instrument Count,61
DOSTA,J,DOSTA Series J,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,J,DOSTA Series J,CE Spares,
DOSTA,J,DOSTA Series J,CGSN MREFC Spares,
DOSTA,J,DOSTA Series J,CGSN O&M Spares,
DOSTA,J,DOSTA Series J,CGSN P/N,
DOSTA,J,DOSTA Series J,ClassLongName,oxygen_dissolved_stable
DOSTA,J,DOSTA Series J,Comments,
DOSTA,J,DOSTA Series J,CP Spares,
DOSTA,J,DOSTA Series J,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,J,DOSTA Series J,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,J,DOSTA Series J,Global Spares,
DOSTA,J,DOSTA Series J,Instrument Configuration,
DOSTA,J,DOSTA Series J,Link to the Specification,
DOSTA,J,DOSTA Series J,Notes,
DOSTA,J,DOSTA Series J,PrimaryScienceDiscipline,C
DOSTA,J,DOSTA Series J,Produces Acoustic Interference,
DOSTA,J,DOSTA Series J,Ready for 2013?,
DOSTA,J,DOSTA Series J,RSN O&M Spares,
DOSTA,J,DOSTA Series J,RSN Part Number,
DOSTA,J,DOSTA Series J,Susceptible to Acoustic Interference,
DOSTA,J,DOSTA Series J,"Vendor CLIN, SubCLIN or Model #",
DOSTA,K,DOSTA Series K,2009 Baseline Price*,"$6,000.00"
DOSTA,K,DOSTA Series K,2009 Deployed Instrument Count,61
DOSTA,K,DOSTA Series K,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,K,DOSTA Series K,CE Spares,
DOSTA,K,DOSTA Series K,CGSN MREFC Spares,
DOSTA,K,DOSTA Series K,CGSN O&M Spares,
DOSTA,K,DOSTA Series K,CGSN P/N,
DOSTA,K,DOSTA Series K,ClassLongName,oxygen_dissolved_stable
DOSTA,K,DOSTA Series K,Comments,
DOSTA,K,DOSTA Series K,CP Spares,
DOSTA,K,DOSTA Series K,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,K,DOSTA Series K,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,K,DOSTA Series K,Global Spares,
DOSTA,K,DOSTA Series K,Instrument Configuration,
DOSTA,K,DOSTA Series K,Link to the Specification,
DOSTA,K,DOSTA Series K,Notes,
DOSTA,K,DOSTA Series K,PrimaryScienceDiscipline,C
DOSTA,K,DOSTA Series K,Produces Acoustic Interference,
DOSTA,K,DOSTA Series K,Ready for 2013?,
DOSTA,K,DOSTA Series K,RSN O&M Spares,
DOSTA,K,DOSTA Series K,RSN Part Number,
DOSTA,K,DOSTA Series K,Susceptible to Acoustic Interference,
DOSTA,K,DOSTA Series K,"Vendor CLIN, SubCLIN or Model #",
DOSTA,L,DOSTA Series L,2009 Baseline Price*,"$6,000.00"
DOSTA,L,DOSTA Series L,2009 Deployed Instrument Count,61
DOSTA,L,DOSTA Series L,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,L,DOSTA Series L,CE Spares,
DOSTA,L,DOSTA Series L,CGSN MREFC Spares,
DOSTA,L,DOSTA Series L,CGSN O&M Spares,
DOSTA,L,DOSTA Series L,CGSN P/N,
DOSTA,L,DOSTA Series L,ClassLongName,oxygen_dissolved_stable
DOSTA,L,DOSTA Series L,Comments,
DOSTA,L,DOSTA Series L,CP Spares,
DOSTA,L,DOSTA Series L,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,L,DOSTA Series L,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,L,DOSTA Series L,Global Spares,
DOSTA,L,DOSTA Series L,Instrument Configuration,
DOSTA,L,DOSTA Series L,Link to the Specification,
DOSTA,L,DOSTA Series L,Notes,
DOSTA,L,DOSTA Series L,PrimaryScienceDiscipline,C
DOSTA,L,DOSTA Series L,Produces Acoustic Interference,
DOSTA,L,DOSTA Series L,Ready for 2013?,
DOSTA,L,DOSTA Series L,RSN O&M Spares,
DOSTA,L,DOSTA Series L,RSN Part Number,
DOSTA,L,DOSTA Series L,Susceptible to Acoustic Interference,
DOSTA,L,DOSTA Series L,"Vendor CLIN, SubCLIN or Model #",
DOSTA,M,DOSTA Series M,2009 Baseline Price*,"$6,000.00"
DOSTA,M,DOSTA Series M,2009 Deployed Instrument Count,61
DOSTA,M,DOSTA Series M,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,M,DOSTA Series M,CE Spares,
DOSTA,M,DOSTA Series M,CGSN MREFC Spares,
DOSTA,M,DOSTA Series M,CGSN O&M Spares,
DOSTA,M,DOSTA Series M,CGSN P/N,
DOSTA,M,DOSTA Series M,ClassLongName,oxygen_dissolved_stable
DOSTA,M,DOSTA Series M,Comments,
DOSTA,M,DOSTA Series M,CP Spares,
DOSTA,M,DOSTA Series M,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,M,DOSTA Series M,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,M,DOSTA Series M,Global Spares,
DOSTA,M,DOSTA Series M,Instrument Configuration,
DOSTA,M,DOSTA Series M,Link to the Specification,
DOSTA,M,DOSTA Series M,Notes,
DOSTA,M,DOSTA Series M,PrimaryScienceDiscipline,C
DOSTA,M,DOSTA Series M,Produces Acoustic Interference,
DOSTA,M,DOSTA Series M,Ready for 2013?,
DOSTA,M,DOSTA Series M,RSN O&M Spares,
DOSTA,M,DOSTA Series M,RSN Part Number,
DOSTA,M,DOSTA Series M,Susceptible to Acoustic Interference,
DOSTA,M,DOSTA Series M,"Vendor CLIN, SubCLIN or Model #",
DOSTA,N,DOSTA Series N,2009 Baseline Price*,"$6,000.00"
DOSTA,N,DOSTA Series N,2009 Deployed Instrument Count,61
DOSTA,N,DOSTA Series N,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,N,DOSTA Series N,CE Spares,
DOSTA,N,DOSTA Series N,CGSN MREFC Spares,
DOSTA,N,DOSTA Series N,CGSN O&M Spares,
DOSTA,N,DOSTA Series N,CGSN P/N,
DOSTA,N,DOSTA Series N,ClassLongName,oxygen_dissolved_stable
DOSTA,N,DOSTA Series N,Comments,
DOSTA,N,DOSTA Series N,CP Spares,
DOSTA,N,DOSTA Series N,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,N,DOSTA Series N,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,N,DOSTA Series N,Global Spares,
DOSTA,N,DOSTA Series N,Instrument Configuration,
DOSTA,N,DOSTA Series N,Link to the Specification,
DOSTA,N,DOSTA Series N,Notes,
DOSTA,N,DOSTA Series N,PrimaryScienceDiscipline,C
DOSTA,N,DOSTA Series N,Produces Acoustic Interference,
DOSTA,N,DOSTA Series N,Ready for 2013?,
DOSTA,N,DOSTA Series N,RSN O&M Spares,
DOSTA,N,DOSTA Series N,RSN Part Number,
DOSTA,N,DOSTA Series N,Susceptible to Acoustic Interference,
DOSTA,N,DOSTA Series N,"Vendor CLIN, SubCLIN or Model #",
DOSTA,O,DOSTA Series O,2009 Baseline Price*,"$6,000.00"
DOSTA,O,DOSTA Series O,2009 Deployed Instrument Count,61
DOSTA,O,DOSTA Series O,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,O,DOSTA Series O,CE Spares,
DOSTA,O,DOSTA Series O,CGSN MREFC Spares,
DOSTA,O,DOSTA Series O,CGSN O&M Spares,
DOSTA,O,DOSTA Series O,CGSN P/N,
DOSTA,O,DOSTA Series O,ClassLongName,oxygen_dissolved_stable
DOSTA,O,DOSTA Series O,Comments,
DOSTA,O,DOSTA Series O,CP Spares,
DOSTA,O,DOSTA Series O,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,O,DOSTA Series O,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,O,DOSTA Series O,Global Spares,
DOSTA,O,DOSTA Series O,Instrument Configuration,
DOSTA,O,DOSTA Series O,Link to the Specification,
DOSTA,O,DOSTA Series O,Notes,
DOSTA,O,DOSTA Series O,PrimaryScienceDiscipline,C
DOSTA,O,DOSTA Series O,Produces Acoustic Interference,
DOSTA,O,DOSTA Series O,Ready for 2013?,
DOSTA,O,DOSTA Series O,RSN O&M Spares,
DOSTA,O,DOSTA Series O,RSN Part Number,
DOSTA,O,DOSTA Series O,Susceptible to Acoustic Interference,
DOSTA,O,DOSTA Series O,"Vendor CLIN, SubCLIN or Model #",
FDCHP,A,FDCHP Series A,2009 Baseline Price*,"$55,900.00"
FDCHP,A,FDCHP Series A,2009 Deployed Instrument Count,7
FDCHP,A,FDCHP Series A,Alternate Instrument Class Name,Direct Covariance Flux
FDCHP,A,FDCHP Series A,CE Spares,
FDCHP,A,FDCHP Series A,CGSN MREFC Spares,
FDCHP,A,FDCHP Series A,CGSN O&M Spares,
FDCHP,A,FDCHP Series A,CGSN P/N,
FDCHP,A,FDCHP Series A,ClassLongName,flux_direct_cov_HP
FDCHP,A,FDCHP Series A,Comments,
FDCHP,A,FDCHP Series A,CP Spares,
FDCHP,A,FDCHP Series A,Description,Measures vertical fluxes associated with eddies in the flow over the ocean
FDCHP,A,FDCHP Series A,ECRs that changed the count,1300-00318 & 1303-00996
FDCHP,A,FDCHP Series A,Global Spares,
FDCHP,A,FDCHP Series A,Instrument Configuration,
FDCHP,A,FDCHP Series A,Link to the Specification,
FDCHP,A,FDCHP Series A,Notes,
FDCHP,A,FDCHP Series A,PrimaryScienceDiscipline,P
FDCHP,A,FDCHP Series A,Produces Acoustic Interference,
FDCHP,A,FDCHP Series A,Ready for 2013?,No
FDCHP,A,FDCHP Series A,RSN O&M Spares,
FDCHP,A,FDCHP Series A,RSN Part Number,
FDCHP,A,FDCHP Series A,Susceptible to Acoustic Interference,
FDCHP,A,FDCHP Series A,"Vendor CLIN, SubCLIN or Model #",
FLOBN,A,FLOBN Series A,2009 Baseline Price*,
FLOBN,A,FLOBN Series A,2009 Deployed Instrument Count,1
FLOBN,A,FLOBN Series A,Alternate Instrument Class Name,Benthic Fluid Flow
FLOBN,A,FLOBN Series A,CE Spares,
FLOBN,A,FLOBN Series A,CGSN MREFC Spares,
FLOBN,A,FLOBN Series A,CGSN O&M Spares,
FLOBN,A,FLOBN Series A,CGSN P/N,
FLOBN,A,FLOBN Series A,ClassLongName,flow_benthic
FLOBN,A,FLOBN Series A,Comments,
FLOBN,A,FLOBN Series A,CP Spares,
FLOBN,A,FLOBN Series A,Description,Benthic fluid flow rate sampler. Measures benthic flow rates via optical injection tracer at the sediment-water interface
FLOBN,A,FLOBN Series A,ECRs that changed the count,
FLOBN,A,FLOBN Series A,Global Spares,
FLOBN,A,FLOBN Series A,Instrument Configuration,
FLOBN,A,FLOBN Series A,Link to the Specification,
FLOBN,A,FLOBN Series A,Notes,
FLOBN,A,FLOBN Series A,PrimaryScienceDiscipline,C
FLOBN,A,FLOBN Series A,Produces Acoustic Interference,
FLOBN,A,FLOBN Series A,Ready for 2013?,
FLOBN,A,FLOBN Series A,RSN O&M Spares,
FLOBN,A,FLOBN Series A,RSN Part Number,
FLOBN,A,FLOBN Series A,Susceptible to Acoustic Interference,
FLOBN,A,FLOBN Series A,"Vendor CLIN, SubCLIN or Model #",
FLORD,A,FLORD Series A,2009 Baseline Price*,"$5,600.00"
FLORD,A,FLORD Series A,2009 Deployed Instrument Count,35
FLORD,A,FLORD Series A,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,A,FLORD Series A,CE Spares,
FLORD,A,FLORD Series A,CGSN MREFC Spares,
FLORD,A,FLORD Series A,CGSN O&M Spares,
FLORD,A,FLORD Series A,CGSN P/N,
FLORD,A,FLORD Series A,ClassLongName,Fluorometer_two_wavelength
FLORD,A,FLORD Series A,Comments,
FLORD,A,FLORD Series A,CP Spares,
FLORD,A,FLORD Series A,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,A,FLORD Series A,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,A,FLORD Series A,Global Spares,
FLORD,A,FLORD Series A,Instrument Configuration,
FLORD,A,FLORD Series A,Link to the Specification,
FLORD,A,FLORD Series A,Notes,
FLORD,A,FLORD Series A,PrimaryScienceDiscipline,B
FLORD,A,FLORD Series A,Produces Acoustic Interference,
FLORD,A,FLORD Series A,Ready for 2013?,
FLORD,A,FLORD Series A,RSN O&M Spares,
FLORD,A,FLORD Series A,RSN Part Number,
FLORD,A,FLORD Series A,Susceptible to Acoustic Interference,
FLORD,A,FLORD Series A,"Vendor CLIN, SubCLIN or Model #",
FLORD,D,FLORD Series D,2009 Baseline Price*,"$5,600.00"
FLORD,D,FLORD Series D,2009 Deployed Instrument Count,35
FLORD,D,FLORD Series D,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,D,FLORD Series D,CE Spares,
FLORD,D,FLORD Series D,CGSN MREFC Spares,
FLORD,D,FLORD Series D,CGSN O&M Spares,
FLORD,D,FLORD Series D,CGSN P/N,
FLORD,D,FLORD Series D,ClassLongName,Fluorometer_two_wavelength
FLORD,D,FLORD Series D,Comments,
FLORD,D,FLORD Series D,CP Spares,
FLORD,D,FLORD Series D,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,D,FLORD Series D,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,D,FLORD Series D,Global Spares,
FLORD,D,FLORD Series D,Instrument Configuration,
FLORD,D,FLORD Series D,Link to the Specification,
FLORD,D,FLORD Series D,Notes,
FLORD,D,FLORD Series D,PrimaryScienceDiscipline,B
FLORD,D,FLORD Series D,Produces Acoustic Interference,
FLORD,D,FLORD Series D,Ready for 2013?,
FLORD,D,FLORD Series D,RSN O&M Spares,
FLORD,D,FLORD Series D,RSN Part Number,
FLORD,D,FLORD Series D,Susceptible to Acoustic Interference,
FLORD,D,FLORD Series D,"Vendor CLIN, SubCLIN or Model #",
FLORD,E,FLORD Series E,2009 Baseline Price*,"$5,600.00"
FLORD,E,FLORD Series E,2009 Deployed Instrument Count,35
FLORD,E,FLORD Series E,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,E,FLORD Series E,CE Spares,
FLORD,E,FLORD Series E,CGSN MREFC Spares,
FLORD,E,FLORD Series E,CGSN O&M Spares,
FLORD,E,FLORD Series E,CGSN P/N,
FLORD,E,FLORD Series E,ClassLongName,Fluorometer_two_wavelength
FLORD,E,FLORD Series E,Comments,
FLORD,E,FLORD Series E,CP Spares,
FLORD,E,FLORD Series E,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,E,FLORD Series E,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,E,FLORD Series E,Global Spares,
FLORD,E,FLORD Series E,Instrument Configuration,
FLORD,E,FLORD Series E,Link to the Specification,
FLORD,E,FLORD Series E,Notes,
FLORD,E,FLORD Series E,PrimaryScienceDiscipline,B
FLORD,E,FLORD Series E,Produces Acoustic Interference,
FLORD,E,FLORD Series E,Ready for 2013?,
FLORD,E,FLORD Series E,RSN O&M Spares,
FLORD,E,FLORD Series E,RSN Part Number,
FLORD,E,FLORD Series E,Susceptible to Acoustic Interference,
FLORD,E,FLORD Series E,"Vendor CLIN, SubCLIN or Model #",
FLORD,G,FLORD Series G,2009 Baseline Price*,"$5,600.00"
FLORD,G,FLORD Series G,2009 Deployed Instrument Count,35
FLORD,G,FLORD Series G,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,G,FLORD Series G,CE Spares,
FLORD,G,FLORD Series G,CGSN MREFC Spares,
FLORD,G,FLORD Series G,CGSN O&M Spares,
FLORD,G,FLORD Series G,CGSN P/N,
