Textbox8,tbToday
Series Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Series_Name,Attribute,AttributeValue
THSPH,A,THSPH Series A,PrimaryScienceDiscipline,C
THSPH,A,THSPH Series A,Produces Acoustic Interference,
THSPH,A,THSPH Series A,Ready for 2013?,No. Waiver 1304-00289
THSPH,A,THSPH Series A,RSN O&M Spares,
THSPH,A,THSPH Series A,RSN Part Number,
THSPH,A,THSPH Series A,Susceptible to Acoustic Interference,
THSPH,A,THSPH Series A,"Vendor CLIN, SubCLIN or Model #",
TMPSF,A,TMPSF Series A,2009 Baseline Price*,
TMPSF,A,TMPSF Series A,2009 Deployed Instrument Count,1
TMPSF,A,TMPSF Series A,Alternate Instrument Class Name,Diffuse Vent Fluid 3-D Temperature Array
TMPSF,A,TMPSF Series A,CE Spares,
TMPSF,A,TMPSF Series A,CGSN MREFC Spares,
TMPSF,A,TMPSF Series A,CGSN O&M Spares,
TMPSF,A,TMPSF Series A,CGSN P/N,
TMPSF,A,TMPSF Series A,ClassLongName,Temperature_seafloor
TMPSF,A,TMPSF Series A,Comments,
TMPSF,A,TMPSF Series A,CP Spares,
TMPSF,A,TMPSF Series A,Description,Measures temperatures of diffuse flow across the seafloor
TMPSF,A,TMPSF Series A,ECRs that changed the count,
TMPSF,A,TMPSF Series A,Global Spares,
TMPSF,A,TMPSF Series A,Instrument Configuration,
TMPSF,A,TMPSF Series A,Link to the Specification,
TMPSF,A,TMPSF Series A,Notes,
TMPSF,A,TMPSF Series A,PrimaryScienceDiscipline,P
TMPSF,A,TMPSF Series A,Produces Acoustic Interference,
TMPSF,A,TMPSF Series A,Ready for 2013?,
TMPSF,A,TMPSF Series A,RSN O&M Spares,
TMPSF,A,TMPSF Series A,RSN Part Number,
TMPSF,A,TMPSF Series A,Susceptible to Acoustic Interference,
TMPSF,A,TMPSF Series A,"Vendor CLIN, SubCLIN or Model #",
TRHPH,A,TRHPH Series A,2009 Baseline Price*,
TRHPH,A,TRHPH Series A,2009 Deployed Instrument Count,1
TRHPH,A,TRHPH Series A,Alternate Instrument Class Name,Hydrothermal Vent Fluid Temperature and Resistivity
TRHPH,A,TRHPH Series A,CE Spares,
TRHPH,A,TRHPH Series A,CGSN MREFC Spares,
TRHPH,A,TRHPH Series A,CGSN O&M Spares,
TRHPH,A,TRHPH Series A,CGSN P/N,
TRHPH,A,TRHPH Series A,ClassLongName,Temp_resist
TRHPH,A,TRHPH Series A,Comments,
TRHPH,A,TRHPH Series A,CP Spares,
TRHPH,A,TRHPH Series A,Description,"Measures hydrothermal vent fluid temperature, resistivity, and eH"
TRHPH,A,TRHPH Series A,ECRs that changed the count,
TRHPH,A,TRHPH Series A,Global Spares,
TRHPH,A,TRHPH Series A,Instrument Configuration,
TRHPH,A,TRHPH Series A,Link to the Specification,
TRHPH,A,TRHPH Series A,Notes,
TRHPH,A,TRHPH Series A,PrimaryScienceDiscipline,G
TRHPH,A,TRHPH Series A,Produces Acoustic Interference,
TRHPH,A,TRHPH Series A,Ready for 2013?,
TRHPH,A,TRHPH Series A,RSN O&M Spares,
TRHPH,A,TRHPH Series A,RSN Part Number,
TRHPH,A,TRHPH Series A,Susceptible to Acoustic Interference,
TRHPH,A,TRHPH Series A,"Vendor CLIN, SubCLIN or Model #",
VADCP,A,VADCP Series A,2009 Baseline Price*,
VADCP,A,VADCP Series A,2009 Deployed Instrument Count,2
VADCP,A,VADCP Series A,Alternate Instrument Class Name,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)"
VADCP,A,VADCP Series A,CE Spares,
VADCP,A,VADCP Series A,CGSN MREFC Spares,
VADCP,A,VADCP Series A,CGSN O&M Spares,
VADCP,A,VADCP Series A,CGSN P/N,
VADCP,A,VADCP Series A,ClassLongName,Velocity_profile_50m_turb
VADCP,A,VADCP Series A,Comments,
VADCP,A,VADCP Series A,CP Spares,
VADCP,A,VADCP Series A,Description,"3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters"
VADCP,A,VADCP Series A,ECRs that changed the count,
VADCP,A,VADCP Series A,Global Spares,
VADCP,A,VADCP Series A,Instrument Configuration,
VADCP,A,VADCP Series A,Link to the Specification,
VADCP,A,VADCP Series A,Notes,
VADCP,A,VADCP Series A,PrimaryScienceDiscipline,P
VADCP,A,VADCP Series A,Produces Acoustic Interference,
VADCP,A,VADCP Series A,Ready for 2013?,
VADCP,A,VADCP Series A,RSN O&M Spares,
VADCP,A,VADCP Series A,RSN Part Number,
VADCP,A,VADCP Series A,Susceptible to Acoustic Interference,
VADCP,A,VADCP Series A,"Vendor CLIN, SubCLIN or Model #",
VEL3D,A,VEL3D Series A,2009 Baseline Price*,"$10,805.00"
VEL3D,A,VEL3D Series A,2009 Deployed Instrument Count,33
VEL3D,A,VEL3D Series A,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,A,VEL3D Series A,CE Spares,
VEL3D,A,VEL3D Series A,CGSN MREFC Spares,
VEL3D,A,VEL3D Series A,CGSN O&M Spares,
VEL3D,A,VEL3D Series A,CGSN P/N,
VEL3D,A,VEL3D Series A,ClassLongName,Velocity_point_3D_turb
VEL3D,A,VEL3D Series A,Comments,
VEL3D,A,VEL3D Series A,CP Spares,
VEL3D,A,VEL3D Series A,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,A,VEL3D Series A,ECRs that changed the count,ECR 1303-00796
VEL3D,A,VEL3D Series A,Global Spares,
VEL3D,A,VEL3D Series A,Instrument Configuration,
VEL3D,A,VEL3D Series A,Link to the Specification,
VEL3D,A,VEL3D Series A,Notes,
VEL3D,A,VEL3D Series A,PrimaryScienceDiscipline,P
VEL3D,A,VEL3D Series A,Produces Acoustic Interference,
VEL3D,A,VEL3D Series A,Ready for 2013?,
VEL3D,A,VEL3D Series A,RSN O&M Spares,
VEL3D,A,VEL3D Series A,RSN Part Number,
VEL3D,A,VEL3D Series A,Susceptible to Acoustic Interference,Yes
VEL3D,A,VEL3D Series A,"Vendor CLIN, SubCLIN or Model #",
VEL3D,B,VEL3D Series B,2009 Baseline Price*,"$10,805.00"
VEL3D,B,VEL3D Series B,2009 Deployed Instrument Count,33
VEL3D,B,VEL3D Series B,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,B,VEL3D Series B,CE Spares,
VEL3D,B,VEL3D Series B,CGSN MREFC Spares,
VEL3D,B,VEL3D Series B,CGSN O&M Spares,
VEL3D,B,VEL3D Series B,CGSN P/N,
VEL3D,B,VEL3D Series B,ClassLongName,Velocity_point_3D_turb
VEL3D,B,VEL3D Series B,Comments,
VEL3D,B,VEL3D Series B,CP Spares,
VEL3D,B,VEL3D Series B,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,B,VEL3D Series B,ECRs that changed the count,ECR 1303-00796
VEL3D,B,VEL3D Series B,Global Spares,
VEL3D,B,VEL3D Series B,Instrument Configuration,
VEL3D,B,VEL3D Series B,Link to the Specification,
VEL3D,B,VEL3D Series B,Notes,
VEL3D,B,VEL3D Series B,PrimaryScienceDiscipline,P
VEL3D,B,VEL3D Series B,Produces Acoustic Interference,
VEL3D,B,VEL3D Series B,Ready for 2013?,
VEL3D,B,VEL3D Series B,RSN O&M Spares,
VEL3D,B,VEL3D Series B,RSN Part Number,
VEL3D,B,VEL3D Series B,Susceptible to Acoustic Interference,Yes
VEL3D,B,VEL3D Series B,"Vendor CLIN, SubCLIN or Model #",
VEL3D,C,VEL3D Series C,2009 Baseline Price*,"$10,805.00"
VEL3D,C,VEL3D Series C,2009 Deployed Instrument Count,33
VEL3D,C,VEL3D Series C,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,C,VEL3D Series C,CE Spares,
VEL3D,C,VEL3D Series C,CGSN MREFC Spares,
VEL3D,C,VEL3D Series C,CGSN O&M Spares,
VEL3D,C,VEL3D Series C,CGSN P/N,
VEL3D,C,VEL3D Series C,ClassLongName,Velocity_point_3D_turb
VEL3D,C,VEL3D Series C,Comments,
VEL3D,C,VEL3D Series C,CP Spares,
VEL3D,C,VEL3D Series C,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,C,VEL3D Series C,ECRs that changed the count,ECR 1303-00796
VEL3D,C,VEL3D Series C,Global Spares,
VEL3D,C,VEL3D Series C,Instrument Configuration,
VEL3D,C,VEL3D Series C,Link to the Specification,
VEL3D,C,VEL3D Series C,Notes,
VEL3D,C,VEL3D Series C,PrimaryScienceDiscipline,P
VEL3D,C,VEL3D Series C,Produces Acoustic Interference,
VEL3D,C,VEL3D Series C,Ready for 2013?,
VEL3D,C,VEL3D Series C,RSN O&M Spares,
VEL3D,C,VEL3D Series C,RSN Part Number,
VEL3D,C,VEL3D Series C,Susceptible to Acoustic Interference,Yes
VEL3D,C,VEL3D Series C,"Vendor CLIN, SubCLIN or Model #",
VEL3D,D,VEL3D Series D,2009 Baseline Price*,"$10,805.00"
VEL3D,D,VEL3D Series D,2009 Deployed Instrument Count,33
VEL3D,D,VEL3D Series D,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,D,VEL3D Series D,CE Spares,
VEL3D,D,VEL3D Series D,CGSN MREFC Spares,
VEL3D,D,VEL3D Series D,CGSN O&M Spares,
VEL3D,D,VEL3D Series D,CGSN P/N,
VEL3D,D,VEL3D Series D,ClassLongName,Velocity_point_3D_turb
VEL3D,D,VEL3D Series D,Comments,
VEL3D,D,VEL3D Series D,CP Spares,
VEL3D,D,VEL3D Series D,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,D,VEL3D Series D,ECRs that changed the count,ECR 1303-00796
VEL3D,D,VEL3D Series D,Global Spares,
VEL3D,D,VEL3D Series D,Instrument Configuration,
VEL3D,D,VEL3D Series D,Link to the Specification,
VEL3D,D,VEL3D Series D,Notes,
VEL3D,D,VEL3D Series D,PrimaryScienceDiscipline,P
VEL3D,D,VEL3D Series D,Produces Acoustic Interference,
VEL3D,D,VEL3D Series D,Ready for 2013?,
VEL3D,D,VEL3D Series D,RSN O&M Spares,
VEL3D,D,VEL3D Series D,RSN Part Number,
VEL3D,D,VEL3D Series D,Susceptible to Acoustic Interference,Yes
VEL3D,D,VEL3D Series D,"Vendor CLIN, SubCLIN or Model #",
VEL3D,J,VEL3D Series J,2009 Baseline Price*,"$10,805.00"
VEL3D,J,VEL3D Series J,2009 Deployed Instrument Count,33
VEL3D,J,VEL3D Series J,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,J,VEL3D Series J,CE Spares,
VEL3D,J,VEL3D Series J,CGSN MREFC Spares,
VEL3D,J,VEL3D Series J,CGSN O&M Spares,
VEL3D,J,VEL3D Series J,CGSN P/N,
VEL3D,J,VEL3D Series J,ClassLongName,Velocity_point_3D_turb
VEL3D,J,VEL3D Series J,Comments,
VEL3D,J,VEL3D Series J,CP Spares,
VEL3D,J,VEL3D Series J,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,J,VEL3D Series J,ECRs that changed the count,ECR 1303-00796
VEL3D,J,VEL3D Series J,Global Spares,
VEL3D,J,VEL3D Series J,Instrument Configuration,
VEL3D,J,VEL3D Series J,Link to the Specification,
VEL3D,J,VEL3D Series J,Notes,
VEL3D,J,VEL3D Series J,PrimaryScienceDiscipline,P
VEL3D,J,VEL3D Series J,Produces Acoustic Interference,
VEL3D,J,VEL3D Series J,Ready for 2013?,
VEL3D,J,VEL3D Series J,RSN O&M Spares,
VEL3D,J,VEL3D Series J,RSN Part Number,
VEL3D,J,VEL3D Series J,Susceptible to Acoustic Interference,Yes
VEL3D,J,VEL3D Series J,"Vendor CLIN, SubCLIN or Model #",
VEL3D,K,VEL3D Series K,2009 Baseline Price*,"$10,805.00"
VEL3D,K,VEL3D Series K,2009 Deployed Instrument Count,33
VEL3D,K,VEL3D Series K,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,K,VEL3D Series K,CE Spares,
VEL3D,K,VEL3D Series K,CGSN MREFC Spares,
VEL3D,K,VEL3D Series K,CGSN O&M Spares,
VEL3D,K,VEL3D Series K,CGSN P/N,
VEL3D,K,VEL3D Series K,ClassLongName,Velocity_point_3D_turb
VEL3D,K,VEL3D Series K,Comments,
VEL3D,K,VEL3D Series K,CP Spares,
VEL3D,K,VEL3D Series K,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,K,VEL3D Series K,ECRs that changed the count,ECR 1303-00796
VEL3D,K,VEL3D Series K,Global Spares,
VEL3D,K,VEL3D Series K,Instrument Configuration,
VEL3D,K,VEL3D Series K,Link to the Specification,
VEL3D,K,VEL3D Series K,Notes,
VEL3D,K,VEL3D Series K,PrimaryScienceDiscipline,P
VEL3D,K,VEL3D Series K,Produces Acoustic Interference,
VEL3D,K,VEL3D Series K,Ready for 2013?,
VEL3D,K,VEL3D Series K,RSN O&M Spares,
VEL3D,K,VEL3D Series K,RSN Part Number,
VEL3D,K,VEL3D Series K,Susceptible to Acoustic Interference,Yes
VEL3D,K,VEL3D Series K,"Vendor CLIN, SubCLIN or Model #",
VEL3D,L,VEL3D Series L,2009 Baseline Price*,"$10,805.00"
VEL3D,L,VEL3D Series L,2009 Deployed Instrument Count,33
VEL3D,L,VEL3D Series L,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,L,VEL3D Series L,CE Spares,
VEL3D,L,VEL3D Series L,CGSN MREFC Spares,
VEL3D,L,VEL3D Series L,CGSN O&M Spares,
VEL3D,L,VEL3D Series L,CGSN P/N,
VEL3D,L,VEL3D Series L,ClassLongName,Velocity_point_3D_turb
VEL3D,L,VEL3D Series L,Comments,
VEL3D,L,VEL3D Series L,CP Spares,
VEL3D,L,VEL3D Series L,Description,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers"
VEL3D,L,VEL3D Series L,ECRs that changed the count,ECR 1303-00796
VEL3D,L,VEL3D Series L,Global Spares,
VEL3D,L,VEL3D Series L,Instrument Configuration,
VEL3D,L,VEL3D Series L,Link to the Specification,
VEL3D,L,VEL3D Series L,Notes,
VEL3D,L,VEL3D Series L,PrimaryScienceDiscipline,P
VEL3D,L,VEL3D Series L,Produces Acoustic Interference,
VEL3D,L,VEL3D Series L,Ready for 2013?,
VEL3D,L,VEL3D Series L,RSN O&M Spares,
VEL3D,L,VEL3D Series L,RSN Part Number,
VEL3D,L,VEL3D Series L,Susceptible to Acoustic Interference,Yes
VEL3D,L,VEL3D Series L,"Vendor CLIN, SubCLIN or Model #",
VELPT,A,VELPT Series A,2009 Baseline Price*,"$14,700.00"
VELPT,A,VELPT Series A,2009 Deployed Instrument Count,29
VELPT,A,VELPT Series A,Alternate Instrument Class Name,Single Point Velocity Meter
VELPT,A,VELPT Series A,CE Spares,
VELPT,A,VELPT Series A,CGSN MREFC Spares,
VELPT,A,VELPT Series A,CGSN O&M Spares,
VELPT,A,VELPT Series A,CGSN P/N,
VELPT,A,VELPT Series A,ClassLongName,Velocity_point
VELPT,A,VELPT Series A,Comments,
VELPT,A,VELPT Series A,CP Spares,
VELPT,A,VELPT Series A,Description,Measures Mean U and V single point velocity
VELPT,A,VELPT Series A,ECRs that changed the count,
VELPT,A,VELPT Series A,Global Spares,
VELPT,A,VELPT Series A,Instrument Configuration,
VELPT,A,VELPT Series A,Link to the Specification,
VELPT,A,VELPT Series A,Notes,
VELPT,A,VELPT Series A,PrimaryScienceDiscipline,P
VELPT,A,VELPT Series A,Produces Acoustic Interference,
VELPT,A,VELPT Series A,Ready for 2013?,
VELPT,A,VELPT Series A,RSN O&M Spares,
VELPT,A,VELPT Series A,RSN Part Number,
VELPT,A,VELPT Series A,Susceptible to Acoustic Interference,Yes
VELPT,A,VELPT Series A,"Vendor CLIN, SubCLIN or Model #",
VELPT,B,VELPT Series B,2009 Baseline Price*,"$14,700.00"
VELPT,B,VELPT Series B,2009 Deployed Instrument Count,29
VELPT,B,VELPT Series B,Alternate Instrument Class Name,Single Point Velocity Meter
VELPT,B,VELPT Series B,CE Spares,
VELPT,B,VELPT Series B,CGSN MREFC Spares,
VELPT,B,VELPT Series B,CGSN O&M Spares,
VELPT,B,VELPT Series B,CGSN P/N,
VELPT,B,VELPT Series B,ClassLongName,Velocity_point
VELPT,B,VELPT Series B,Comments,
VELPT,B,VELPT Series B,CP Spares,
VELPT,B,VELPT Series B,Description,Measures Mean U and V single point velocity
VELPT,B,VELPT Series B,ECRs that changed the count,
VELPT,B,VELPT Series B,Global Spares,
VELPT,B,VELPT Series B,Instrument Configuration,
VELPT,B,VELPT Series B,Link to the Specification,
VELPT,B,VELPT Series B,Notes,
VELPT,B,VELPT Series B,PrimaryScienceDiscipline,P
VELPT,B,VELPT Series B,Produces Acoustic Interference,
VELPT,B,VELPT Series B,Ready for 2013?,
VELPT,B,VELPT Series B,RSN O&M Spares,
VELPT,B,VELPT Series B,RSN Part Number,
VELPT,B,VELPT Series B,Susceptible to Acoustic Interference,Yes
VELPT,B,VELPT Series B,"Vendor CLIN, SubCLIN or Model #",
VELPT,D,VELPT Series D,2009 Baseline Price*,"$14,700.00"
VELPT,D,VELPT Series D,2009 Deployed Instrument Count,29
VELPT,D,VELPT Series D,Alternate Instrument Class Name,Single Point Velocity Meter
VELPT,D,VELPT Series D,CE Spares,
VELPT,D,VELPT Series D,CGSN MREFC Spares,
VELPT,D,VELPT Series D,CGSN O&M Spares,
VELPT,D,VELPT Series D,CGSN P/N,
VELPT,D,VELPT Series D,ClassLongName,Velocity_point
VELPT,D,VELPT Series D,Comments,
VELPT,D,VELPT Series D,CP Spares,
VELPT,D,VELPT Series D,Description,Measures Mean U and V single point velocity
VELPT,D,VELPT Series D,ECRs that changed the count,
VELPT,D,VELPT Series D,Global Spares,
VELPT,D,VELPT Series D,Instrument Configuration,
VELPT,D,VELPT Series D,Link to the Specification,
VELPT,D,VELPT Series D,Notes,
VELPT,D,VELPT Series D,PrimaryScienceDiscipline,P
VELPT,D,VELPT Series D,Produces Acoustic Interference,
VELPT,D,VELPT Series D,Ready for 2013?,
VELPT,D,VELPT Series D,RSN O&M Spares,
VELPT,D,VELPT Series D,RSN Part Number,
VELPT,D,VELPT Series D,Susceptible to Acoustic Interference,Yes
VELPT,D,VELPT Series D,"Vendor CLIN, SubCLIN or Model #",
VELPT,J,VELPT Series J,2009 Baseline Price*,"$14,700.00"
VELPT,J,VELPT Series J,2009 Deployed Instrument Count,29
VELPT,J,VELPT Series J,Alternate Instrument Class Name,Single Point Velocity Meter
VELPT,J,VELPT Series J,CE Spares,
VELPT,J,VELPT Series J,CGSN MREFC Spares,
VELPT,J,VELPT Series J,CGSN O&M Spares,
VELPT,J,VELPT Series J,CGSN P/N,
VELPT,J,VELPT Series J,ClassLongName,Velocity_point
VELPT,J,VELPT Series J,Comments,
VELPT,J,VELPT Series J,CP Spares,
VELPT,J,VELPT Series J,Description,Measures Mean U and V single point velocity
VELPT,J,VELPT Series J,ECRs that changed the count,
VELPT,J,VELPT Series J,Global Spares,
VELPT,J,VELPT Series J,Instrument Configuration,
VELPT,J,VELPT Series J,Link to the Specification,
VELPT,J,VELPT Series J,Notes,
VELPT,J,VELPT Series J,PrimaryScienceDiscipline,P
VELPT,J,VELPT Series J,Produces Acoustic Interference,
VELPT,J,VELPT Series J,Ready for 2013?,
VELPT,J,VELPT Series J,RSN O&M Spares,
VELPT,J,VELPT Series J,RSN Part Number,
VELPT,J,VELPT Series J,Susceptible to Acoustic Interference,Yes
VELPT,J,VELPT Series J,"Vendor CLIN, SubCLIN or Model #",
WAVSS,A,WAVSS Series A,2009 Baseline Price*,"$17,279.00"
WAVSS,A,WAVSS Series A,2009 Deployed Instrument Count,10
WAVSS,A,WAVSS Series A,Alternate Instrument Class Name,Surface Wave Spectra
WAVSS,A,WAVSS Series A,CE Spares,
WAVSS,A,WAVSS Series A,CGSN MREFC Spares,
WAVSS,A,WAVSS Series A,CGSN O&M Spares,
WAVSS,A,WAVSS Series A,CGSN P/N,
WAVSS,A,WAVSS Series A,ClassLongName,wave_spectra_surface
WAVSS,A,WAVSS Series A,Comments,
WAVSS,A,WAVSS Series A,CP Spares,
WAVSS,A,WAVSS Series A,Description,"Non-directional and directional wave characteristics, SurfaceWave Spectra"
WAVSS,A,WAVSS Series A,ECRs that changed the count,ECR 1303-00475
WAVSS,A,WAVSS Series A,Global Spares,
WAVSS,A,WAVSS Series A,Instrument Configuration,
WAVSS,A,WAVSS Series A,Link to the Specification,
WAVSS,A,WAVSS Series A,Notes,
WAVSS,A,WAVSS Series A,PrimaryScienceDiscipline,P
WAVSS,A,WAVSS Series A,Produces Acoustic Interference,
WAVSS,A,WAVSS Series A,Ready for 2013?,
WAVSS,A,WAVSS Series A,RSN O&M Spares,
WAVSS,A,WAVSS Series A,RSN Part Number,
WAVSS,A,WAVSS Series A,Susceptible to Acoustic Interference,
WAVSS,A,WAVSS Series A,"Vendor CLIN, SubCLIN or Model #",
ZPLSC,A,ZPLSC Series A,2009 Baseline Price*,"$46,000.00"
ZPLSC,A,ZPLSC Series A,2009 Deployed Instrument Count,8
ZPLSC,A,ZPLSC Series A,Alternate Instrument Class Name,Bio-acoustic Sonar (Coastal)
ZPLSC,A,ZPLSC Series A,CE Spares,
ZPLSC,A,ZPLSC Series A,CGSN MREFC Spares,
ZPLSC,A,ZPLSC Series A,CGSN O&M Spares,
ZPLSC,A,ZPLSC Series A,CGSN P/N,
ZPLSC,A,ZPLSC Series A,ClassLongName,plankton_ZP_sonar_coastal
ZPLSC,A,ZPLSC Series A,Comments,
ZPLSC,A,ZPLSC Series A,CP Spares,
ZPLSC,A,ZPLSC Series A,Description,Measures acoustic signal of plankton and zooplankton on coastal arrays
ZPLSC,A,ZPLSC Series A,ECRs that changed the count,
ZPLSC,A,ZPLSC Series A,Global Spares,
ZPLSC,A,ZPLSC Series A,Instrument Configuration,
ZPLSC,A,ZPLSC Series A,Link to the Specification,
ZPLSC,A,ZPLSC Series A,Notes,
ZPLSC,A,ZPLSC Series A,PrimaryScienceDiscipline,B
ZPLSC,A,ZPLSC Series A,Produces Acoustic Interference,
ZPLSC,A,ZPLSC Series A,Ready for 2013?,No.  Waiver 1303-00954.
ZPLSC,A,ZPLSC Series A,RSN O&M Spares,
ZPLSC,A,ZPLSC Series A,RSN Part Number,
ZPLSC,A,ZPLSC Series A,Susceptible to Acoustic Interference,Yes
ZPLSC,A,ZPLSC Series A,"Vendor CLIN, SubCLIN or Model #",
ZPLSC,B,ZPLSC Series B,2009 Baseline Price*,"$46,000.00"
ZPLSC,B,ZPLSC Series B,2009 Deployed Instrument Count,8
ZPLSC,B,ZPLSC Series B,Alternate Instrument Class Name,Bio-acoustic Sonar (Coastal)
ZPLSC,B,ZPLSC Series B,CE Spares,
ZPLSC,B,ZPLSC Series B,CGSN MREFC Spares,
ZPLSC,B,ZPLSC Series B,CGSN O&M Spares,
ZPLSC,B,ZPLSC Series B,CGSN P/N,
ZPLSC,B,ZPLSC Series B,ClassLongName,plankton_ZP_sonar_coastal
ZPLSC,B,ZPLSC Series B,Comments,
ZPLSC,B,ZPLSC Series B,CP Spares,
ZPLSC,B,ZPLSC Series B,Description,Measures acoustic signal of plankton and zooplankton on coastal arrays
ZPLSC,B,ZPLSC Series B,ECRs that changed the count,
ZPLSC,B,ZPLSC Series B,Global Spares,
ZPLSC,B,ZPLSC Series B,Instrument Configuration,
ZPLSC,B,ZPLSC Series B,Link to the Specification,
ZPLSC,B,ZPLSC Series B,Notes,
ZPLSC,B,ZPLSC Series B,PrimaryScienceDiscipline,B
ZPLSC,B,ZPLSC Series B,Produces Acoustic Interference,
ZPLSC,B,ZPLSC Series B,Ready for 2013?,No.  Waiver 1303-00954.
ZPLSC,B,ZPLSC Series B,RSN O&M Spares,
ZPLSC,B,ZPLSC Series B,RSN Part Number,
ZPLSC,B,ZPLSC Series B,Susceptible to Acoustic Interference,Yes
ZPLSC,B,ZPLSC Series B,"Vendor CLIN, SubCLIN or Model #",
ZPLSC,C,ZPLSC Series C,2009 Baseline Price*,"$46,000.00"
ZPLSC,C,ZPLSC Series C,2009 Deployed Instrument Count,8
ZPLSC,C,ZPLSC Series C,Alternate Instrument Class Name,Bio-acoustic Sonar (Coastal)
ZPLSC,C,ZPLSC Series C,CE Spares,
ZPLSC,C,ZPLSC Series C,CGSN MREFC Spares,
ZPLSC,C,ZPLSC Series C,CGSN O&M Spares,
ZPLSC,C,ZPLSC Series C,CGSN P/N,
ZPLSC,C,ZPLSC Series C,ClassLongName,plankton_ZP_sonar_coastal
ZPLSC,C,ZPLSC Series C,Comments,
ZPLSC,C,ZPLSC Series C,CP Spares,
ZPLSC,C,ZPLSC Series C,Description,Measures acoustic signal of plankton and zooplankton on coastal arrays
ZPLSC,C,ZPLSC Series C,ECRs that changed the count,
ZPLSC,C,ZPLSC Series C,Global Spares,
ZPLSC,C,ZPLSC Series C,Instrument Configuration,
ZPLSC,C,ZPLSC Series C,Link to the Specification,
ZPLSC,C,ZPLSC Series C,Notes,
ZPLSC,C,ZPLSC Series C,PrimaryScienceDiscipline,B
ZPLSC,C,ZPLSC Series C,Produces Acoustic Interference,
ZPLSC,C,ZPLSC Series C,Ready for 2013?,No
ZPLSC,C,ZPLSC Series C,RSN O&M Spares,
ZPLSC,C,ZPLSC Series C,RSN Part Number,
ZPLSC,C,ZPLSC Series C,Susceptible to Acoustic Interference,Yes
ZPLSC,C,ZPLSC Series C,"Vendor CLIN, SubCLIN or Model #",
ZPLSG,A,ZPLSG Series A,2009 Baseline Price*,"$95,000.00"
ZPLSG,A,ZPLSG Series A,2009 Deployed Instrument Count,4
ZPLSG,A,ZPLSG Series A,Alternate Instrument Class Name,Bio-acoustic Sonar (Global)
ZPLSG,A,ZPLSG Series A,CE Spares,
ZPLSG,A,ZPLSG Series A,CGSN MREFC Spares,
ZPLSG,A,ZPLSG Series A,CGSN O&M Spares,
ZPLSG,A,ZPLSG Series A,CGSN P/N,
ZPLSG,A,ZPLSG Series A,ClassLongName,plankton_ZP_sonar_global
ZPLSG,A,ZPLSG Series A,Comments,
ZPLSG,A,ZPLSG Series A,CP Spares,
ZPLSG,A,ZPLSG Series A,Description,Measures acoustic signal of plankton and zooplankton on global arrays
ZPLSG,A,ZPLSG Series A,ECRs that changed the count,
ZPLSG,A,ZPLSG Series A,Global Spares,
ZPLSG,A,ZPLSG Series A,Instrument Configuration,
ZPLSG,A,ZPLSG Series A,Link to the Specification,
ZPLSG,A,ZPLSG Series A,Notes,
ZPLSG,A,ZPLSG Series A,PrimaryScienceDiscipline,B
ZPLSG,A,ZPLSG Series A,Produces Acoustic Interference,
ZPLSG,A,ZPLSG Series A,Ready for 2013?,No
ZPLSG,A,ZPLSG Series A,RSN O&M Spares,
ZPLSG,A,ZPLSG Series A,RSN Part Number,
ZPLSG,A,ZPLSG Series A,Susceptible to Acoustic Interference,Yes
ZPLSG,A,ZPLSG Series A,"Vendor CLIN, SubCLIN or Model #",

