Textbox8,tbToday
Data QC Lookup Tables (With DP Levels),Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LArray_PublicID,SClass_PublicID,ReferenceDesignator,Data_Product_With_Level
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,DENSITY (L2)
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,PRACSAL (L2)
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,PRESWAT (L0)
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,PRESWAT (L1)
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,TEMPWAT (L0)
GP,CTDMO,GP03FLMB-RI001-16-CTDMOH999,TEMPWAT (L1)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,CONDWAT (L0)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,CONDWAT (L1)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,DENSITY (L2)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,PRACSAL (L2)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,PRESWAT (L0)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,PRESWAT (L1)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,TEMPWAT (L0)
GP,CTDMO,GP03FLMB-RI001-17-CTDMOH999,TEMPWAT (L1)
GP,FLORD,GP05MOAS-GL001-01-FLORDM999,CHLAFLO (L0)
GP,FLORD,GP05MOAS-GL001-01-FLORDM999,CHLAFLO (L1)
GP,FLORD,GP05MOAS-GL001-01-FLORDM999,FLUBSCT (L0)
GP,FLORD,GP05MOAS-GL001-01-FLORDM999,FLUBSCT (L1)
GP,DOSTA,GP05MOAS-GL001-02-DOSTAM999,DOCONCS (L0)
GP,DOSTA,GP05MOAS-GL001-02-DOSTAM999,DOXYGEN (L2)
GP,DOSTA,GP05MOAS-GL001-02-DOSTAM999,DOCONCS (L1)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,CONDWAT (L0)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,CONDWAT (L1)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,DENSITY (L2)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,PRACSAL (L2)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,PRESWAT (L0)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,PRESWAT (L1)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,TEMPWAT (L0)
GP,CTDGV,GP05MOAS-GL001-04-CTDGVM999,TEMPWAT (L1)
GP,FLORD,GP05MOAS-GL002-01-FLORDM999,CHLAFLO (L0)
GP,FLORD,GP05MOAS-GL002-01-FLORDM999,CHLAFLO (L1)
GP,FLORD,GP05MOAS-GL002-01-FLORDM999,FLUBSCT (L0)
GP,FLORD,GP05MOAS-GL002-01-FLORDM999,FLUBSCT (L1)
GP,DOSTA,GP05MOAS-GL002-02-DOSTAM999,DOCONCS (L0)
GP,DOSTA,GP05MOAS-GL002-02-DOSTAM999,DOXYGEN (L2)
GP,DOSTA,GP05MOAS-GL002-02-DOSTAM999,DOCONCS (L1)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,CONDWAT (L0)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,CONDWAT (L1)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,DENSITY (L2)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,PRACSAL (L2)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,PRESWAT (L0)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,PRESWAT (L1)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,TEMPWAT (L0)
GP,CTDGV,GP05MOAS-GL002-04-CTDGVM999,TEMPWAT (L1)
GP,FLORD,GP05MOAS-GL003-01-FLORDM999,CHLAFLO (L0)
GP,FLORD,GP05MOAS-GL003-01-FLORDM999,CHLAFLO (L1)
GP,FLORD,GP05MOAS-GL003-01-FLORDM999,FLUBSCT (L0)
GP,FLORD,GP05MOAS-GL003-01-FLORDM999,FLUBSCT (L1)
GP,DOSTA,GP05MOAS-GL003-02-DOSTAM999,DOCONCS (L0)
GP,DOSTA,GP05MOAS-GL003-02-DOSTAM999,DOXYGEN (L2)
GP,DOSTA,GP05MOAS-GL003-02-DOSTAM999,DOCONCS (L1)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,CONDWAT (L0)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,CONDWAT (L1)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,DENSITY (L2)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,PRACSAL (L2)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,PRESWAT (L0)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,PRESWAT (L1)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,TEMPWAT (L0)
GP,CTDGV,GP05MOAS-GL003-04-CTDGVM999,TEMPWAT (L1)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,CONDWAT (L0)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,CONDWAT (L1)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,DENSITY (L2)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,PRACSAL (L2)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,PRESWAT (L0)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,PRESWAT (L1)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,TEMPWAT (L0)
GS,CTDBP,GS01SUMO-RI002-02-CTDBPF999,TEMPWAT (L1)
GS,ADCPS,GS01SUMO-RI002-03-ADCPSN999,ECHOINT (L0)
GS,ADCPS,GS01SUMO-RI002-03-ADCPSN999,ECHOINT (L1)
GS,ADCPS,GS01SUMO-RI002-03-ADCPSN999,VELPROF (L0)
GS,ADCPS,GS01SUMO-RI002-03-ADCPSN999,VELPROF (L1)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,CDOMFLO (L0)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,CDOMFLO (L1)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,CHLAFLO (L0)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,CHLAFLO (L1)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,FLUBSCT (L0)
GS,FLORT,GS01SUMO-RI002-04-FLORTD999,FLUBSCT (L1)
GS,VELPT,GS01SUMO-RI002-05-VELPTA999,VELPTMN (L1)
GS,VELPT,GS01SUMO-RI002-05-VELPTA999,VELPTMN (L0)
GS,PHSEN,GS01SUMO-RI003-01-PHSENE999,ABSTHRM (L0)
GS,PHSEN,GS01SUMO-RI003-01-PHSENE999,PH434SI (L0)
GS,PHSEN,GS01SUMO-RI003-01-PHSENE999,PH578SI (L0)
GS,PHSEN,GS01SUMO-RI003-01-PHSENE999,PHWATER (L1)
GS,PHSEN,GS01SUMO-RI003-02-PHSENE999,ABSTHRM (L0)
GS,PHSEN,GS01SUMO-RI003-02-PHSENE999,PH434SI (L0)
GS,PHSEN,GS01SUMO-RI003-02-PHSENE999,PH578SI (L0)
GS,PHSEN,GS01SUMO-RI003-02-PHSENE999,PHWATER (L1)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-03-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-05-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-06-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-08-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-09-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-10-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-11-CTDMOQ999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-12-CTDMOR999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-13-CTDMOR999,TEMPWAT (L1)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,CONDWAT (L0)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,CONDWAT (L1)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,DENSITY (L2)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,PRACSAL (L2)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,PRESWAT (L0)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,PRESWAT (L1)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,TEMPWAT (L0)
GS,CTDMO,GS01SUMO-RI003-14-CTDMOR999,TEMPWAT (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,BARPRES (L0)
GS,METBK,GS01SUMO-SB001-01-METBKA999,BARPRES (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,CONDSRF (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,LONGIRR (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,PRECIPM (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,RELHUMI (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,SPHUM2M (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,NETLIRR  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,SENSFLX  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,RAINFLX (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,HEATFLX  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,FRSHFLX  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,MOMMFLX (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,LATNFLX  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,SALSURF (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,WIND10M (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,TEMPA2M (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,RAINRTE (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,NETSIRR  (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,SHRTIRR (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,SPECHUM (L2)
GS,METBK,GS01SUMO-SB001-01-METBKA999,TEMPAIR (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,TEMPSRF (L1)
GS,METBK,GS01SUMO-SB001-01-METBKA999,WINDAVG (L0)
GS,METBK,GS01SUMO-SB001-01-METBKA999,WINDAVG (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,BARPRES (L0)
GS,METBK,GS01SUMO-SB001-02-METBKA999,BARPRES (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,CONDSRF (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,LONGIRR (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,PRECIPM (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,RELHUMI (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,SPHUM2M (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,NETLIRR  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,SENSFLX  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,RAINFLX (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,HEATFLX  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,FRSHFLX  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,MOMMFLX (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,LATNFLX  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,SALSURF (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,WIND10M (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,TEMPA2M (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,RAINRTE (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,NETSIRR  (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,SHRTIRR (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,SPECHUM (L2)
GS,METBK,GS01SUMO-SB001-02-METBKA999,TEMPAIR (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,TEMPSRF (L1)
GS,METBK,GS01SUMO-SB001-02-METBKA999,WINDAVG (L0)
GS,METBK,GS01SUMO-SB001-02-METBKA999,WINDAVG (L1)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,CO2FLUX (L2)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,PCO2ATM (L1)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,PCO2SSW (L1)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,PRESAIR (L0)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,XCO2ATM (L0)
GS,PCO2A,GS01SUMO-SB001-03-PCO2AA999,XCO2SSW (L0)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,FLUXHOT (L2)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,FLUXMOM (L2)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,MOTFLUX (L0)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,TMPATUR (L0)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,TMPATUR (L1)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,WINDTUR (L0)
GS,FDCHP,GS01SUMO-SB001-04-FDCHPA999,WINDTUR (L1)
GS,WAVSS,GS01SUMO-SB001-05-WAVSSA999,WAVSTAT (L0)
GS,WAVSS,GS01SUMO-SB001-05-WAVSSA999,WAVSTAT (L2)
GS,ZPLSG,GS02HYPM-MP003-01-ZPLSGA999,SONBSCA (L0)
GS,ZPLSG,GS02HYPM-MP003-01-ZPLSGA999,SONBSCA (L1)
GS,FLORD,GS02HYPM-WF002-01-FLORDL999,CHLAFLO (L0)
GS,FLORD,GS02HYPM-WF002-01-FLORDL999,CHLAFLO (L1)
GS,FLORD,GS02HYPM-WF002-01-FLORDL999,FLUBSCT (L0)
GS,FLORD,GS02HYPM-WF002-01-FLORDL999,FLUBSCT (L1)
GS,DOSTA,GS02HYPM-WF002-03-DOSTAL999,DOCONCS (L0)
GS,DOSTA,GS02HYPM-WF002-03-DOSTAL999,DOXYGEN (L2)
GS,DOSTA,GS02HYPM-WF002-03-DOSTAL999,DOCONCS (L1)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,CONDWAT (L0)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,CONDWAT (L1)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,DENSITY (L2)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,PRACSAL (L2)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,PRESWAT (L0)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,PRESWAT (L1)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,TEMPWAT (L0)
GS,CTDPF,GS02HYPM-WF002-04-CTDPFL999,TEMPWAT (L1)
GS,VEL3D,GS02HYPM-WF002-05-VEL3DL999,VELPTMN (L0)
GS,VEL3D,GS02HYPM-WF002-05-VEL3DL999,VELPTMN (L1)
GS,VEL3D,GS02HYPM-WF002-05-VEL3DL999,VELPTTU (L0)
GS,VEL3D,GS02HYPM-WF002-05-VEL3DL999,VELPTTU (L1)
GS,FLORD,GS02HYPM-WF004-01-FLORDL999,CHLAFLO (L0)
GS,FLORD,GS02HYPM-WF004-01-FLORDL999,CHLAFLO (L1)
GS,FLORD,GS02HYPM-WF004-01-FLORDL999,FLUBSCT (L0)
GS,FLORD,GS02HYPM-WF004-01-FLORDL999,FLUBSCT (L1)
GS,DOSTA,GS02HYPM-WF004-03-DOSTAL999,DOCONCS (L0)
GS,DOSTA,GS02HYPM-WF004-03-DOSTAL999,DOXYGEN (L2)
GS,DOSTA,GS02HYPM-WF004-03-DOSTAL999,DOCONCS (L1)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,CONDWAT (L0)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,CONDWAT (L1)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,DENSITY (L2)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,PRACSAL (L2)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,PRESWAT (L0)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,PRESWAT (L1)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,TEMPWAT (L0)
GS,CTDPF,GS02HYPM-WF004-04-CTDPFL999,TEMPWAT (L1)
GS,VEL3D,GS02HYPM-WF004-05-VEL3DL999,VELPTMN (L0)
GS,VEL3D,GS02HYPM-WF004-05-VEL3DL999,VELPTMN (L1)
GS,VEL3D,GS02HYPM-WF004-05-VEL3DL999,VELPTTU (L0)
GS,VEL3D,GS02HYPM-WF004-05-VEL3DL999,VELPTTU (L1)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,CDOMFLO (L0)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,CDOMFLO (L1)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,CHLAFLO (L0)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,CHLAFLO (L1)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,FLUBSCT (L0)
GS,FLORT,GS03FLMA-RI001-01-FLORTD999,FLUBSCT (L1)
GS,PHSEN,GS03FLMA-RI001-02-PHSENF999,ABSTHRM (L0)
GS,PHSEN,GS03FLMA-RI001-02-PHSENF999,PH434SI (L0)
GS,PHSEN,GS03FLMA-RI001-02-PHSENF999,PH578SI (L0)
GS,PHSEN,GS03FLMA-RI001-02-PHSENF999,PHWATER (L1)
GS,DOSTA,GS03FLMA-RI001-03-DOSTAD999,DOCONCS (L0)
GS,DOSTA,GS03FLMA-RI001-03-DOSTAD999,DOXYGEN (L2)
GS,DOSTA,GS03FLMA-RI001-03-DOSTAD999,DOCONCS (L1)
GS,ADCPS,GS03FLMA-RI001-04-ADCPSL999,ECHOINT (L0)
GS,ADCPS,GS03FLMA-RI001-04-ADCPSL999,ECHOINT (L1)
GS,ADCPS,GS03FLMA-RI001-04-ADCPSL999,VELPROF (L0)
GS,ADCPS,GS03FLMA-RI001-04-ADCPSL999,VELPROF (L1)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,PRACSAL (L2)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,PRESWAT (L0)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,PRESWAT (L1)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,TEMPWAT (L0)
GS,CTDMO,GS03FLMA-RI001-06-CTDMOG999,TEMPWAT (L1)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,PRACSAL (L2)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,PRESWAT (L0)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,PRESWAT (L1)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,TEMPWAT (L0)
GS,CTDMO,GS03FLMA-RI001-07-CTDMOG999,TEMPWAT (L1)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,PRACSAL (L2)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,PRESWAT (L0)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,PRESWAT (L1)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,TEMPWAT (L0)
GS,CTDMO,GS03FLMA-RI001-08-CTDMOG999,TEMPWAT (L1)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,PRACSAL (L2)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,PRESWAT (L0)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,PRESWAT (L1)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,TEMPWAT (L0)
GS,CTDMO,GS03FLMA-RI001-09-CTDMOG999,TEMPWAT (L1)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,PRACSAL (L2)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,PRESWAT (L0)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,PRESWAT (L1)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,TEMPWAT (L0)
GS,CTDMO,GS03FLMA-RI001-10-CTDMOG999,TEMPWAT (L1)
GS,CTDMO,GS03FLMA-RI001-11-CTDMOG999,CONDWAT (L0)
GS,CTDMO,GS03FLMA-RI001-11-CTDMOG999,CONDWAT (L1)
GS,CTDMO,GS03FLMA-RI001-11-CTDMOG999,DENSITY (L2)
GS,CTDMO,GS03FLMA-RI001-11-CTDMOG999,PRACSAL (L2)
