Textbox8,tbToday,Textbox2
Instrument Classes By Location,Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LNode_PublicID,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,NodeTypeName,LNode_NodeSequence,SClass_Description,SClass_PublicID,SSeries_PublicID,SSubseries_PublicID,MMInstrument_Manufacturer,MMInstrument_PublicID,SensorCount
GP03FLMB-RI001,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GP05MOAS-GL001,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GP05MOAS-GL001,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GP05MOAS-GL001,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GP05MOAS-GL002,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GP05MOAS-GL002,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GP05MOAS-GL002,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GP05MOAS-GL003,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GP05MOAS-GL003,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GP05MOAS-GL003,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GS01SUMO-RI002,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,F,01,Sea-Bird,SBE 16plusV2,1
GS01SUMO-RI002,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GS01SUMO-RI002,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
GS01SUMO-RI002,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity profile Long Range,ADCPS,N,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GS01SUMO-RI003,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,pH stable,PHSEN,E,01,Sunburst,SAMI-pH,2
GS01SUMO-RI003,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,CTD Mooring,CTDMO,Q,01,Sea-Bird,SBE 37IM,10
GS01SUMO-SB001,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,Flux direct covariance,FDCHP,A,01,WHOI,DCFS,1
GS01SUMO-SB001,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,2
GS01SUMO-SB001,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
GS01SUMO-SB001,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
GS02HYPM-MP003,Southern Ocean Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,Plankton ZP sonar global,ZPLSG,A,01,,,1
GS02HYPM-WF002,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GS02HYPM-WF002,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GS02HYPM-WF002,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GS02HYPM-WF002,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
GS02HYPM-WF004,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GS02HYPM-WF004,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GS02HYPM-WF004,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GS02HYPM-WF004,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
GS03FLMA-RI001,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GS03FLMA-RI001,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GS03FLMA-RI001,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GS03FLMA-RI001,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,CTD Mooring,CTDMO,G,01,Sea-Bird,SBE 37IM,12
GS03FLMA-RI001,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GS03FLMB-RI001,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GS03FLMB-RI001,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GS03FLMB-RI001,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GS03FLMB-RI001,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,CTD Mooring,CTDMO,G,01,Sea-Bird,SBE 37IM,12
GS03FLMB-RI001,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GS05MOAS-GL001,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GS05MOAS-GL001,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GS05MOAS-GL001,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GS05MOAS-GL002,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GS05MOAS-GL002,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GS05MOAS-GL002,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GS05MOAS-GL003,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GS05MOAS-GL003,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GS05MOAS-GL003,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
RS01SBVM-DP01A,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS01SBVM-DP01A,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,Fluorometer three wavelength,FLORT,A,01,WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",1
RS01SBVM-DP01A,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,Velocity point 3D turb,VEL3D,A,01,Falmouth Scientific,ACM-3D-MP,1
RS01SBVM-DP01A,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,Attenuation absorption optical,OPTAA,C,01,WET Labs,AC-S Deep,1
RS01SBVM-DP01A,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,Velocity profile Short Range,ADCPT,E,01,Teledyne RDI,Workhorse Quartermaster 150kHz,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,CTD Profiler,CTDPF,B,01,Sea-Bird,SBE 16plusV2,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,IES pressure velocity,HPIES,A,01,non-commercial,non-commercial HPIES,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,Hydrophone BB passive,HYDBB,A,01,Ocean Sonics,icListen HF,1
RS01SBVM-LJ01A,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,Attenuation absorption optical,OPTAA,C,01,WET Labs,AC-S Deep,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Velocity profile Short Range,ADCPT,D,01,Teledyne RDI,Workhorse Quartermaster 150kHz,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Camera digital still strobe,CAMDS,C,01,Kongsberg,Modified OE14-408,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,CTD Profiler,CTDPF,A,01,Sea-Bird,SBE 16plusV2,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Fluorometer two wavelength,FLORD,D,01,WET Labs,ECO Triplet-w,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Hydrophone BB passive,HYDBB,A,01,Ocean Sonics,icListen HF,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,Velocity profile 50m turb,VADCP,A,01,Teledyne RDI,Workhorse custom 600 kHz 5 Beam ,1
RS01SBVM-PC01A,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,pH stable,PHSEN,A,01,Sunburst,SAMI-pH,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,CTD Profiler,CTDPF,A,01,Sea-Bird,SBE 16plusV2,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,Oxygen dissolved fastresp,DOFST,A,01,Sea-Bird,SBE 43,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,Nutrient nitrate,NUTNR,A,01,Satlantic,Deep SUNA,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,pCO2 water,PCO2W,A,01,Sunburst,SAMI-pCO2,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,spectral irradiance,SPKIR,A,01,Satlantic,OCR507 ICSW,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,Velocity point,VELPT,D,01,Nortek,Aquadopp,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,pH stable,PHSEN,A,01,Sunburst,SAMI-pH,1
RS01SBVM-SF01A,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,PAR,PARAD,A,01,Satlantic,digital PAR,1
RS01SLBS-MJ01A,Slope Base,01,SLBS,MJ (MP Jbox),01A,Seismometer BB triaxial keck,OBSBK,A,01,Guralp,CMG-1T/5T,1
RS01SLBS-MJ01A,Slope Base,01,SLBS,MJ (MP Jbox),01A,Pressure SF tidal,PREST,A,01,Sea-Bird,SBE 54,1
RS01SLBS-MJ01A,Slope Base,01,SLBS,MJ (MP Jbox),01A,Velocity point 3D turb,VEL3D,B,01,Nobska,MAVS-4,1
RS01SLBS-MJ01A,Slope Base,01,SLBS,MJ (MP Jbox),01A,Hydrophone LF passive,HYDLF,A,01,HTI,90-U,1
RS01SUM1-LJ01B,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,Seismometer BB triaxial accel,OBSBB,A,01,Guralp,CMG-1T/5T,1
RS01SUM1-LJ01B,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,Seismometer shortperiod,OBSSP,A,01,Guralp,Guralp (CMG-1 sec),3
RS01SUM1-LJ01B,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,Pressure SF tidal,PREST,B,01,Sea-Bird,SBE 54,1
RS01SUM1-LJ01B,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,Velocity point 3D turb,VEL3D,B,01,Nobska,MAVS-4,1
RS01SUM1-LJ01B,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,Hydrophone LF passive,HYDLF,A,01,HTI,90-U,1
RS01SUM2-MJ01B,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,Velocity profile Long Range,ADCPS,K,01,Teledyne RDI,WorkHorse LongRanger Monitor 75khz,1
RS01SUM2-MJ01B,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,Camera digital still strobe,CAMDS,B,01,Kongsberg,Modified OE14-408,1
RS01SUM2-MJ01B,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,Benthic Flow,FLOBN,A,01,non-commercial,non-commercial FLOBN,1
RS01SUM2-MJ01B,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,Mass Spectrometer,MASSP,A,01,non-commercial,non-commercial MASSP,1
RS01SUM2-MJ01B,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,Watersample chem trace,OSMOI,A,01,"TLR, Inc.",OsmoSampler,1
RS03ASHS-ID03A,Ashes,03,ASHS,ID (IF box HD camera),03A,Camera digital video HD,CAMHD,A,01,SubC,1Cam,1
RS03ASHS-MJ03B,Ashes,03,ASHS,MJ (MP Jbox),03B,Seismometer shortperiod,OBSSP,A,01,Guralp,Guralp (CMG-1 sec),2
RS03ASHS-MJ03B,Ashes,03,ASHS,MJ (MP Jbox),03B,Watersample chem trace,OSMOI,A,01,"TLR, Inc.",OsmoSampler,1
RS03ASHS-MJ03B,Ashes,03,ASHS,MJ (MP Jbox),03B,Temperature seafloor,TMPSF,A,01,RBR Global,XR-420,1
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,Seismometer BB triaxial keck,OBSBK,A,01,Guralp,CMG-1T/5T,1
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,Pressure SF tidal,PREST,A,01,Sea-Bird,SBE 54,1
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,Velocity point 3D turb,VEL3D,B,01,Nobska,MAVS-4,1
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,Hydrophone LF passive,HYDLF,A,01,HTI,90-U,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Fluorometer three wavelength,FLORT,A,01,WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Velocity point 3D turb,VEL3D,A,01,Falmouth Scientific,ACM-3D-MP,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Attenuation absorption optical,OPTAA,C,01,WET Labs,AC-S Deep,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Velocity profile Short Range,ADCPT,E,01,Teledyne RDI,Workhorse Quartermaster 150kHz,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,CTD Profiler,CTDPF,B,01,Sea-Bird,SBE 16plusV2,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,IES pressure velocity,HPIES,A,01,non-commercial,non-commercial HPIES,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Hydrophone BB passive,HYDBB,A,01,Ocean Sonics,icListen HF,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Attenuation absorption optical,OPTAA,C,01,WET Labs,AC-S Deep,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Velocity profile Short Range,ADCPT,D,01,Teledyne RDI,Workhorse Quartermaster 150kHz,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Camera digital still strobe,CAMDS,C,01,Kongsberg,Modified OE14-408,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,CTD Profiler,CTDPF,A,01,Sea-Bird,SBE 16plusV2,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Fluorometer two wavelength,FLORD,D,01,WET Labs,ECO Triplet-w,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Hydrophone BB passive,HYDBB,A,01,Ocean Sonics,icListen HF,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,Velocity profile 50m turb,VADCP,A,01,Teledyne RDI,Workhorse custom 600 kHz 5 Beam ,1
RS03AXVM-PC03A,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,pH stable,PHSEN,A,01,Sunburst,SAMI-pH,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,CTD Profiler,CTDPF,A,01,Sea-Bird,SBE 16plusV2,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,Oxygen dissolved fastresp,DOFST,A,01,Sea-Bird,SBE 43,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,Nutrient nitrate,NUTNR,A,01,Satlantic,Deep SUNA,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,pCO2 water,PCO2W,A,01,Sunburst,SAMI-pCO2,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,spectral irradiance,SPKIR,A,01,Satlantic,OCR507 ICSW,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,Velocity point,VELPT,D,01,Nortek,Aquadopp,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,pH stable,PHSEN,A,01,Sunburst,SAMI-pH,1
RS03AXVM-SF03A,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,PAR,PARAD,A,01,Satlantic,digital PAR,1
RS03CCAL-MJ03F,Central Caldera,03,CCAL,MJ (MP Jbox),03F,Pressure bottom tilt,BOTPT,A,01,non-commercial,non-commercial BOTPT,1
RS03CCAL-MJ03F,Central Caldera,03,CCAL,MJ (MP Jbox),03F,Seismometer BB triaxial accel,OBSBB,A,01,Guralp,CMG-1T/5T,1
RS03CCAL-MJ03F,Central Caldera,03,CCAL,MJ (MP Jbox),03F,Hydrophone LF passive,HYDLF,A,01,HTI,90-U,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Pressure bottom tilt,BOTPT,A,01,non-commercial,non-commercial BOTPT,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Seismometer BB triaxial accel,OBSBB,A,01,Guralp,CMG-1T/5T,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Seismometer shortperiod,OBSSP,A,01,Guralp,Guralp (CMG-1 sec),2
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Hydrophone LF passive,HYDLF,A,01,HTI,90-U,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,Camera digital still strobe,CAMDS,B,01,Kongsberg,Modified OE14-408,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,Mass Spectrometer,MASSP,A,01,non-commercial,non-commercial MASSP,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,DNA particulate,PPSDN,A,01,non-commercial,non-commercial PPSDN,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,Watersample chem trace H2S pH,RASFL,A,01,non-commercial,non-commercial RASFL,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,Temp resist,TRHPH,A,01,non-commercial,non-commercial TRHPH,1
RS03INT1-MJ03C,International District 1,03,INT1,MJ (MP Jbox),03C,Temp H2 H2S pH,THSPH,A,01,non-commercial,non-commercial THSPH,1
RS03INT2-MJ03D,International District 2,03,INT2,MJ (MP Jbox),03D,Pressure bottom tilt,BOTPT,A,01,non-commercial,non-commercial BOTPT,1
RS03INT2-MJ03D,International District 2,03,INT2,MJ (MP Jbox),03D,Seismometer shortperiod,OBSSP,A,01,Guralp,Guralp (CMG-1 sec),1
RS03INT2-MJ03D,International District 2,03,INT2,MJ (MP Jbox),03D,Velocity point 3D turb,VEL3D,B,01,Nobska,MAVS-4,1

